,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,BATS LN,British American Tobacco,,,,,,,,,,44%,58%,$4.572,00,$   2.509,13,$  3.565,39,$      5.643,00,$  7.233,62,10.34%,3.30%,6.48%,10.18%,101.68%,101.68%,111%,,,,,,,NO,,,10.17%,3.14%,7.03%,0.10%,70
,,,,,,,,,,,,,,,,,,2016,4/19/2016,4.281,00,,,5/31/2016,,5/31/2016,,,,,3.64%,4.281,00,155.90,4.717,31,1.636,30,2.325,12,86%,10%,3.30%,9.53%,5.39%,6.80%,23.65%,721.55,6.71%,0.00%,,,,,,97%,,74,,,,
,,,,,,,,,,,,,,,,,,2016,4/20/2016,4.264,50,,,6/6/2016,,6/6/2016,,,,,3.66%,4.264,50,155.90,4.717,31,1.636,30,2.325,12,85%,11%,3.30%,9.53%,5.41%,7.21%,24.13%,721.55,6.71%,-0.39%,,,,,,98%,,75,,,,
,,,,,,,,,,,,,,,,,,2016,4/21/2016,4.175,00,,,6/13/2016,,6/13/2016,,,,,3.73%,4.175,00,155.90,4.717,31,1.636,30,2.325,12,82%,13%,3.30%,9.53%,5.53%,9.51%,26.79%,721.55,6.71%,-2.48%,,,,,,99%,,76,,,,
,,,,,,,,,,,,,,,,,,2016,4/22/2016,4.133,00,,,6/20/2016,,6/20/2016,,,,,3.77%,4.133,00,155.90,4.717,31,1.636,30,2.325,12,81%,14%,3.30%,9.53%,5.59%,10.62%,28.08%,721.55,6.71%,-3.46%,,,,,,100%,,77,,,,
,,,,,,,,,,,,,,,,,,2016,4/25/2016,4.162,50,,,6/27/2016,,6/27/2016,,,,,3.75%,4.162,50,155.90,4.717,31,1.636,30,2.325,12,82%,13%,3.30%,9.53%,5.55%,9.84%,27.17%,721.55,6.71%,-2.77%,,,,,,,,78,,,,
,,,,,,,,,,,,,,,,,,2016,4/26/2016,4.144,50,,,7/4/2016,,7/5/2016,,,,,3.76%,4.144,50,155.90,4.717,31,1.636,30,2.325,12,81%,14%,3.30%,9.53%,5.57%,10.31%,27.72%,721.55,6.71%,-3.19%,,,,,,,,79,,,,
,,,,,,,,,,,,,,,,,,2016,4/27/2016,4.162,00,,,7/11/2016,,7/11/2016,,,,,3.75%,4.162,00,155.90,4.717,31,1.636,30,2.325,12,82%,13%,3.30%,9.53%,5.55%,9.85%,27.19%,721.55,6.71%,-2.78%,,,,,,,,80,,,,
,,,,,,,,,,,,,,,,,,2016,4/28/2016,4.186,00,,,7/18/2016,,7/18/2016,,,,,3.72%,4.186,00,155.90,4.717,31,1.636,30,2.325,12,83%,13%,3.30%,9.53%,5.52%,9.22%,26.46%,721.55,6.71%,-2.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,4/29/2016,4.170,00,,,7/25/2016,,7/25/2016,,,,,3.74%,4.170,00,155.90,4.717,31,1.636,30,2.325,12,82%,13%,3.30%,9.53%,5.54%,9.64%,26.94%,721.55,6.71%,-2.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/3/2016,4.156,00,,,8/1/2016,,8/1/2016,,,,,3.75%,4.156,00,155.90,4.717,31,1.636,30,2.325,12,82%,14%,3.30%,9.53%,5.56%,10.01%,27.37%,721.55,6.71%,-2.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/4/2016,4.141,50,,,8/8/2016,,8/8/2016,,,,,3.76%,4.141,50,155.90,4.717,31,1.636,30,2.325,12,81%,14%,3.30%,9.53%,5.57%,10.39%,27.82%,721.55,6.71%,-3.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/5/2016,4.191,00,,,8/15/2016,,8/15/2016,,,,,3.72%,4.191,00,155.90,4.717,31,1.636,30,2.325,12,83%,13%,3.30%,9.53%,5.51%,9.09%,26.31%,721.55,6.71%,-2.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/6/2016,4.199,00,,,8/22/2016,,8/22/2016,,,,,3.71%,4.199,00,155.90,4.717,31,1.636,30,2.325,12,83%,12%,3.30%,9.53%,5.50%,8.88%,26.07%,721.55,6.71%,-1.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/9/2016,4.213,50,,,8/30/2016,,8/29/2016,,,,,3.70%,4.213,50,155.90,4.717,31,1.636,30,2.325,12,84%,12%,3.30%,9.53%,5.48%,8.51%,25.63%,721.55,6.71%,-1.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/10/2016,4.241,50,,,9/5/2016,,9/6/2016,,,,,3.68%,4.241,50,155.90,4.717,31,1.636,30,2.325,12,85%,11%,3.30%,9.53%,5.44%,7.79%,24.80%,721.55,6.71%,-0.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/11/2016,4.245,00,,,9/12/2016,,9/12/2016,,,,,3.67%,4.245,00,155.90,4.717,31,1.636,30,2.325,12,85%,11%,3.30%,9.53%,5.44%,7.70%,24.70%,721.55,6.71%,-0.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/12/2016,4.210,50,,,9/19/2016,,9/19/2016,,,,,3.70%,4.210,50,155.90,4.717,31,1.636,30,2.325,12,84%,12%,3.30%,9.53%,5.48%,8.59%,25.72%,721.55,6.71%,-1.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/13/2016,4.224,50,,,9/26/2016,,9/26/2016,,,,,3.69%,4.224,50,155.90,4.717,31,1.636,30,2.325,12,84%,12%,3.30%,9.53%,5.47%,8.23%,25.31%,721.55,6.71%,-1.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/16/2016,4.235,00,,,10/3/2016,,10/3/2016,,,,,3.68%,4.235,00,155.90,4.717,31,1.636,30,2.325,12,84%,11%,3.30%,9.53%,5.45%,7.96%,25.00%,721.55,6.71%,-1.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/17/2016,4.189,00,,,10/10/2016,,10/10/2016,,,,,3.72%,4.189,00,155.90,4.717,31,1.636,30,2.325,12,83%,13%,3.30%,9.53%,5.51%,9.14%,26.37%,721.55,6.71%,-2.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/18/2016,4.165,50,,,10/17/2016,,10/17/2016,,,,,3.74%,4.165,50,155.90,4.717,31,1.636,30,2.325,12,82%,13%,3.30%,9.53%,5.54%,9.76%,27.08%,721.55,6.71%,-2.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/19/2016,4.086,00,,,10/24/2016,,10/24/2016,,,,,3.82%,4.086,00,155.90,4.717,31,1.636,30,2.325,12,80%,15%,3.30%,9.53%,5.65%,11.89%,29.55%,721.55,6.71%,-4.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/20/2016,4.147,00,,,10/31/2016,,10/31/2016,,,,,3.76%,4.147,00,155.90,4.717,31,1.636,30,2.325,12,81%,14%,3.30%,9.53%,5.57%,10.25%,27.65%,721.55,6.71%,-3.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/23/2016,4.116,00,,,11/7/2016,,11/7/2016,,,,,3.79%,4.116,00,155.90,4.717,31,1.636,30,2.325,12,80%,15%,3.30%,9.53%,5.61%,11.08%,28.61%,721.55,6.71%,-3.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/24/2016,4.170,50,,,11/14/2016,,11/14/2016,,,,,3.74%,4.170,50,155.90,4.717,31,1.636,30,2.325,12,82%,13%,3.30%,9.53%,5.54%,9.63%,26.93%,721.55,6.71%,-2.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/25/2016,4.182,00,,,11/21/2016,,11/21/2016,,,,,3.73%,4.182,00,155.90,4.717,31,1.636,30,2.325,12,83%,13%,3.30%,9.53%,5.52%,9.33%,26.58%,721.55,6.71%,-2.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/26/2016,4.185,00,,,11/28/2016,,11/28/2016,,,,,3.73%,4.185,00,155.90,4.717,31,1.636,30,2.325,12,83%,13%,3.30%,9.53%,5.52%,9.25%,26.49%,721.55,6.71%,-2.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/27/2016,4.205,50,,,12/5/2016,,12/5/2016,,,,,3.71%,4.205,50,155.90,4.717,31,1.636,30,2.325,12,83%,12%,3.30%,9.53%,5.49%,8.71%,25.87%,721.55,6.71%,-1.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/31/2016,4.198,00,,,12/12/2016,,12/12/2016,,,,,3.71%,4.198,00,155.90,4.717,31,1.636,30,2.325,12,83%,12%,3.30%,9.53%,5.50%,8.91%,26.10%,721.55,6.71%,-1.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/1/2016,4.167,00,,,12/19/2016,,12/19/2016,,,,,3.74%,4.167,00,155.90,4.717,31,1.636,30,2.325,12,82%,13%,3.30%,9.53%,5.54%,9.72%,27.04%,721.55,6.71%,-2.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/2/2016,4.142,50,,,12/28/2016,,12/27/2016,,,,,3.76%,4.142,50,155.90,4.717,31,1.636,30,2.325,12,81%,14%,3.30%,9.53%,5.57%,10.37%,27.79%,721.55,6.71%,-3.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/3/2016,4.206,00,,,1/3/2017,,1/3/2017,,,,,3.71%,4.206,00,155.90,4.717,31,1.636,30,2.325,12,83%,12%,3.30%,9.53%,5.49%,8.70%,25.86%,721.55,6.71%,-1.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/6/2016,4.271,50,,,1/9/2017,,1/9/2017,,,,,3.65%,4.271,50,155.90,4.717,31,1.636,30,2.325,12,86%,10%,3.30%,9.53%,5.41%,7.03%,23.93%,721.55,6.71%,-0.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/7/2016,4.279,50,,,1/16/2017,,1/17/2017,,,,,3.64%,4.279,50,155.90,4.717,31,1.636,30,2.325,12,86%,10%,3.30%,9.53%,5.40%,6.83%,23.70%,721.55,6.71%,-0.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/8/2016,4.276,50,,,1/23/2017,,1/23/2017,,,,,3.65%,4.276,50,155.90,4.717,31,1.636,30,2.325,12,86%,10%,3.30%,9.53%,5.40%,6.91%,23.78%,721.55,6.71%,-0.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/9/2016,4.272,50,,,1/30/2017,,1/30/2017,,,,,3.65%,4.272,50,155.90,4.717,31,1.636,30,2.325,12,86%,10%,3.30%,9.53%,5.40%,7.01%,23.90%,721.55,6.71%,-0.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/10/2016,4.218,50,,,2/6/2017,,2/6/2017,,,,,3.70%,4.218,50,155.90,4.717,31,1.636,30,2.325,12,84%,12%,3.30%,9.53%,5.47%,8.38%,25.48%,721.55,6.71%,-1.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/13/2016,4.147,50,,,2/13/2017,,2/13/2017,,,,,3.76%,4.147,50,155.90,4.717,31,1.636,30,2.325,12,82%,14%,3.30%,9.53%,5.57%,10.24%,27.63%,721.55,6.71%,-3.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/14/2016,4.072,00,,,2/20/2017,,2/21/2017,,,,,3.83%,4.072,00,155.90,4.717,31,1.636,30,2.325,12,79%,16%,3.30%,9.53%,5.67%,12.28%,30.00%,721.55,6.71%,-4.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/15/2016,4.100,00,,,2/27/2017,,2/27/2017,,,,,3.80%,4.100,00,155.90,4.717,31,1.636,30,2.325,12,80%,15%,3.30%,9.53%,5.63%,11.51%,29.11%,721.55,6.71%,-4.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/16/2016,4.145,50,,,3/6/2017,,3/6/2017,,,,,3.76%,4.145,50,155.90,4.717,31,1.636,30,2.325,12,81%,14%,3.30%,9.53%,5.57%,10.29%,27.69%,721.55,6.71%,-3.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/17/2016,4.116,50,,,3/13/2017,,3/13/2017,,,,,3.79%,4.116,50,155.90,4.717,31,1.636,30,2.325,12,80%,15%,3.30%,9.53%,5.61%,11.07%,28.59%,721.55,6.71%,-3.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/20/2016,4.235,00,,,3/20/2017,,3/20/2017,,,,,3.68%,4.235,00,155.90,4.717,31,1.636,30,2.325,12,84%,11%,3.30%,9.53%,5.45%,7.96%,25.00%,721.55,6.71%,-1.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/21/2016,4.247,50,,,3/27/2017,,3/27/2017,,,,,3.67%,4.247,50,155.90,4.717,31,1.636,30,2.325,12,85%,11%,3.30%,9.53%,5.44%,7.64%,24.63%,721.55,6.71%,-0.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/22/2016,4.254,50,,,4/3/2017,,4/3/2017,,,,,3.66%,4.254,50,155.90,4.717,31,1.636,30,2.325,12,85%,11%,3.30%,9.53%,5.43%,7.46%,24.42%,721.55,6.71%,-0.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/23/2016,4.275,50,,,4/10/2017,,4/10/2017,,,,,3.65%,4.275,50,155.90,4.717,31,1.636,30,2.325,12,86%,10%,3.30%,9.53%,5.40%,6.93%,23.81%,721.55,6.71%,-0.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/24/2016,4.385,00,,,4/18/2017,,4/17/2017,,,,,3.56%,4.385,00,155.90,4.717,31,1.636,30,2.325,12,89%,8%,3.30%,9.53%,5.27%,4.26%,20.72%,721.55,6.71%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/27/2016,4.455,00,,,4/24/2017,,4/24/2017,,,,,3.50%,4.455,00,155.90,4.717,31,1.636,30,2.325,12,91%,6%,3.30%,9.53%,5.18%,2.63%,18.82%,721.55,6.71%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/28/2016,4.555,50,,,5/2/2017,,5/1/2017,,,,,3.42%,4.555,50,155.90,4.717,31,1.636,30,2.325,12,95%,4%,3.30%,9.53%,5.07%,0.36%,16.20%,721.55,6.71%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/29/2016,4.694,00,,,5/8/2017,,5/8/2017,,,,,3.32%,4.694,00,155.90,4.717,31,1.636,30,2.325,12,99%,0%,3.30%,9.53%,4.92%,-2.60%,12.77%,721.55,6.71%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/30/2016,4.843,00,,,5/15/2017,,5/15/2017,,,,,3.22%,4.843,00,155.90,4.717,31,1.636,30,2.325,12,104%,-3%,3.30%,9.53%,4.77%,-5.60%,9.30%,721.55,6.71%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/1/2016,4.879,00,,,5/22/2017,,5/22/2017,,,,,3.20%,4.879,00,155.90,4.717,31,1.636,30,2.325,12,105%,-3%,3.30%,9.53%,4.73%,-6.29%,8.50%,721.55,6.71%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/4/2016,4.904,50,,,5/30/2017,,5/30/2017,,,,,3.18%,4.904,50,155.90,4.717,31,1.636,30,2.325,12,106%,-4%,3.30%,9.53%,4.71%,-6.78%,7.93%,721.55,6.71%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/5/2016,5.035,00,,,6/5/2017,,6/5/2017,,,,,3.10%,5.035,00,155.90,4.717,31,1.636,30,2.325,12,110%,-6%,3.30%,9.53%,4.59%,-9.20%,5.14%,721.55,6.71%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/6/2016,4.900,00,,,6/12/2017,,6/12/2017,,,,,3.18%,4.900,00,155.90,4.717,31,1.636,30,2.325,12,106%,-4%,3.30%,9.53%,4.71%,-6.69%,8.03%,721.55,6.71%,-2.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/7/2016,4.947,50,,,6/19/2017,,6/19/2017,,,,,3.15%,4.947,50,155.90,4.717,31,1.636,30,2.325,12,107%,-5%,3.30%,9.53%,4.67%,-7.59%,6.99%,721.55,6.71%,-1.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/8/2016,4.898,00,,,6/26/2017,,6/26/2017,,,,,3.18%,4.898,00,155.90,4.717,31,1.636,30,2.325,12,106%,-4%,3.30%,9.53%,4.71%,-6.66%,8.08%,721.55,6.71%,-2.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/11/2016,4.919,50,,,7/3/2017,,7/3/2017,,,,,3.17%,4.919,50,155.90,4.717,31,1.636,30,2.325,12,107%,-4%,3.30%,9.53%,4.69%,-7.06%,7.60%,721.55,6.71%,-2.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/12/2016,4.839,50,,,7/10/2017,,7/10/2017,,,,,3.22%,4.839,50,155.90,4.717,31,1.636,30,2.325,12,104%,-3%,3.30%,9.53%,4.77%,-5.53%,9.38%,721.55,6.71%,-3.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/13/2016,4.814,50,,,7/17/2017,,7/17/2017,,,,,3.24%,4.814,50,155.90,4.717,31,1.636,30,2.325,12,103%,-2%,3.30%,9.53%,4.80%,-5.04%,9.95%,721.55,6.71%,-4.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/14/2016,4.780,50,,,7/24/2017,,7/24/2017,,,,,3.26%,4.780,50,155.90,4.717,31,1.636,30,2.325,12,102%,-1%,3.30%,9.53%,4.83%,-4.36%,10.73%,721.55,6.71%,-5.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/15/2016,4.835,00,,,7/31/2017,,7/31/2017,,,,,3.22%,4.835,00,155.90,4.717,31,1.636,30,2.325,12,104%,-2%,3.30%,9.53%,4.78%,-5.44%,9.48%,721.55,6.71%,-3.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/18/2016,4.776,50,,,8/7/2017,,8/7/2017,,,,,3.26%,4.776,50,155.90,4.717,31,1.636,30,2.325,12,102%,-1%,3.30%,9.53%,4.83%,-4.28%,10.82%,721.55,6.71%,-5.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/19/2016,4.789,00,,,8/14/2017,,8/14/2017,,,,,3.26%,4.789,00,155.90,4.717,31,1.636,30,2.325,12,102%,-1%,3.30%,9.53%,4.82%,-4.53%,10.54%,721.55,6.71%,-4.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/20/2016,4.800,00,,,8/21/2017,,8/21/2017,,,,,3.25%,4.800,00,155.90,4.717,31,1.636,30,2.325,12,103%,-2%,3.30%,9.53%,4.81%,-4.75%,10.28%,721.55,6.71%,-4.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/21/2016,4.772,00,,,8/29/2017,,8/28/2017,,,,,3.27%,4.772,00,155.90,4.717,31,1.636,30,2.325,12,102%,-1%,3.30%,9.53%,4.84%,-4.19%,10.93%,721.55,6.71%,-5.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/22/2016,4.813,50,,,9/4/2017,,9/5/2017,,,,,3.24%,4.813,50,155.90,4.717,31,1.636,30,2.325,12,103%,-2%,3.30%,9.53%,4.80%,-5.02%,9.97%,721.55,6.71%,-4.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/25/2016,4.803,00,,,9/11/2017,,9/11/2017,,,,,3.25%,4.803,00,155.90,4.717,31,1.636,30,2.325,12,103%,-2%,3.30%,9.53%,4.81%,-4.81%,10.21%,721.55,6.71%,-4.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/26/2016,4.782,00,,,9/18/2017,,9/18/2017,,,,,3.26%,4.782,00,155.90,4.717,31,1.636,30,2.325,12,102%,-1%,3.30%,9.53%,4.83%,-4.39%,10.70%,721.55,6.71%,-5.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/27/2016,4.746,50,,,9/25/2017,,9/25/2017,,,,,3.28%,4.746,50,155.90,4.717,31,1.636,30,2.325,12,101%,-1%,3.30%,9.53%,4.86%,-3.68%,11.53%,721.55,6.71%,-5.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/28/2016,4.782,50,,,10/2/2017,,10/2/2017,,,,,3.26%,4.782,50,155.90,4.717,31,1.636,30,2.325,12,102%,-1%,3.30%,9.53%,4.83%,-4.40%,10.69%,721.55,6.71%,-5.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/29/2016,4.824,50,,,10/9/2017,,10/9/2017,,,,,3.23%,4.824,50,155.90,4.717,31,1.636,30,2.325,12,103%,-2%,3.30%,9.53%,4.79%,-5.23%,9.72%,721.55,6.71%,-4.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/1/2016,4.798,50,,,10/16/2017,,10/16/2017,,,,,3.25%,4.798,50,155.90,4.717,31,1.636,30,2.325,12,103%,-2%,3.30%,9.53%,4.81%,-4.72%,10.32%,721.55,6.71%,-4.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/2/2016,4.820,50,,,10/23/2017,,10/23/2017,,,,,3.23%,4.820,50,155.90,4.717,31,1.636,30,2.325,12,103%,-2%,3.30%,9.53%,4.79%,-5.16%,9.81%,721.55,6.71%,-4.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/3/2016,4.703,00,,,10/30/2017,,10/30/2017,,,,,3.31%,4.703,00,155.90,4.717,31,1.636,30,2.325,12,100%,0%,3.30%,9.53%,4.91%,-2.79%,12.56%,721.55,6.71%,-6.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/4/2016,4.812,50,,,11/6/2017,,11/6/2017,,,,,3.24%,4.812,50,155.90,4.717,31,1.636,30,2.325,12,103%,-2%,3.30%,9.53%,4.80%,-5.00%,10.00%,721.55,6.71%,-4.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/5/2016,4.831,50,,,11/13/2017,,11/13/2017,,,,,3.23%,4.831,50,155.90,4.717,31,1.636,30,2.325,12,104%,-2%,3.30%,9.53%,4.78%,-5.37%,9.56%,721.55,6.71%,-4.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/8/2016,4.759,50,,,11/20/2017,,11/20/2017,,,,,3.28%,4.759,50,155.90,4.717,31,1.636,30,2.325,12,101%,-1%,3.30%,9.53%,4.85%,-3.94%,11.22%,721.55,6.71%,-5.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/9/2016,4.800,00,,,11/27/2017,,11/27/2017,,,,,3.25%,4.800,00,155.90,4.717,31,1.636,30,2.325,12,103%,-2%,3.30%,9.53%,4.81%,-4.75%,10.28%,721.55,6.71%,-4.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/10/2016,4.858,50,,,12/4/2017,,12/4/2017,,,,,3.21%,4.858,50,155.90,4.717,31,1.636,30,2.325,12,105%,-3%,3.30%,9.53%,4.75%,-5.90%,8.95%,721.55,6.71%,-3.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/11/2016,4.985,00,,,12/11/2017,,12/11/2017,,,,,3.13%,4.985,00,155.90,4.717,31,1.636,30,2.325,12,109%,-5%,3.30%,9.53%,4.63%,-8.28%,6.19%,721.55,6.71%,-0.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/12/2016,4.971,00,,,12/18/2017,,12/18/2017,,,,,3.14%,4.971,00,155.90,4.717,31,1.636,30,2.325,12,108%,-5%,3.30%,9.53%,4.64%,-8.03%,6.49%,721.55,6.71%,-1.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/15/2016,4.981,00,,,12/27/2017,,12/26/2017,,,,,3.13%,4.981,00,155.90,4.717,31,1.636,30,2.325,12,109%,-5%,3.30%,9.53%,4.64%,-8.21%,6.27%,721.55,6.71%,-1.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/16/2016,4.968,00,,,1/2/2018,,1/2/2018,,,,,3.14%,4.968,00,155.90,4.717,31,1.636,30,2.325,12,108%,-5%,3.30%,9.53%,4.65%,-7.97%,6.55%,721.55,6.71%,-1.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/17/2016,4.947,00,,,1/8/2018,,1/8/2018,,,,,3.15%,4.947,00,155.90,4.717,31,1.636,30,2.325,12,107%,-5%,3.30%,9.53%,4.67%,-7.58%,7.01%,721.55,6.71%,-1.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/18/2016,4.834,00,,,1/15/2018,,1/16/2018,,,,,3.23%,4.834,00,155.90,4.717,31,1.636,30,2.325,12,104%,-2%,3.30%,9.53%,4.78%,-5.42%,9.51%,721.55,6.71%,-3.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/19/2016,4.872,50,,,1/22/2018,,1/22/2018,,,,,3.20%,4.872,50,155.90,4.717,31,1.636,30,2.325,12,105%,-3%,3.30%,9.53%,4.74%,-6.17%,8.64%,721.55,6.71%,-3.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/22/2016,4.889,00,,,1/29/2018,,1/29/2018,,,,,3.19%,4.889,00,155.90,4.717,31,1.636,30,2.325,12,106%,-4%,3.30%,9.53%,4.72%,-6.48%,8.27%,721.55,6.71%,-2.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/23/2016,4.850,50,,,2/5/2018,,2/5/2018,,,,,3.21%,4.850,50,155.90,4.717,31,1.636,30,2.325,12,104%,-3%,3.30%,9.53%,4.76%,-5.74%,9.13%,721.55,6.71%,-3.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/24/2016,4.800,50,,,2/12/2018,,2/12/2018,,,,,3.25%,4.800,50,155.90,4.717,31,1.636,30,2.325,12,103%,-2%,3.30%,9.53%,4.81%,-4.76%,10.27%,721.55,6.71%,-4.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/25/2016,4.816,00,,,2/19/2018,,2/20/2018,,,,,3.24%,4.816,00,155.90,4.717,31,1.636,30,2.325,12,103%,-2%,3.30%,9.53%,4.79%,-5.07%,9.92%,721.55,6.71%,-4.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/26/2016,4.810,00,,,2/26/2018,,2/26/2018,,,,,3.24%,4.810,00,155.90,4.717,31,1.636,30,2.325,12,103%,-2%,3.30%,9.53%,4.80%,-4.95%,10.05%,721.55,6.71%,-4.47%,,,,,,,,,,,,
