,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,BATS LN,British American Tobacco,,,,,,,,,,44%,58%,$4.572,00,$   2.509,13,$  3.565,39,$      5.643,00,$  7.233,62,10.34%,3.30%,6.48%,10.18%,101.68%,101.68%,111%,,,,,,,NO,,,10.17%,3.14%,7.03%,0.10%,70
,,,,,,,,,,,,,,,,,,2021,12/30/2021,2.729,50,,,,,,,,,,7.90%,2.729,50,215.60,6.523,75,2.262,90,3.215,50,11%,139%,3.30%,9.53%,8.46%,67.50%,67.50%,0,6.71%,-51.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/31/2021,2.733,50,,,,,,,,,,7.89%,2.733,50,215.60,6.523,75,2.262,90,3.215,50,11%,139%,3.30%,9.53%,8.45%,67.26%,67.26%,0,6.71%,-51.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/3/2022,,,,,,,,,,,7.97%,2.733,50,217.80,6.590,32,2.285,99,3.248,31,10%,141%,3.30%,9.53%,8.45%,67.26%,67.26%,0,6.71%,-51.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/4/2022,2.786,00,,,,,,,,,,7.82%,2.786,00,217.80,6.590,32,2.285,99,3.248,31,12%,137%,3.30%,9.53%,8.29%,64.11%,64.11%,0,6.71%,-50.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/5/2022,2.790,50,,,,,,,,,,7.81%,2.790,50,217.80,6.590,32,2.285,99,3.248,31,12%,136%,3.30%,9.53%,8.27%,63.84%,63.84%,0,6.71%,-50.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/6/2022,2.809,50,,,,,,,,,,7.75%,2.809,50,217.80,6.590,32,2.285,99,3.248,31,12%,135%,3.30%,9.53%,8.22%,62.73%,62.73%,0,6.71%,-50.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/7/2022,2.820,00,,,,,,,,,,7.72%,2.820,00,217.80,6.590,32,2.285,99,3.248,31,12%,134%,3.30%,9.53%,8.19%,62.13%,62.13%,0,6.71%,-50.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/10/2022,2.869,00,,,,,,,,,,7.59%,2.869,00,217.80,6.590,32,2.285,99,3.248,31,14%,130%,3.30%,9.53%,8.05%,59.36%,59.36%,0,6.71%,-49.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/11/2022,2.914,50,,,,,,,,,,7.47%,2.914,50,217.80,6.590,32,2.285,99,3.248,31,15%,126%,3.30%,9.53%,7.92%,56.87%,56.87%,0,6.71%,-48.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/12/2022,2.923,00,,,,,,,,,,7.45%,2.923,00,217.80,6.590,32,2.285,99,3.248,31,15%,125%,3.30%,9.53%,7.90%,56.41%,56.41%,0,6.71%,-48.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/13/2022,2.975,00,,,,,,,,,,7.32%,2.975,00,217.80,6.590,32,2.285,99,3.248,31,16%,122%,3.30%,9.53%,7.76%,53.68%,53.68%,0,6.71%,-47.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/14/2022,3.033,00,,,,,,,,,,7.18%,3.033,00,217.80,6.590,32,2.285,99,3.248,31,17%,117%,3.30%,9.53%,7.61%,50.74%,50.74%,0,6.71%,-46.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/17/2022,3.144,00,,,,,,,,,,6.93%,3.144,00,217.80,6.590,32,2.285,99,3.248,31,20%,110%,3.30%,9.53%,7.34%,45.42%,45.42%,0,6.71%,-44.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/18/2022,3.155,50,,,,,,,,,,6.90%,3.155,50,217.80,6.590,32,2.285,99,3.248,31,20%,109%,3.30%,9.53%,7.32%,44.89%,44.89%,0,6.71%,-44.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/19/2022,3.135,50,,,,,,,,,,6.95%,3.135,50,217.80,6.590,32,2.285,99,3.248,31,20%,110%,3.30%,9.53%,7.36%,45.81%,45.81%,0,6.71%,-44.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/20/2022,3.113,50,,,,,,,,,,7.00%,3.113,50,217.80,6.590,32,2.285,99,3.248,31,19%,112%,3.30%,9.53%,7.42%,46.84%,46.84%,0,6.71%,-44.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/21/2022,3.138,00,,,,,,,,,,6.94%,3.138,00,217.80,6.590,32,2.285,99,3.248,31,20%,110%,3.30%,9.53%,7.36%,45.70%,45.70%,0,6.71%,-44.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/24/2022,3.184,50,,,,,,,,,,6.84%,3.184,50,217.80,6.590,32,2.285,99,3.248,31,21%,107%,3.30%,9.53%,7.25%,43.57%,43.57%,0,6.71%,-43.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/25/2022,3.172,50,,,,,,,,,,6.87%,3.172,50,217.80,6.590,32,2.285,99,3.248,31,21%,108%,3.30%,9.53%,7.28%,44.11%,44.11%,0,6.71%,-43.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/26/2022,3.152,00,,,,,,,,,,6.91%,3.152,00,217.80,6.590,32,2.285,99,3.248,31,20%,109%,3.30%,9.53%,7.32%,45.05%,45.05%,0,6.71%,-44.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/27/2022,3.180,00,,,,,,,,,,6.85%,3.180,00,217.80,6.590,32,2.285,99,3.248,31,21%,107%,3.30%,9.53%,7.26%,43.77%,43.77%,0,6.71%,-43.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/28/2022,3.164,50,,,,,,,,,,6.88%,3.164,50,217.80,6.590,32,2.285,99,3.248,31,20%,108%,3.30%,9.53%,7.30%,44.48%,44.48%,0,6.71%,-43.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/31/2022,3.163,50,,,,,,,,,,6.88%,3.163,50,217.80,6.590,32,2.285,99,3.248,31,20%,108%,3.30%,9.53%,7.30%,44.52%,44.52%,0,6.71%,-43.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/1/2022,3.173,50,,,,,,,,,,6.86%,3.173,50,217.80,6.590,32,2.285,99,3.248,31,21%,108%,3.30%,9.53%,7.28%,44.07%,44.07%,0,6.71%,-43.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/2/2022,3.168,00,,,,,,,,,,6.88%,3.168,00,217.80,6.590,32,2.285,99,3.248,31,20%,108%,3.30%,9.53%,7.29%,44.32%,44.32%,0,6.71%,-43.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/3/2022,3.190,50,,,,,,,,,,6.83%,3.190,50,217.80,6.590,32,2.285,99,3.248,31,21%,107%,3.30%,9.53%,7.24%,43.30%,43.30%,0,6.71%,-43.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/4/2022,3.211,00,,,,,,,,,,6.78%,3.211,00,217.80,6.590,32,2.285,99,3.248,31,21%,105%,3.30%,9.53%,7.19%,42.39%,42.39%,0,6.71%,-43.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/7/2022,3.188,50,,,,,,,,,,6.83%,3.188,50,217.80,6.590,32,2.285,99,3.248,31,21%,107%,3.30%,9.53%,7.24%,43.39%,43.39%,0,6.71%,-43.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/8/2022,3.239,50,,,,,,,,,,6.72%,3.239,50,217.80,6.590,32,2.285,99,3.248,31,22%,103%,3.30%,9.53%,7.13%,41.13%,41.13%,0,6.71%,-42.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/9/2022,3.254,00,,,,,,,,,,6.69%,3.254,00,217.80,6.590,32,2.285,99,3.248,31,22%,103%,3.30%,9.53%,7.10%,40.50%,40.50%,0,6.71%,-42.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/10/2022,3.269,00,,,,,,,,,,6.66%,3.269,00,217.80,6.590,32,2.285,99,3.248,31,23%,102%,3.30%,9.53%,7.06%,39.86%,39.86%,0,6.71%,-42.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/11/2022,3.368,50,,,,,,,,,,6.47%,3.368,50,217.80,6.590,32,2.285,99,3.248,31,25%,96%,3.30%,9.53%,6.85%,35.73%,35.73%,0,6.71%,-40.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/14/2022,3.409,00,,,,,,,,,,6.39%,3.409,00,217.80,6.590,32,2.285,99,3.248,31,26%,93%,3.30%,9.53%,6.77%,34.12%,34.12%,0,6.71%,-39.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/15/2022,3.426,00,,,,,,,,,,6.36%,3.426,00,217.80,6.590,32,2.285,99,3.248,31,26%,92%,3.30%,9.53%,6.74%,33.45%,33.45%,0,6.71%,-39.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/16/2022,3.439,00,,,,,,,,,,6.33%,3.439,00,217.80,6.590,32,2.285,99,3.248,31,27%,92%,3.30%,9.53%,6.71%,32.95%,32.95%,0,6.71%,-39.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/17/2022,3.435,50,,,,,,,,,,6.34%,3.435,50,217.80,6.590,32,2.285,99,3.248,31,27%,92%,3.30%,9.53%,6.72%,33.08%,33.08%,0,6.71%,-39.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/18/2022,3.409,00,,,,,,,,,,6.39%,3.409,00,217.80,6.590,32,2.285,99,3.248,31,26%,93%,3.30%,9.53%,6.77%,34.12%,34.12%,0,6.71%,-39.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/21/2022,3.366,00,,,,,,,,,,6.47%,3.366,00,217.80,6.590,32,2.285,99,3.248,31,25%,96%,3.30%,9.53%,6.86%,35.83%,35.83%,0,6.71%,-40.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/22/2022,3.382,00,,,,,,,,,,6.44%,3.382,00,217.80,6.590,32,2.285,99,3.248,31,25%,95%,3.30%,9.53%,6.83%,35.19%,35.19%,0,6.71%,-40.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/23/2022,3.399,50,,,,,,,,,,6.41%,3.399,50,217.80,6.590,32,2.285,99,3.248,31,26%,94%,3.30%,9.53%,6.79%,34.49%,34.49%,0,6.71%,-39.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/24/2022,3.229,50,,,,,,,,,,6.74%,3.229,50,217.80,6.590,32,2.285,99,3.248,31,22%,104%,3.30%,9.53%,7.15%,41.57%,41.57%,0,6.71%,-42.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/25/2022,3.345,00,,,,,,,,,,6.51%,3.345,00,217.80,6.590,32,2.285,99,3.248,31,25%,97%,3.30%,9.53%,6.90%,36.68%,36.68%,0,6.71%,-40.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/28/2022,3.261,50,,,,,,,,,,6.68%,3.261,50,217.80,6.590,32,2.285,99,3.248,31,23%,102%,3.30%,9.53%,7.08%,40.18%,40.18%,0,6.71%,-42.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/1/2022,3.238,00,,,,,,,,,,6.73%,3.238,00,217.80,6.590,32,2.285,99,3.248,31,22%,104%,3.30%,9.53%,7.13%,41.20%,41.20%,0,6.71%,-42.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/2/2022,3.276,50,,,,,,,,,,6.65%,3.276,50,217.80,6.590,32,2.285,99,3.248,31,23%,101%,3.30%,9.53%,7.05%,39.54%,39.54%,0,6.71%,-41.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/3/2022,3.163,00,,,,,,,,,,6.89%,3.163,00,217.80,6.590,32,2.285,99,3.248,31,20%,108%,3.30%,9.53%,7.30%,44.55%,44.55%,0,6.71%,-43.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/4/2022,3.079,00,,,,,,,,,,7.07%,3.079,00,217.80,6.590,32,2.285,99,3.248,31,18%,114%,3.30%,9.53%,7.50%,48.49%,48.49%,0,6.71%,-45.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/7/2022,2.979,00,,,,,,,,,,7.31%,2.979,00,217.80,6.590,32,2.285,99,3.248,31,16%,121%,3.30%,9.53%,7.75%,53.47%,53.47%,0,6.71%,-47.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/8/2022,2.979,00,,,,,,,,,,7.31%,2.979,00,217.80,6.590,32,2.285,99,3.248,31,16%,121%,3.30%,9.53%,7.75%,53.47%,53.47%,0,6.71%,-47.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/9/2022,3.062,50,,,,,,,,,,7.11%,3.062,50,217.80,6.590,32,2.285,99,3.248,31,18%,115%,3.30%,9.53%,7.54%,49.29%,49.29%,0,6.71%,-45.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/10/2022,3.100,00,,,,,,,,,,7.03%,3.100,00,217.80,6.590,32,2.285,99,3.248,31,19%,113%,3.30%,9.53%,7.45%,47.48%,47.48%,0,6.71%,-45.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/11/2022,3.068,00,,,,,,,,,,7.10%,3.068,00,217.80,6.590,32,2.285,99,3.248,31,18%,115%,3.30%,9.53%,7.53%,49.02%,49.02%,0,6.71%,-45.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/14/2022,3.025,50,,,,,,,,,,7.20%,3.025,50,217.80,6.590,32,2.285,99,3.248,31,17%,118%,3.30%,9.53%,7.63%,51.12%,51.12%,0,6.71%,-46.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/15/2022,3.086,50,,,,,,,,,,7.06%,3.086,50,217.80,6.590,32,2.285,99,3.248,31,19%,114%,3.30%,9.53%,7.48%,48.13%,48.13%,0,6.71%,-45.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/16/2022,3.087,00,,,,,,,,,,7.06%,3.087,00,217.80,6.590,32,2.285,99,3.248,31,19%,113%,3.30%,9.53%,7.48%,48.10%,48.10%,0,6.71%,-45.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/17/2022,3.124,50,,,,,,,,,,6.97%,3.124,50,217.80,6.590,32,2.285,99,3.248,31,19%,111%,3.30%,9.53%,7.39%,46.33%,46.33%,0,6.71%,-44.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/18/2022,3.170,00,,,,,,,,,,6.87%,3.170,00,217.80,6.590,32,2.285,99,3.248,31,21%,108%,3.30%,9.53%,7.28%,44.23%,44.23%,0,6.71%,-43.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/21/2022,3.164,00,,,,,,,,,,6.88%,3.164,00,217.80,6.590,32,2.285,99,3.248,31,20%,108%,3.30%,9.53%,7.30%,44.50%,44.50%,0,6.71%,-43.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/22/2022,3.201,00,,,,,,,,,,6.80%,3.201,00,217.80,6.590,32,2.285,99,3.248,31,21%,106%,3.30%,9.53%,7.21%,42.83%,42.83%,0,6.71%,-43.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/23/2022,3.191,00,,,,,,,,,,6.83%,3.191,00,217.80,6.590,32,2.285,99,3.248,31,21%,107%,3.30%,9.53%,7.24%,43.28%,43.28%,0,6.71%,-43.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/24/2022,3.262,00,,,,,,,,,,6.68%,3.262,00,217.80,6.590,32,2.285,99,3.248,31,23%,102%,3.30%,9.53%,7.08%,40.16%,40.16%,0,6.71%,-42.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/25/2022,3.300,00,,,,,,,,,,6.60%,3.300,00,217.80,6.590,32,2.285,99,3.248,31,24%,100%,3.30%,9.53%,7.00%,38.55%,38.55%,0,6.71%,-41.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/28/2022,3.299,00,,,,,,,,,,6.60%,3.299,00,217.80,6.590,32,2.285,99,3.248,31,24%,100%,3.30%,9.53%,7.00%,38.59%,38.59%,0,6.71%,-41.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/29/2022,3.219,00,,,,,,,,,,6.77%,3.219,00,217.80,6.590,32,2.285,99,3.248,31,22%,105%,3.30%,9.53%,7.17%,42.03%,42.03%,0,6.71%,-42.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/30/2022,3.242,00,,,,,,,,,,6.72%,3.242,00,217.80,6.590,32,2.285,99,3.248,31,22%,103%,3.30%,9.53%,7.12%,41.02%,41.02%,0,6.71%,-42.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/31/2022,3.194,50,,,,,,,,,,6.82%,3.194,50,217.80,6.590,32,2.285,99,3.248,31,21%,106%,3.30%,9.53%,7.23%,43.12%,43.12%,0,6.71%,-43.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/1/2022,3.226,00,,,,,,,,,,6.75%,3.226,00,217.80,6.590,32,2.285,99,3.248,31,22%,104%,3.30%,9.53%,7.16%,41.72%,41.72%,0,6.71%,-42.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/4/2022,3.239,00,,,,,,,,,,6.72%,3.239,00,217.80,6.590,32,2.285,99,3.248,31,22%,103%,3.30%,9.53%,7.13%,41.15%,41.15%,0,6.71%,-42.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/5/2022,3.228,50,,,,,,,,,,6.75%,3.228,50,217.80,6.590,32,2.285,99,3.248,31,22%,104%,3.30%,9.53%,7.15%,41.61%,41.61%,0,6.71%,-42.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/6/2022,3.305,00,,,,,,,,,,6.59%,3.305,00,217.80,6.590,32,2.285,99,3.248,31,24%,99%,3.30%,9.53%,6.99%,38.34%,38.34%,0,6.71%,-41.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/7/2022,3.232,50,,,,,,,,,,6.74%,3.232,50,217.80,6.590,32,2.285,99,3.248,31,22%,104%,3.30%,9.53%,7.14%,41.44%,41.44%,0,6.71%,-42.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/8/2022,3.291,00,,,,,,,,,,6.62%,3.291,00,217.80,6.590,32,2.285,99,3.248,31,23%,100%,3.30%,9.53%,7.02%,38.92%,38.92%,0,6.71%,-41.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/11/2022,3.282,00,,,,,,,,,,6.64%,3.282,00,217.80,6.590,32,2.285,99,3.248,31,23%,101%,3.30%,9.53%,7.03%,39.31%,39.31%,0,6.71%,-41.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/12/2022,3.270,00,,,,,,,,,,6.66%,3.270,00,217.80,6.590,32,2.285,99,3.248,31,23%,102%,3.30%,9.53%,7.06%,39.82%,39.82%,0,6.71%,-42.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/13/2022,3.263,50,,,,,,,,,,6.67%,3.263,50,217.80,6.590,32,2.285,99,3.248,31,23%,102%,3.30%,9.53%,7.07%,40.09%,40.09%,0,6.71%,-42.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/14/2022,3.262,00,,,,,,,,,,6.68%,3.262,00,217.80,6.590,32,2.285,99,3.248,31,23%,102%,3.30%,9.53%,7.08%,40.16%,40.16%,0,6.71%,-42.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/19/2022,3.277,00,,,,,,,,,,6.65%,3.277,00,217.80,6.590,32,2.285,99,3.248,31,23%,101%,3.30%,9.53%,7.05%,39.52%,39.52%,0,6.71%,-41.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/20/2022,3.314,00,,,,,,,,,,6.57%,3.314,00,217.80,6.590,32,2.285,99,3.248,31,24%,99%,3.30%,9.53%,6.97%,37.96%,37.96%,0,6.71%,-41.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/21/2022,3.344,50,,,,,,,,,,6.51%,3.344,50,217.80,6.590,32,2.285,99,3.248,31,25%,97%,3.30%,9.53%,6.90%,36.70%,36.70%,0,6.71%,-40.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/22/2022,3.339,50,,,,,,,,,,6.52%,3.339,50,217.80,6.590,32,2.285,99,3.248,31,24%,97%,3.30%,9.53%,6.91%,36.91%,36.91%,0,6.71%,-40.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/25/2022,3.277,00,,,,,,,,,,6.65%,3.277,00,217.80,6.590,32,2.285,99,3.248,31,23%,101%,3.30%,9.53%,7.05%,39.52%,39.52%,0,6.71%,-41.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/26/2022,3.295,50,,,,,,,,,,6.61%,3.295,50,217.80,6.590,32,2.285,99,3.248,31,23%,100%,3.30%,9.53%,7.01%,38.73%,38.73%,0,6.71%,-41.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/27/2022,3.329,00,,,,,,,,,,6.54%,3.329,00,217.80,6.590,32,2.285,99,3.248,31,24%,98%,3.30%,9.53%,6.94%,37.34%,37.34%,0,6.71%,-41.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/28/2022,3.330,00,,,,,,,,,,6.54%,3.330,00,217.80,6.590,32,2.285,99,3.248,31,24%,98%,3.30%,9.53%,6.93%,37.30%,37.30%,0,6.71%,-40.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/29/2022,3.352,00,,,,,,,,,,6.50%,3.352,00,217.80,6.590,32,2.285,99,3.248,31,25%,97%,3.30%,9.53%,6.89%,36.40%,36.40%,0,6.71%,-40.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/2/2022,,,,,,,,,,,6.50%,3.352,00,217.80,6.590,32,2.285,99,3.248,31,25%,97%,3.30%,9.53%,6.89%,36.40%,36.40%,0,6.71%,-40.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/3/2022,3.346,00,,,,,,,,,,6.51%,3.346,00,217.80,6.590,32,2.285,99,3.248,31,25%,97%,3.30%,9.53%,6.90%,36.64%,36.64%,0,6.71%,-40.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/4/2022,3.327,50,,,,,,,,,,6.55%,3.327,50,217.80,6.590,32,2.285,99,3.248,31,24%,98%,3.30%,9.53%,6.94%,37.40%,37.40%,0,6.71%,-41.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/5/2022,3.347,50,,,,,,,,,,6.51%,3.347,50,217.80,6.590,32,2.285,99,3.248,31,25%,97%,3.30%,9.53%,6.90%,36.58%,36.58%,0,6.71%,-40.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/6/2022,3.300,00,,,,,,,,,,6.60%,3.300,00,217.80,6.590,32,2.285,99,3.248,31,24%,100%,3.30%,9.53%,7.00%,38.55%,38.55%,0,6.71%,-41.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/9/2022,3.302,00,,,,,,,,,,6.60%,3.302,00,217.80,6.590,32,2.285,99,3.248,31,24%,100%,3.30%,9.53%,6.99%,38.46%,38.46%,0,6.71%,-41.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/10/2022,3.306,50,,,,,,,,,,6.59%,3.306,50,217.80,6.590,32,2.285,99,3.248,31,24%,99%,3.30%,9.53%,6.98%,38.27%,38.27%,0,6.71%,-41.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/11/2022,3.364,00,,,,,,,,,,6.47%,3.364,00,217.80,6.590,32,2.285,99,3.248,31,25%,96%,3.30%,9.53%,6.86%,35.91%,35.91%,0,6.71%,-40.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/12/2022,3.336,50,,,,,,,,,,6.53%,3.336,50,217.80,6.590,32,2.285,99,3.248,31,24%,98%,3.30%,9.53%,6.92%,37.03%,37.03%,0,6.71%,-40.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/13/2022,3.429,00,,,,,,,,,,6.35%,3.429,00,217.80,6.590,32,2.285,99,3.248,31,27%,92%,3.30%,9.53%,6.73%,33.33%,33.33%,0,6.71%,-39.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/16/2022,3.458,00,,,,,,,,,,6.30%,3.458,00,217.80,6.590,32,2.285,99,3.248,31,27%,91%,3.30%,9.53%,6.68%,32.22%,32.22%,0,6.71%,-38.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/17/2022,3.502,00,,,,,,,,,,6.22%,3.502,00,217.80,6.590,32,2.285,99,3.248,31,28%,88%,3.30%,9.53%,6.59%,30.55%,30.55%,0,6.71%,-37.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/18/2022,3.478,00,,,,,,,,,,6.26%,3.478,00,217.80,6.590,32,2.285,99,3.248,31,28%,89%,3.30%,9.53%,6.64%,31.45%,31.45%,0,6.71%,-38.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/19/2022,3.432,50,,,,,,,,,,6.35%,3.432,50,217.80,6.590,32,2.285,99,3.248,31,27%,92%,3.30%,9.53%,6.73%,33.20%,33.20%,0,6.71%,-39.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/20/2022,3.430,50,,,,,,,,,,6.35%,3.430,50,217.80,6.590,32,2.285,99,3.248,31,27%,92%,3.30%,9.53%,6.73%,33.28%,33.28%,0,6.71%,-39.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/23/2022,3.495,00,,,,,,,,,,6.23%,3.495,00,217.80,6.590,32,2.285,99,3.248,31,28%,89%,3.30%,9.53%,6.61%,30.82%,30.82%,0,6.71%,-38.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/24/2022,3.488,50,,,,,,,,,,6.24%,3.488,50,217.80,6.590,32,2.285,99,3.248,31,28%,89%,3.30%,9.53%,6.62%,31.06%,31.06%,0,6.71%,-38.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/25/2022,3.580,50,,,,,,,,,,6.08%,3.580,50,217.80,6.590,32,2.285,99,3.248,31,30%,84%,3.30%,9.53%,6.45%,27.69%,27.69%,0,6.71%,-36.55%,,,,,,,,,,,,
