,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,,2021,4/20/2021,109.20 CHF,,,,,,,,,,73.26%,109.20 CHF,80.00,2.328,20,88.75,107.80,1%,2032%,3.44%,90.14%,2.93%,-13.15%,-13.15%,0,74.21%,-3.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/21/2021,109.64 CHF,,,,,,,,,,72.97%,109.64 CHF,80.00,2.328,20,88.75,107.80,1%,2023%,3.44%,90.14%,2.92%,-13.50%,-13.50%,0,74.21%,-3.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/22/2021,109.00 CHF,,,,,,,,,,73.39%,109.00 CHF,80.00,2.328,20,88.75,107.80,1%,2036%,3.44%,90.14%,2.94%,-12.99%,-12.99%,0,74.21%,-4.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/23/2021,109.32 CHF,,,,,,,,,,73.18%,109.32 CHF,80.00,2.328,20,88.75,107.80,1%,2030%,3.44%,90.14%,2.93%,-13.25%,-13.25%,0,74.21%,-3.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/26/2021,108.24 CHF,,,,,,,,,,73.91%,108.24 CHF,80.00,2.328,20,88.75,107.80,1%,2051%,3.44%,90.14%,2.96%,-12.38%,-12.38%,0,74.21%,-4.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/27/2021,108.24 CHF,,,,,,,,,,73.91%,108.24 CHF,80.00,2.328,20,88.75,107.80,1%,2051%,3.44%,90.14%,2.96%,-12.38%,-12.38%,0,74.21%,-4.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/28/2021,108.44 CHF,,,,,,,,,,73.77%,108.44 CHF,80.00,2.328,20,88.75,107.80,1%,2047%,3.44%,90.14%,2.95%,-12.54%,-12.54%,0,74.21%,-4.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/29/2021,108.08 CHF,,,,,,,,,,74.02%,108.08 CHF,80.00,2.328,20,88.75,107.80,1%,2054%,3.44%,90.14%,2.96%,-12.25%,-12.25%,0,74.21%,-4.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/30/2021,108.00 CHF,,,,,,,,,,74.07%,108.00 CHF,80.00,2.328,20,88.75,107.80,1%,2056%,3.44%,90.14%,2.96%,-12.19%,-12.19%,0,74.21%,-5.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/3/2021,108.64 CHF,,,,,,,,,,73.64%,108.64 CHF,80.00,2.328,20,88.75,107.80,1%,2043%,3.44%,90.14%,2.95%,-12.70%,-12.70%,0,74.21%,-4.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/4/2021,107.80 CHF,,,,,,,,,,74.21%,107.80 CHF,80.00,2.328,20,88.75,107.80,1%,2060%,3.44%,90.14%,2.97%,-12.02%,-12.02%,0,74.21%,-5.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/5/2021,109.12 CHF,,,,,,,,,,73.31%,109.12 CHF,80.00,2.328,20,88.75,107.80,1%,2034%,3.44%,90.14%,2.93%,-13.09%,-13.09%,0,74.21%,-4.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/6/2021,109.16 CHF,,,,,,,,,,73.29%,109.16 CHF,80.00,2.328,20,88.75,107.80,1%,2033%,3.44%,90.14%,2.93%,-13.12%,-13.12%,0,74.21%,-4.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/7/2021,110.04 CHF,,,,,,,,,,72.70%,110.04 CHF,80.00,2.328,20,88.75,107.80,1%,2016%,3.44%,90.14%,2.91%,-13.81%,-13.81%,0,74.21%,-3.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/10/2021,110.00 CHF,,,,,,,,,,72.73%,110.00 CHF,80.00,2.328,20,88.75,107.80,1%,2017%,3.44%,90.14%,2.91%,-13.78%,-13.78%,0,74.21%,-3.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/11/2021,108.96 CHF,,,,,,,,,,73.42%,108.96 CHF,80.00,2.328,20,88.75,107.80,1%,2037%,3.44%,90.14%,2.94%,-12.96%,-12.96%,0,74.21%,-4.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/12/2021,108.56 CHF,,,,,,,,,,73.69%,108.56 CHF,80.00,2.328,20,88.75,107.80,1%,2045%,3.44%,90.14%,2.95%,-12.64%,-12.64%,0,74.21%,-4.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/14/2021,109.36 CHF,,,,,,,,,,73.15%,109.36 CHF,80.00,2.328,20,88.75,107.80,1%,2029%,3.44%,90.14%,2.93%,-13.28%,-13.28%,0,74.21%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/17/2021,109.24 CHF,,,,,,,,,,73.23%,109.24 CHF,80.00,2.328,20,88.75,107.80,1%,2031%,3.44%,90.14%,2.93%,-13.18%,-13.18%,0,74.21%,-3.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/18/2021,109.08 CHF,,,,,,,,,,73.34%,109.08 CHF,80.00,2.328,20,88.75,107.80,1%,2034%,3.44%,90.14%,2.93%,-13.05%,-13.05%,0,74.21%,-4.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/19/2021,107.20 CHF,,,,,,,,,,74.63%,107.20 CHF,80.00,2.328,20,88.75,107.80,1%,2072%,3.44%,90.14%,2.99%,-11.53%,-11.53%,0,74.21%,-5.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/20/2021,108.32 CHF,,,,,,,,,,73.86%,108.32 CHF,80.00,2.328,20,88.75,107.80,1%,2049%,3.44%,90.14%,2.95%,-12.44%,-12.44%,0,74.21%,-4.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/21/2021,108.08 CHF,,,,,,,,,,74.02%,108.08 CHF,80.00,2.328,20,88.75,107.80,1%,2054%,3.44%,90.14%,2.96%,-12.25%,-12.25%,0,74.21%,-4.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/25/2021,109.48 CHF,,,,,,,,,,73.07%,109.48 CHF,80.00,2.328,20,88.75,107.80,1%,2027%,3.44%,90.14%,2.92%,-13.37%,-13.37%,0,74.21%,-3.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/26/2021,111.72 CHF,,,,,,,,,,71.61%,111.72 CHF,80.00,2.328,20,88.75,107.80,1%,1984%,3.44%,90.14%,2.86%,-15.11%,-15.11%,0,74.21%,-1.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/27/2021,112.60 CHF,,,,,,,,,,71.05%,112.60 CHF,80.00,2.328,20,88.75,107.80,1%,1968%,3.44%,90.14%,2.84%,-15.77%,-15.77%,0,74.21%,-0.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/28/2021,112.60 CHF,,,,,,,,,,71.05%,112.60 CHF,80.00,2.328,20,88.75,107.80,1%,1968%,3.44%,90.14%,2.84%,-15.77%,-15.77%,0,74.21%,-0.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/31/2021,112.12 CHF,,,,,,,,,,71.35%,112.12 CHF,80.00,2.328,20,88.75,107.80,1%,1977%,3.44%,90.14%,2.85%,-15.41%,-15.41%,0,74.21%,-1.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/1/2021,111.72 CHF,,,,,,,,,,71.61%,111.72 CHF,80.00,2.328,20,88.75,107.80,1%,1984%,3.44%,90.14%,2.86%,-15.11%,-15.11%,0,74.21%,-1.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/2/2021,111.32 CHF,,,,,,,,,,71.86%,111.32 CHF,80.00,2.328,20,88.75,107.80,1%,1991%,3.44%,90.14%,2.87%,-14.80%,-14.80%,0,74.21%,-2.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/3/2021,110.96 CHF,,,,,,,,,,72.10%,110.96 CHF,80.00,2.328,20,88.75,107.80,1%,1998%,3.44%,90.14%,2.88%,-14.53%,-14.53%,0,74.21%,-2.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/4/2021,110.76 CHF,,,,,,,,,,72.23%,110.76 CHF,80.00,2.328,20,88.75,107.80,1%,2002%,3.44%,90.14%,2.89%,-14.37%,-14.37%,0,74.21%,-2.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/7/2021,110.92 CHF,,,,,,,,,,72.12%,110.92 CHF,80.00,2.328,20,88.75,107.80,1%,1999%,3.44%,90.14%,2.88%,-14.50%,-14.50%,0,74.21%,-2.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/8/2021,112.00 CHF,,,,,,,,,,71.43%,112.00 CHF,80.00,2.328,20,88.75,107.80,1%,1979%,3.44%,90.14%,2.86%,-15.32%,-15.32%,0,74.21%,-1.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/9/2021,112.24 CHF,,,,,,,,,,71.28%,112.24 CHF,80.00,2.328,20,88.75,107.80,1%,1974%,3.44%,90.14%,2.85%,-15.50%,-15.50%,0,74.21%,-1.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/10/2021,111.48 CHF,,,,,,,,,,71.76%,111.48 CHF,80.00,2.328,20,88.75,107.80,1%,1988%,3.44%,90.14%,2.87%,-14.93%,-14.93%,0,74.21%,-1.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/11/2021,112.20 CHF,,,,,,,,,,71.30%,112.20 CHF,80.00,2.328,20,88.75,107.80,1%,1975%,3.44%,90.14%,2.85%,-15.47%,-15.47%,0,74.21%,-1.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/14/2021,112.68 CHF,,,,,,,,,,71.00%,112.68 CHF,80.00,2.328,20,88.75,107.80,1%,1966%,3.44%,90.14%,2.84%,-15.83%,-15.83%,0,74.21%,-0.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/15/2021,113.12 CHF,,,,,,,,,,70.72%,113.12 CHF,80.00,2.328,20,88.75,107.80,1%,1958%,3.44%,90.14%,2.83%,-16.16%,-16.16%,0,74.21%,-0.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/16/2021,113.60 CHF,,,,,,,,,,70.42%,113.60 CHF,80.00,2.328,20,88.75,107.80,1%,1949%,3.44%,90.14%,2.82%,-16.51%,-16.51%,0,74.21%,-0.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/17/2021,113.52 CHF,,,,,,,,,,70.47%,113.52 CHF,80.00,2.328,20,88.75,107.80,1%,1951%,3.44%,90.14%,2.82%,-16.46%,-16.46%,0,74.21%,-0.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/18/2021,112.92 CHF,,,,,,,,,,70.85%,112.92 CHF,80.00,2.328,20,88.75,107.80,1%,1962%,3.44%,90.14%,2.83%,-16.01%,-16.01%,0,74.21%,-0.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/21/2021,114.28 CHF,,,,,,,,,,70.00%,114.28 CHF,80.00,2.328,20,88.75,107.80,1%,1937%,3.44%,90.14%,2.80%,-17.01%,-17.01%,0,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/22/2021,114.64 CHF,,,,,,,,,,69.78%,114.64 CHF,80.00,2.328,20,88.75,107.80,1%,1931%,3.44%,90.14%,2.79%,-17.27%,-17.27%,0,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/23/2021,114.08 CHF,,,,,,,,,,70.13%,114.08 CHF,80.00,2.328,20,88.75,107.80,1%,1941%,3.44%,90.14%,2.81%,-16.87%,-16.87%,0,74.21%,-0.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/24/2021,114.96 CHF,,,,,,,,,,69.59%,114.96 CHF,80.00,2.328,20,88.75,107.80,1%,1925%,3.44%,90.14%,2.78%,-17.50%,-17.50%,0,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/25/2021,114.48 CHF,,,,,,,,,,69.88%,114.48 CHF,80.00,2.328,20,88.75,107.80,1%,1934%,3.44%,90.14%,2.80%,-17.16%,-17.16%,0,74.21%,-0.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/28/2021,114.48 CHF,,,,,,,,,,69.88%,114.48 CHF,80.00,2.328,20,88.75,107.80,1%,1934%,3.44%,90.14%,2.80%,-17.16%,-17.16%,0,74.21%,-0.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/29/2021,114.68 CHF,,,,,,,,,,69.76%,114.68 CHF,80.00,2.328,20,88.75,107.80,1%,1930%,3.44%,90.14%,2.79%,-17.30%,-17.30%,0,74.21%,-0.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/30/2021,114.16 CHF,,,,,,,,,,70.08%,114.16 CHF,80.00,2.328,20,88.75,107.80,1%,1939%,3.44%,90.14%,2.80%,-16.92%,-16.92%,0,74.21%,-0.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/1/2021,114.32 CHF,,,,,,,,,,69.98%,114.32 CHF,80.00,2.328,20,88.75,107.80,1%,1937%,3.44%,90.14%,2.80%,-17.04%,-17.04%,0,74.21%,-0.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/2/2021,114.60 CHF,,,,,,,,,,69.81%,114.60 CHF,80.00,2.328,20,88.75,107.80,1%,1932%,3.44%,90.14%,2.79%,-17.24%,-17.24%,0,74.21%,-0.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/5/2021,114.72 CHF,,,,,,,,,,69.74%,114.72 CHF,80.00,2.328,20,88.75,107.80,1%,1929%,3.44%,90.14%,2.79%,-17.33%,-17.33%,0,74.21%,-0.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/6/2021,114.92 CHF,,,,,,,,,,69.61%,114.92 CHF,80.00,2.328,20,88.75,107.80,1%,1926%,3.44%,90.14%,2.78%,-17.47%,-17.47%,0,74.21%,-0.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/7/2021,116.68 CHF,,,,,,,,,,68.56%,116.68 CHF,80.00,2.328,20,88.75,107.80,1%,1895%,3.44%,90.14%,2.74%,-18.72%,-18.72%,0,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/8/2021,115.56 CHF,,,,,,,,,,69.23%,115.56 CHF,80.00,2.328,20,88.75,107.80,1%,1915%,3.44%,90.14%,2.77%,-17.93%,-17.93%,0,74.21%,-0.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/9/2021,115.84 CHF,,,,,,,,,,69.06%,115.84 CHF,80.00,2.328,20,88.75,107.80,1%,1910%,3.44%,90.14%,2.76%,-18.13%,-18.13%,0,74.21%,-0.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/12/2021,117.28 CHF,,,,,,,,,,68.21%,117.28 CHF,80.00,2.328,20,88.75,107.80,1%,1885%,3.44%,90.14%,2.73%,-19.13%,-19.13%,0,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/13/2021,117.48 CHF,,,,,,,,,,68.10%,117.48 CHF,80.00,2.328,20,88.75,107.80,1%,1882%,3.44%,90.14%,2.72%,-19.27%,-19.27%,0,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/14/2021,116.84 CHF,,,,,,,,,,68.47%,116.84 CHF,80.00,2.328,20,88.75,107.80,1%,1893%,3.44%,90.14%,2.74%,-18.83%,-18.83%,0,74.21%,-0.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/15/2021,116.44 CHF,,,,,,,,,,68.70%,116.44 CHF,80.00,2.328,20,88.75,107.80,1%,1899%,3.44%,90.14%,2.75%,-18.55%,-18.55%,0,74.21%,-0.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/16/2021,117.08 CHF,,,,,,,,,,68.33%,117.08 CHF,80.00,2.328,20,88.75,107.80,1%,1889%,3.44%,90.14%,2.73%,-19.00%,-19.00%,0,74.21%,-0.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/19/2021,114.68 CHF,,,,,,,,,,69.76%,114.68 CHF,80.00,2.328,20,88.75,107.80,1%,1930%,3.44%,90.14%,2.79%,-17.30%,-17.30%,0,74.21%,-2.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/20/2021,114.72 CHF,,,,,,,,,,69.74%,114.72 CHF,80.00,2.328,20,88.75,107.80,1%,1929%,3.44%,90.14%,2.79%,-17.33%,-17.33%,0,74.21%,-2.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/21/2021,115.28 CHF,,,,,,,,,,69.40%,115.28 CHF,80.00,2.328,20,88.75,107.80,1%,1920%,3.44%,90.14%,2.78%,-17.73%,-17.73%,0,74.21%,-1.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/22/2021,116.64 CHF,,,,,,,,,,68.59%,116.64 CHF,80.00,2.328,20,88.75,107.80,1%,1896%,3.44%,90.14%,2.74%,-18.69%,-18.69%,0,74.21%,-0.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/23/2021,117.08 CHF,,,,,,,,,,68.33%,117.08 CHF,80.00,2.328,20,88.75,107.80,1%,1889%,3.44%,90.14%,2.73%,-19.00%,-19.00%,0,74.21%,-0.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/26/2021,115.92 CHF,,,,,,,,,,69.01%,115.92 CHF,80.00,2.328,20,88.75,107.80,1%,1908%,3.44%,90.14%,2.76%,-18.18%,-18.18%,0,74.21%,-1.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/27/2021,115.40 CHF,,,,,,,,,,69.32%,115.40 CHF,80.00,2.328,20,88.75,107.80,1%,1918%,3.44%,90.14%,2.77%,-17.82%,-17.82%,0,74.21%,-1.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/28/2021,116.68 CHF,,,,,,,,,,68.56%,116.68 CHF,80.00,2.328,20,88.75,107.80,1%,1895%,3.44%,90.14%,2.74%,-18.72%,-18.72%,0,74.21%,-0.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/29/2021,117.56 CHF,,,,,,,,,,68.05%,117.56 CHF,80.00,2.328,20,88.75,107.80,1%,1880%,3.44%,90.14%,2.72%,-19.33%,-19.33%,0,74.21%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,7/30/2021,117.32 CHF,,,,,,,,,,68.19%,117.32 CHF,80.00,2.328,20,88.75,107.80,1%,1884%,3.44%,90.14%,2.73%,-19.16%,-19.16%,0,74.21%,-0.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/2/2021,117.04 CHF,,,,,,,,,,68.35%,117.04 CHF,80.00,2.328,20,88.75,107.80,1%,1889%,3.44%,90.14%,2.73%,-18.97%,-18.97%,0,74.21%,-0.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/3/2021,117.44 CHF,,,,,,,,,,68.12%,117.44 CHF,80.00,2.328,20,88.75,107.80,1%,1882%,3.44%,90.14%,2.72%,-19.24%,-19.24%,0,74.21%,-0.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/4/2021,117.44 CHF,,,,,,,,,,68.12%,117.44 CHF,80.00,2.328,20,88.75,107.80,1%,1882%,3.44%,90.14%,2.72%,-19.24%,-19.24%,0,74.21%,-0.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/5/2021,116.96 CHF,,,,,,,,,,68.40%,116.96 CHF,80.00,2.328,20,88.75,107.80,1%,1891%,3.44%,90.14%,2.74%,-18.91%,-18.91%,0,74.21%,-0.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/6/2021,116.16 CHF,,,,,,,,,,68.87%,116.16 CHF,80.00,2.328,20,88.75,107.80,1%,1904%,3.44%,90.14%,2.75%,-18.35%,-18.35%,0,74.21%,-1.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/9/2021,116.00 CHF,,,,,,,,,,68.97%,116.00 CHF,80.00,2.328,20,88.75,107.80,1%,1907%,3.44%,90.14%,2.76%,-18.24%,-18.24%,0,74.21%,-1.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/10/2021,115.68 CHF,,,,,,,,,,69.16%,115.68 CHF,80.00,2.328,20,88.75,107.80,1%,1913%,3.44%,90.14%,2.77%,-18.02%,-18.02%,0,74.21%,-1.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/11/2021,115.12 CHF,,,,,,,,,,69.49%,115.12 CHF,80.00,2.328,20,88.75,107.80,1%,1922%,3.44%,90.14%,2.78%,-17.62%,-17.62%,0,74.21%,-2.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/12/2021,115.24 CHF,,,,,,,,,,69.42%,115.24 CHF,80.00,2.328,20,88.75,107.80,1%,1920%,3.44%,90.14%,2.78%,-17.70%,-17.70%,0,74.21%,-1.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/13/2021,114.36 CHF,,,,,,,,,,69.95%,114.36 CHF,80.00,2.328,20,88.75,107.80,1%,1936%,3.44%,90.14%,2.80%,-17.07%,-17.07%,0,74.21%,-2.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/16/2021,113.48 CHF,,,,,,,,,,70.50%,113.48 CHF,80.00,2.328,20,88.75,107.80,1%,1952%,3.44%,90.14%,2.82%,-16.43%,-16.43%,0,74.21%,-3.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/17/2021,113.72 CHF,,,,,,,,,,70.35%,113.72 CHF,80.00,2.328,20,88.75,107.80,1%,1947%,3.44%,90.14%,2.81%,-16.60%,-16.60%,0,74.21%,-3.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/18/2021,114.28 CHF,,,,,,,,,,70.00%,114.28 CHF,80.00,2.328,20,88.75,107.80,1%,1937%,3.44%,90.14%,2.80%,-17.01%,-17.01%,0,74.21%,-2.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/19/2021,114.24 CHF,,,,,,,,,,70.03%,114.24 CHF,80.00,2.328,20,88.75,107.80,1%,1938%,3.44%,90.14%,2.80%,-16.98%,-16.98%,0,74.21%,-2.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/20/2021,114.44 CHF,,,,,,,,,,69.91%,114.44 CHF,80.00,2.328,20,88.75,107.80,1%,1934%,3.44%,90.14%,2.80%,-17.13%,-17.13%,0,74.21%,-2.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/23/2021,114.92 CHF,,,,,,,,,,69.61%,114.92 CHF,80.00,2.328,20,88.75,107.80,1%,1926%,3.44%,90.14%,2.78%,-17.47%,-17.47%,0,74.21%,-2.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/24/2021,114.76 CHF,,,,,,,,,,69.71%,114.76 CHF,80.00,2.328,20,88.75,107.80,1%,1929%,3.44%,90.14%,2.79%,-17.36%,-17.36%,0,74.21%,-2.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/25/2021,114.12 CHF,,,,,,,,,,70.10%,114.12 CHF,80.00,2.328,20,88.75,107.80,1%,1940%,3.44%,90.14%,2.80%,-16.89%,-16.89%,0,74.21%,-2.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/26/2021,114.36 CHF,,,,,,,,,,69.95%,114.36 CHF,80.00,2.328,20,88.75,107.80,1%,1936%,3.44%,90.14%,2.80%,-17.07%,-17.07%,0,74.21%,-2.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/27/2021,114.96 CHF,,,,,,,,,,69.59%,114.96 CHF,80.00,2.328,20,88.75,107.80,1%,1925%,3.44%,90.14%,2.78%,-17.50%,-17.50%,0,74.21%,-2.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/30/2021,114.96 CHF,,,,,,,,,,69.59%,114.96 CHF,80.00,2.328,20,88.75,107.80,1%,1925%,3.44%,90.14%,2.78%,-17.50%,-17.50%,0,74.21%,-2.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/31/2021,115.12 CHF,,,,,,,,,,69.49%,115.12 CHF,80.00,2.328,20,88.75,107.80,1%,1922%,3.44%,90.14%,2.78%,-17.62%,-17.62%,0,74.21%,-2.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/1/2021,115.80 CHF,,,,,,,,,,69.08%,115.80 CHF,80.00,2.328,20,88.75,107.80,1%,1911%,3.44%,90.14%,2.76%,-18.10%,-18.10%,0,74.21%,-1.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/2/2021,115.64 CHF,,,,,,,,,,69.18%,115.64 CHF,80.00,2.328,20,88.75,107.80,1%,1913%,3.44%,90.14%,2.77%,-17.99%,-17.99%,0,74.21%,-1.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/3/2021,115.32 CHF,,,,,,,,,,69.37%,115.32 CHF,80.00,2.328,20,88.75,107.80,1%,1919%,3.44%,90.14%,2.77%,-17.76%,-17.76%,0,74.21%,-1.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/6/2021,115.64 CHF,,,,,,,,,,69.18%,115.64 CHF,80.00,2.328,20,88.75,107.80,1%,1913%,3.44%,90.14%,2.77%,-17.99%,-17.99%,0,74.21%,-1.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/7/2021,115.68 CHF,,,,,,,,,,69.16%,115.68 CHF,80.00,2.328,20,88.75,107.80,1%,1913%,3.44%,90.14%,2.77%,-18.02%,-18.02%,0,74.21%,-1.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/8/2021,114.84 CHF,,,,,,,,,,69.66%,114.84 CHF,80.00,2.328,20,88.75,107.80,1%,1927%,3.44%,90.14%,2.79%,-17.42%,-17.42%,0,74.21%,-2.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/9/2021,114.44 CHF,,,,,,,,,,69.91%,114.44 CHF,80.00,2.328,20,88.75,107.80,1%,1934%,3.44%,90.14%,2.80%,-17.13%,-17.13%,0,74.21%,-2.65%,,,,,,,,,,,,
