,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,DWHT LN,Dewhurst Group PLC,,,,,,,,,,4%,140%,$    850.00,$       800.00,$   1.088,24,$       2.710,00,$  2.037,74,2.31%,0.74%,1.37%,2.73%,54.55%,62.95%,179%,,,,,,,NO,,,2.07%,0.56%,1.51%,0.02%,75
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,Dewhurst Group PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,1.88%,11/10/2017,,,,,,,,,,$   1.088,24,28%,1.76%,$  2.037,74,$       725.49,$          550.00,$       533.33,0.50%,1.88%,1.38%,0.55%,-68.63%,-68.63%,-12%,,,,5Y CAGR,2.13%,,Dewhurst Group PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,4.14%,,Dewhurst Group PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Dewhurst Group PLC - Rating: 4% - Upside: 140%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2022,12/30/2022,1.080,00,,,,,,,,,,1.32%,1.080,00,14.25,1.935,85,760.00,1.033,82,27%,79%,0.74%,1.88%,1.39%,-21.30%,-21.30%,0,1.38%,-60.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/2/2023,,,,,,,,,,,1.39%,1.080,00,15.00,2.037,74,800.00,1.088,24,23%,89%,0.74%,1.88%,1.39%,-21.30%,-21.30%,0,1.38%,-60.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/3/2023,1.080,00,,,,,,,,,,1.39%,1.080,00,15.00,2.037,74,800.00,1.088,24,23%,89%,0.74%,1.88%,1.39%,-21.30%,-21.30%,0,1.38%,-60.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/4/2023,1.080,00,,,,,,,,,,1.39%,1.080,00,15.00,2.037,74,800.00,1.088,24,23%,89%,0.74%,1.88%,1.39%,-21.30%,-21.30%,0,1.38%,-60.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/5/2023,1.150,00,,,,,,,,,,1.30%,1.150,00,15.00,2.037,74,800.00,1.088,24,28%,77%,0.74%,1.88%,1.30%,-26.09%,-26.09%,0,1.38%,-57.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/6/2023,1.150,00,,,,,,,,,,1.30%,1.150,00,15.00,2.037,74,800.00,1.088,24,28%,77%,0.74%,1.88%,1.30%,-26.09%,-26.09%,0,1.38%,-57.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/9/2023,1.150,00,,,,,,,,,,1.30%,1.150,00,15.00,2.037,74,800.00,1.088,24,28%,77%,0.74%,1.88%,1.30%,-26.09%,-26.09%,0,1.38%,-57.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/10/2023,1.200,00,,,,,,,,,,1.25%,1.200,00,15.00,2.037,74,800.00,1.088,24,32%,70%,0.74%,1.88%,1.25%,-29.17%,-29.17%,0,1.38%,-55.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/11/2023,1.200,00,,,,,,,,,,1.25%,1.200,00,15.00,2.037,74,800.00,1.088,24,32%,70%,0.74%,1.88%,1.25%,-29.17%,-29.17%,0,1.38%,-55.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/12/2023,1.180,00,,,,,,,,,,1.27%,1.180,00,15.00,2.037,74,800.00,1.088,24,31%,73%,0.74%,1.88%,1.27%,-27.97%,-27.97%,0,1.38%,-56.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/13/2023,1.180,00,,,,,,,,,,1.27%,1.180,00,15.00,2.037,74,800.00,1.088,24,31%,73%,0.74%,1.88%,1.27%,-27.97%,-27.97%,0,1.38%,-56.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/16/2023,1.235,00,,,,,,,,,,1.21%,1.235,00,15.00,2.037,74,800.00,1.088,24,35%,65%,0.74%,1.88%,1.21%,-31.17%,-31.17%,0,1.38%,-54.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/17/2023,1.210,00,,,,,,,,,,1.24%,1.210,00,15.00,2.037,74,800.00,1.088,24,33%,68%,0.74%,1.88%,1.24%,-29.75%,-29.75%,0,1.38%,-55.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/18/2023,1.160,00,,,,,,,,,,1.29%,1.160,00,15.00,2.037,74,800.00,1.088,24,29%,76%,0.74%,1.88%,1.29%,-26.72%,-26.72%,0,1.38%,-57.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/19/2023,1.160,00,,,,,,,,,,1.29%,1.160,00,15.00,2.037,74,800.00,1.088,24,29%,76%,0.74%,1.88%,1.29%,-26.72%,-26.72%,0,1.38%,-57.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/20/2023,1.160,00,,,,,,,,,,1.29%,1.160,00,15.00,2.037,74,800.00,1.088,24,29%,76%,0.74%,1.88%,1.29%,-26.72%,-26.72%,0,1.38%,-57.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/23/2023,1.160,00,,,,,,,,,,1.29%,1.160,00,15.00,2.037,74,800.00,1.088,24,29%,76%,0.74%,1.88%,1.29%,-26.72%,-26.72%,0,1.38%,-57.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/24/2023,1.160,00,,,,,,,,,,1.29%,1.160,00,15.00,2.037,74,800.00,1.088,24,29%,76%,0.74%,1.88%,1.29%,-26.72%,-26.72%,0,1.38%,-57.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/25/2023,1.160,00,,,,,,,,,,1.29%,1.160,00,15.00,2.037,74,800.00,1.088,24,29%,76%,0.74%,1.88%,1.29%,-26.72%,-26.72%,0,1.38%,-57.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/26/2023,1.160,00,,,,,,,,,,1.29%,1.160,00,15.00,2.037,74,800.00,1.088,24,29%,76%,0.74%,1.88%,1.29%,-26.72%,-26.72%,0,1.38%,-57.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/27/2023,1.160,00,,,,,,,,,,1.29%,1.160,00,15.00,2.037,74,800.00,1.088,24,29%,76%,0.74%,1.88%,1.29%,-26.72%,-26.72%,0,1.38%,-57.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/30/2023,1.220,00,,,,,,,,,,1.23%,1.220,00,15.00,2.037,74,800.00,1.088,24,34%,67%,0.74%,1.88%,1.23%,-30.33%,-30.33%,0,1.38%,-54.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,1/31/2023,1.220,00,,,,,,,,,,1.23%,1.220,00,15.00,2.037,74,800.00,1.088,24,34%,67%,0.74%,1.88%,1.23%,-30.33%,-30.33%,0,1.38%,-54.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/1/2023,1.250,00,,,,,,,,,,1.20%,1.250,00,15.00,2.037,74,800.00,1.088,24,36%,63%,0.74%,1.88%,1.20%,-32.00%,-32.00%,0,1.38%,-53.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/2/2023,1.275,00,,,,,,,,,,1.18%,1.275,00,15.00,2.037,74,800.00,1.088,24,38%,60%,0.74%,1.88%,1.18%,-33.33%,-33.33%,0,1.38%,-52.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/3/2023,1.275,00,,,,,,,,,,1.18%,1.275,00,15.00,2.037,74,800.00,1.088,24,38%,60%,0.74%,1.88%,1.18%,-33.33%,-33.33%,0,1.38%,-52.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/6/2023,1.335,00,,,,,,,,,,1.12%,1.335,00,15.00,2.037,74,800.00,1.088,24,43%,53%,0.74%,1.88%,1.12%,-36.33%,-36.33%,0,1.38%,-50.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/7/2023,1.335,00,,,,,,,,,,1.12%,1.335,00,15.00,2.037,74,800.00,1.088,24,43%,53%,0.74%,1.88%,1.12%,-36.33%,-36.33%,0,1.38%,-50.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/8/2023,1.335,00,,,,,,,,,,1.12%,1.335,00,15.00,2.037,74,800.00,1.088,24,43%,53%,0.74%,1.88%,1.12%,-36.33%,-36.33%,0,1.38%,-50.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/9/2023,1.275,00,,,,,,,,,,1.18%,1.275,00,15.00,2.037,74,800.00,1.088,24,38%,60%,0.74%,1.88%,1.18%,-33.33%,-33.33%,0,1.38%,-52.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/10/2023,1.275,00,,,,,,,,,,1.18%,1.275,00,15.00,2.037,74,800.00,1.088,24,38%,60%,0.74%,1.88%,1.18%,-33.33%,-33.33%,0,1.38%,-52.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/13/2023,1.275,00,,,,,,,,,,1.18%,1.275,00,15.00,2.037,74,800.00,1.088,24,38%,60%,0.74%,1.88%,1.18%,-33.33%,-33.33%,0,1.38%,-52.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/14/2023,1.275,00,,,,,,,,,,1.18%,1.275,00,15.00,2.037,74,800.00,1.088,24,38%,60%,0.74%,1.88%,1.18%,-33.33%,-33.33%,0,1.38%,-52.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/15/2023,1.275,00,,,,,,,,,,1.18%,1.275,00,15.00,2.037,74,800.00,1.088,24,38%,60%,0.74%,1.88%,1.18%,-33.33%,-33.33%,0,1.38%,-52.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/16/2023,1.275,00,,,,,,,,,,1.18%,1.275,00,15.00,2.037,74,800.00,1.088,24,38%,60%,0.74%,1.88%,1.18%,-33.33%,-33.33%,0,1.38%,-52.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/17/2023,1.275,00,,,,,,,,,,1.18%,1.275,00,15.00,2.037,74,800.00,1.088,24,38%,60%,0.74%,1.88%,1.18%,-33.33%,-33.33%,0,1.38%,-52.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/20/2023,1.275,00,,,,,,,,,,1.18%,1.275,00,15.00,2.037,74,800.00,1.088,24,38%,60%,0.74%,1.88%,1.18%,-33.33%,-33.33%,0,1.38%,-52.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/21/2023,1.275,00,,,,,,,,,,1.18%,1.275,00,15.00,2.037,74,800.00,1.088,24,38%,60%,0.74%,1.88%,1.18%,-33.33%,-33.33%,0,1.38%,-52.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/22/2023,1.275,00,,,,,,,,,,1.18%,1.275,00,15.00,2.037,74,800.00,1.088,24,38%,60%,0.74%,1.88%,1.18%,-33.33%,-33.33%,0,1.38%,-52.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/23/2023,1.275,00,,,,,,,,,,1.18%,1.275,00,15.00,2.037,74,800.00,1.088,24,38%,60%,0.74%,1.88%,1.18%,-33.33%,-33.33%,0,1.38%,-52.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/24/2023,1.275,00,,,,,,,,,,1.18%,1.275,00,15.00,2.037,74,800.00,1.088,24,38%,60%,0.74%,1.88%,1.18%,-33.33%,-33.33%,0,1.38%,-52.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/27/2023,1.250,00,,,,,,,,,,1.20%,1.250,00,15.00,2.037,74,800.00,1.088,24,36%,63%,0.74%,1.88%,1.20%,-32.00%,-32.00%,0,1.38%,-53.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,2/28/2023,1.250,00,,,,,,,,,,1.20%,1.250,00,15.00,2.037,74,800.00,1.088,24,36%,63%,0.74%,1.88%,1.20%,-32.00%,-32.00%,0,1.38%,-53.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/1/2023,1.225,00,,,,,,,,,,1.22%,1.225,00,15.00,2.037,74,800.00,1.088,24,34%,66%,0.74%,1.88%,1.22%,-30.61%,-30.61%,0,1.38%,-54.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/2/2023,1.225,00,,,,,,,,,,1.22%,1.225,00,15.00,2.037,74,800.00,1.088,24,34%,66%,0.74%,1.88%,1.22%,-30.61%,-30.61%,0,1.38%,-54.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/3/2023,1.225,00,,,,,,,,,,1.22%,1.225,00,15.00,2.037,74,800.00,1.088,24,34%,66%,0.74%,1.88%,1.22%,-30.61%,-30.61%,0,1.38%,-54.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/6/2023,1.150,00,,,,,,,,,,1.30%,1.150,00,15.00,2.037,74,800.00,1.088,24,28%,77%,0.74%,1.88%,1.30%,-26.09%,-26.09%,0,1.38%,-57.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/7/2023,1.150,00,,,,,,,,,,1.30%,1.150,00,15.00,2.037,74,800.00,1.088,24,28%,77%,0.74%,1.88%,1.30%,-26.09%,-26.09%,0,1.38%,-57.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/8/2023,1.125,00,,,,,,,,,,1.33%,1.125,00,15.00,2.037,74,800.00,1.088,24,26%,81%,0.74%,1.88%,1.33%,-24.44%,-24.44%,0,1.38%,-58.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/9/2023,1.100,00,,,,,,,,,,1.36%,1.100,00,15.00,2.037,74,800.00,1.088,24,24%,85%,0.74%,1.88%,1.36%,-22.73%,-22.73%,0,1.38%,-59.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/10/2023,1.100,00,,,,,,,,,,1.36%,1.100,00,15.00,2.037,74,800.00,1.088,24,24%,85%,0.74%,1.88%,1.36%,-22.73%,-22.73%,0,1.38%,-59.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/13/2023,1.100,00,,,,,,,,,,1.36%,1.100,00,15.00,2.037,74,800.00,1.088,24,24%,85%,0.74%,1.88%,1.36%,-22.73%,-22.73%,0,1.38%,-59.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/14/2023,1.100,00,,,,,,,,,,1.36%,1.100,00,15.00,2.037,74,800.00,1.088,24,24%,85%,0.74%,1.88%,1.36%,-22.73%,-22.73%,0,1.38%,-59.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/15/2023,1.100,00,,,,,,,,,,1.36%,1.100,00,15.00,2.037,74,800.00,1.088,24,24%,85%,0.74%,1.88%,1.36%,-22.73%,-22.73%,0,1.38%,-59.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/16/2023,1.100,00,,,,,,,,,,1.36%,1.100,00,15.00,2.037,74,800.00,1.088,24,24%,85%,0.74%,1.88%,1.36%,-22.73%,-22.73%,0,1.38%,-59.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/17/2023,1.100,00,,,,,,,,,,1.36%,1.100,00,15.00,2.037,74,800.00,1.088,24,24%,85%,0.74%,1.88%,1.36%,-22.73%,-22.73%,0,1.38%,-59.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/20/2023,1.100,00,,,,,,,,,,1.36%,1.100,00,15.00,2.037,74,800.00,1.088,24,24%,85%,0.74%,1.88%,1.36%,-22.73%,-22.73%,0,1.38%,-59.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/21/2023,1.100,00,,,,,,,,,,1.36%,1.100,00,15.00,2.037,74,800.00,1.088,24,24%,85%,0.74%,1.88%,1.36%,-22.73%,-22.73%,0,1.38%,-59.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/22/2023,1.100,00,,,,,,,,,,1.36%,1.100,00,15.00,2.037,74,800.00,1.088,24,24%,85%,0.74%,1.88%,1.36%,-22.73%,-22.73%,0,1.38%,-59.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/23/2023,1.100,00,,,,,,,,,,1.36%,1.100,00,15.00,2.037,74,800.00,1.088,24,24%,85%,0.74%,1.88%,1.36%,-22.73%,-22.73%,0,1.38%,-59.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/24/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/27/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/28/2023,1.025,00,,,,,,,,,,1.46%,1.025,00,15.00,2.037,74,800.00,1.088,24,18%,99%,0.74%,1.88%,1.46%,-17.07%,-17.07%,0,1.38%,-62.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/29/2023,1.060,00,,,,,,,,,,1.42%,1.060,00,15.00,2.037,74,800.00,1.088,24,21%,92%,0.74%,1.88%,1.42%,-19.81%,-19.81%,0,1.38%,-60.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/30/2023,1.085,00,,,,,,,,,,1.38%,1.085,00,15.00,2.037,74,800.00,1.088,24,23%,88%,0.74%,1.88%,1.38%,-21.66%,-21.66%,0,1.38%,-59.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/31/2023,1.085,00,,,,,,,,,,1.38%,1.085,00,15.00,2.037,74,800.00,1.088,24,23%,88%,0.74%,1.88%,1.38%,-21.66%,-21.66%,0,1.38%,-59.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/3/2023,1.085,00,,,,,,,,,,1.38%,1.085,00,15.00,2.037,74,800.00,1.088,24,23%,88%,0.74%,1.88%,1.38%,-21.66%,-21.66%,0,1.38%,-59.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/4/2023,1.085,00,,,,,,,,,,1.38%,1.085,00,15.00,2.037,74,800.00,1.088,24,23%,88%,0.74%,1.88%,1.38%,-21.66%,-21.66%,0,1.38%,-59.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/5/2023,1.085,00,,,,,,,,,,1.38%,1.085,00,15.00,2.037,74,800.00,1.088,24,23%,88%,0.74%,1.88%,1.38%,-21.66%,-21.66%,0,1.38%,-59.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/6/2023,1.100,00,,,,,,,,,,1.36%,1.100,00,15.00,2.037,74,800.00,1.088,24,24%,85%,0.74%,1.88%,1.36%,-22.73%,-22.73%,0,1.38%,-59.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/11/2023,1.100,00,,,,,,,,,,1.36%,1.100,00,15.00,2.037,74,800.00,1.088,24,24%,85%,0.74%,1.88%,1.36%,-22.73%,-22.73%,0,1.38%,-59.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/12/2023,1.100,00,,,,,,,,,,1.36%,1.100,00,15.00,2.037,74,800.00,1.088,24,24%,85%,0.74%,1.88%,1.36%,-22.73%,-22.73%,0,1.38%,-59.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/13/2023,1.100,00,,,,,,,,,,1.36%,1.100,00,15.00,2.037,74,800.00,1.088,24,24%,85%,0.74%,1.88%,1.36%,-22.73%,-22.73%,0,1.38%,-59.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/14/2023,1.100,00,,,,,,,,,,1.36%,1.100,00,15.00,2.037,74,800.00,1.088,24,24%,85%,0.74%,1.88%,1.36%,-22.73%,-22.73%,0,1.38%,-59.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/17/2023,1.100,00,,,,,,,,,,1.36%,1.100,00,15.00,2.037,74,800.00,1.088,24,24%,85%,0.74%,1.88%,1.36%,-22.73%,-22.73%,0,1.38%,-59.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/18/2023,1.100,00,,,,,,,,,,1.36%,1.100,00,15.00,2.037,74,800.00,1.088,24,24%,85%,0.74%,1.88%,1.36%,-22.73%,-22.73%,0,1.38%,-59.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/19/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/20/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/21/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/24/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/25/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/26/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/27/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/28/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/2/2023,1.085,00,,,,,,,,,,1.38%,1.085,00,15.00,2.037,74,800.00,1.088,24,23%,88%,0.74%,1.88%,1.38%,-21.66%,-21.66%,0,1.38%,-59.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/3/2023,1.085,00,,,,,,,,,,1.38%,1.085,00,15.00,2.037,74,800.00,1.088,24,23%,88%,0.74%,1.88%,1.38%,-21.66%,-21.66%,0,1.38%,-59.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/4/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/5/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/8/2023,,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/9/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/10/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/11/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/12/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/15/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/16/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/17/2023,1.075,00,,,,,,,,,,1.40%,1.075,00,15.00,2.037,74,800.00,1.088,24,22%,90%,0.74%,1.88%,1.40%,-20.93%,-20.93%,0,1.38%,-60.33%,,,,,,,,,,,,
