,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,DWHT LN,Dewhurst Group PLC,,,,,,,,,,4%,140%,$    850.00,$       800.00,$   1.088,24,$       2.710,00,$  2.037,74,2.31%,0.74%,1.37%,2.73%,54.55%,62.95%,179%,,,,,,,NO,,,2.07%,0.56%,1.51%,0.02%,75
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,Dewhurst Group PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,1.88%,11/10/2017,,,,,,,,,,$   1.088,24,28%,1.76%,$  2.037,74,$       725.49,$          550.00,$       533.33,0.50%,1.88%,1.38%,0.55%,-68.63%,-68.63%,-12%,,,,5Y CAGR,2.13%,,Dewhurst Group PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,4.14%,,Dewhurst Group PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Dewhurst Group PLC - Rating: 4% - Upside: 140%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2016,4/15/2016,577.50,,,5/16/2016,,5/16/2016,,,,,1.73%,577.50,10.00,1.358,49,533.33,725.49,5%,135%,0.74%,1.88%,2.60%,47.19%,55.19%,46.25,1.38%,-11.49%,,,,,,95%,,72,2.00%,1,2449,0.04%
,,,,,,,,,,,,,,,,,,2016,4/18/2016,577.50,,,5/23/2016,,5/23/2016,,,,,1.73%,577.50,10.00,1.358,49,533.33,725.49,5%,135%,0.74%,1.88%,2.60%,47.19%,55.19%,46.25,1.38%,-11.49%,,,,,,96%,,73,2.02%,4,2453,0.16%
,,,,,,,,,,,,,,,,,,2016,4/19/2016,585.00,,,5/31/2016,,5/31/2016,,,,,1.71%,585.00,10.00,1.358,49,533.33,725.49,6%,132%,0.74%,1.88%,2.56%,45.30%,53.21%,46.25,1.38%,-10.34%,,,,,,97%,,74,2.04%,0,2453,0.00%
,,,,,,,,,,,,,,,,,,2016,4/20/2016,585.00,,,6/6/2016,,6/6/2016,,,,,1.71%,585.00,10.00,1.358,49,533.33,725.49,6%,132%,0.74%,1.88%,2.56%,45.30%,53.21%,46.25,1.38%,-10.34%,,,,,,98%,,75,2.06%,0,2453,0.00%
,,,,,,,,,,,,,,,,,,2016,4/21/2016,585.00,,,6/13/2016,,6/13/2016,,,,,1.71%,585.00,10.00,1.358,49,533.33,725.49,6%,132%,0.74%,1.88%,2.56%,45.30%,53.21%,46.25,1.38%,-10.34%,,,,,,99%,,76,,,,
,,,,,,,,,,,,,,,,,,2016,4/22/2016,585.00,,,6/20/2016,,6/20/2016,,,,,1.71%,585.00,10.00,1.358,49,533.33,725.49,6%,132%,0.74%,1.88%,2.56%,45.30%,53.21%,46.25,1.38%,-10.34%,,,,,,100%,,77,,,,
,,,,,,,,,,,,,,,,,,2016,4/25/2016,585.00,,,6/27/2016,,6/27/2016,,,,,1.71%,585.00,10.00,1.358,49,533.33,725.49,6%,132%,0.74%,1.88%,2.56%,45.30%,53.21%,46.25,1.38%,-10.34%,,,,,,,,78,,,,
,,,,,,,,,,,,,,,,,,2016,4/26/2016,585.00,,,7/4/2016,,7/5/2016,,,,,1.71%,585.00,10.00,1.358,49,533.33,725.49,6%,132%,0.74%,1.88%,2.56%,45.30%,53.21%,46.25,1.38%,-10.34%,,,,,,,,79,,,,
,,,,,,,,,,,,,,,,,,2016,4/27/2016,590.00,,,7/11/2016,,7/11/2016,,,,,1.69%,590.00,10.00,1.358,49,533.33,725.49,7%,130%,0.74%,1.88%,2.54%,44.07%,51.91%,46.25,1.38%,-9.58%,,,,,,,,80,,,,
,,,,,,,,,,,,,,,,,,2016,4/28/2016,590.00,,,7/18/2016,,7/18/2016,,,,,1.69%,590.00,10.00,1.358,49,533.33,725.49,7%,130%,0.74%,1.88%,2.54%,44.07%,51.91%,46.25,1.38%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,4/29/2016,585.00,,,7/25/2016,,7/25/2016,,,,,1.71%,585.00,10.00,1.358,49,533.33,725.49,6%,132%,0.74%,1.88%,2.56%,45.30%,53.21%,46.25,1.38%,-10.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/3/2016,585.00,,,8/1/2016,,8/1/2016,,,,,1.71%,585.00,10.00,1.358,49,533.33,725.49,6%,132%,0.74%,1.88%,2.56%,45.30%,53.21%,46.25,1.38%,-10.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/4/2016,585.00,,,8/8/2016,,8/8/2016,,,,,1.71%,585.00,10.00,1.358,49,533.33,725.49,6%,132%,0.74%,1.88%,2.56%,45.30%,53.21%,46.25,1.38%,-10.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/5/2016,587.50,,,8/15/2016,,8/15/2016,,,,,1.70%,587.50,10.00,1.358,49,533.33,725.49,7%,131%,0.74%,1.88%,2.55%,44.68%,52.55%,46.25,1.38%,-9.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/6/2016,587.50,,,8/22/2016,,8/22/2016,,,,,1.70%,587.50,10.00,1.358,49,533.33,725.49,7%,131%,0.74%,1.88%,2.55%,44.68%,52.55%,46.25,1.38%,-9.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/9/2016,587.50,,,8/30/2016,,8/29/2016,,,,,1.70%,587.50,10.00,1.358,49,533.33,725.49,7%,131%,0.74%,1.88%,2.55%,44.68%,52.55%,46.25,1.38%,-9.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/10/2016,587.50,,,9/5/2016,,9/6/2016,,,,,1.70%,587.50,10.00,1.358,49,533.33,725.49,7%,131%,0.74%,1.88%,2.55%,44.68%,52.55%,46.25,1.38%,-9.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/11/2016,587.50,,,9/12/2016,,9/12/2016,,,,,1.70%,587.50,10.00,1.358,49,533.33,725.49,7%,131%,0.74%,1.88%,2.55%,44.68%,52.55%,46.25,1.38%,-9.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/12/2016,587.50,,,9/19/2016,,9/19/2016,,,,,1.70%,587.50,10.00,1.358,49,533.33,725.49,7%,131%,0.74%,1.88%,2.55%,44.68%,52.55%,46.25,1.38%,-9.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/13/2016,587.50,,,9/26/2016,,9/26/2016,,,,,1.70%,587.50,10.00,1.358,49,533.33,725.49,7%,131%,0.74%,1.88%,2.55%,44.68%,52.55%,46.25,1.38%,-9.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/16/2016,600.00,,,10/3/2016,,10/3/2016,,,,,1.67%,600.00,10.00,1.358,49,533.33,725.49,8%,126%,0.74%,1.88%,2.50%,41.67%,49.38%,46.25,1.38%,-8.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/17/2016,587.50,,,10/10/2016,,10/10/2016,,,,,1.70%,587.50,10.00,1.358,49,533.33,725.49,7%,131%,0.74%,1.88%,2.55%,44.68%,52.55%,46.25,1.38%,-9.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/18/2016,587.50,,,10/17/2016,,10/17/2016,,,,,1.70%,587.50,10.00,1.358,49,533.33,725.49,7%,131%,0.74%,1.88%,2.55%,44.68%,52.55%,46.25,1.38%,-9.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/19/2016,587.50,,,10/24/2016,,10/24/2016,,,,,1.70%,587.50,10.00,1.358,49,533.33,725.49,7%,131%,0.74%,1.88%,2.55%,44.68%,52.55%,46.25,1.38%,-9.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/20/2016,587.50,,,10/31/2016,,10/31/2016,,,,,1.70%,587.50,10.00,1.358,49,533.33,725.49,7%,131%,0.74%,1.88%,2.55%,44.68%,52.55%,46.25,1.38%,-9.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/23/2016,587.50,,,11/7/2016,,11/7/2016,,,,,1.70%,587.50,10.00,1.358,49,533.33,725.49,7%,131%,0.74%,1.88%,2.55%,44.68%,52.55%,46.25,1.38%,-9.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/24/2016,587.50,,,11/14/2016,,11/14/2016,,,,,1.70%,587.50,10.00,1.358,49,533.33,725.49,7%,131%,0.74%,1.88%,2.55%,44.68%,52.55%,46.25,1.38%,-9.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/25/2016,587.50,,,11/21/2016,,11/21/2016,,,,,1.70%,587.50,10.00,1.358,49,533.33,725.49,7%,131%,0.74%,1.88%,2.55%,44.68%,52.55%,46.25,1.38%,-9.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/26/2016,587.50,,,11/28/2016,,11/28/2016,,,,,1.70%,587.50,10.00,1.358,49,533.33,725.49,7%,131%,0.74%,1.88%,2.55%,44.68%,52.55%,46.25,1.38%,-9.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/27/2016,587.50,,,12/5/2016,,12/5/2016,,,,,1.70%,587.50,10.00,1.358,49,533.33,725.49,7%,131%,0.74%,1.88%,2.55%,44.68%,52.55%,46.25,1.38%,-9.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/31/2016,602.50,,,12/12/2016,,12/12/2016,,,,,1.66%,602.50,10.00,1.358,49,533.33,725.49,8%,125%,0.74%,1.88%,2.49%,41.08%,48.76%,46.25,1.38%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/1/2016,605.00,,,12/19/2016,,12/19/2016,,,,,1.65%,605.00,10.00,1.358,49,533.33,725.49,9%,125%,0.74%,1.88%,2.48%,40.50%,48.14%,46.25,1.38%,-7.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/2/2016,605.00,,,12/28/2016,,12/27/2016,,,,,1.65%,605.00,10.00,1.358,49,533.33,725.49,9%,125%,0.74%,1.88%,2.48%,40.50%,48.14%,46.25,1.38%,-7.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/3/2016,610.00,,,1/3/2017,,1/3/2017,,,,,1.64%,610.00,10.00,1.358,49,533.33,725.49,9%,123%,0.74%,1.88%,2.46%,39.34%,46.93%,46.25,1.38%,-6.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/6/2016,610.00,,,1/9/2017,,1/9/2017,,,,,1.64%,610.00,10.00,1.358,49,533.33,725.49,9%,123%,0.74%,1.88%,2.46%,39.34%,46.93%,46.25,1.38%,-6.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/7/2016,605.00,,,1/16/2017,,1/17/2017,,,,,1.65%,605.00,10.00,1.358,49,533.33,725.49,9%,125%,0.74%,1.88%,2.48%,40.50%,48.14%,46.25,1.38%,-7.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/8/2016,590.00,,,1/23/2017,,1/23/2017,,,,,1.69%,590.00,10.00,1.358,49,533.33,725.49,7%,130%,0.74%,1.88%,2.54%,44.07%,51.91%,46.25,1.38%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/9/2016,590.00,,,1/30/2017,,1/30/2017,,,,,1.69%,590.00,10.00,1.358,49,533.33,725.49,7%,130%,0.74%,1.88%,2.54%,44.07%,51.91%,46.25,1.38%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/10/2016,590.00,,,2/6/2017,,2/6/2017,,,,,1.69%,590.00,10.00,1.358,49,533.33,725.49,7%,130%,0.74%,1.88%,2.54%,44.07%,51.91%,46.25,1.38%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/13/2016,590.00,,,2/13/2017,,2/13/2017,,,,,1.69%,590.00,10.00,1.358,49,533.33,725.49,7%,130%,0.74%,1.88%,2.54%,44.07%,51.91%,46.25,1.38%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/14/2016,590.00,,,2/20/2017,,2/21/2017,,,,,1.69%,590.00,10.00,1.358,49,533.33,725.49,7%,130%,0.74%,1.88%,2.54%,44.07%,51.91%,46.25,1.38%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/15/2016,590.00,,,2/27/2017,,2/27/2017,,,,,1.69%,590.00,10.00,1.358,49,533.33,725.49,7%,130%,0.74%,1.88%,2.54%,44.07%,51.91%,46.25,1.38%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/16/2016,590.00,,,3/6/2017,,3/6/2017,,,,,1.69%,590.00,10.00,1.358,49,533.33,725.49,7%,130%,0.74%,1.88%,2.54%,44.07%,51.91%,46.25,1.38%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/17/2016,590.00,,,3/13/2017,,3/13/2017,,,,,1.69%,590.00,10.00,1.358,49,533.33,725.49,7%,130%,0.74%,1.88%,2.54%,44.07%,51.91%,46.25,1.38%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/20/2016,590.00,,,3/20/2017,,3/20/2017,,,,,1.69%,590.00,10.00,1.358,49,533.33,725.49,7%,130%,0.74%,1.88%,2.54%,44.07%,51.91%,46.25,1.38%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/21/2016,590.00,,,3/27/2017,,3/27/2017,,,,,1.69%,590.00,10.00,1.358,49,533.33,725.49,7%,130%,0.74%,1.88%,2.54%,44.07%,51.91%,46.25,1.38%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/22/2016,590.00,,,4/3/2017,,4/3/2017,,,,,1.69%,590.00,10.00,1.358,49,533.33,725.49,7%,130%,0.74%,1.88%,2.54%,44.07%,51.91%,46.25,1.38%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/23/2016,590.00,,,4/10/2017,,4/10/2017,,,,,1.69%,590.00,10.00,1.358,49,533.33,725.49,7%,130%,0.74%,1.88%,2.54%,44.07%,51.91%,46.25,1.38%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/24/2016,590.00,,,4/18/2017,,4/17/2017,,,,,1.69%,590.00,10.00,1.358,49,533.33,725.49,7%,130%,0.74%,1.88%,2.54%,44.07%,51.91%,46.25,1.38%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/27/2016,590.00,,,4/24/2017,,4/24/2017,,,,,1.69%,590.00,10.00,1.358,49,533.33,725.49,7%,130%,0.74%,1.88%,2.54%,44.07%,51.91%,46.25,1.38%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/28/2016,590.00,,,5/2/2017,,5/1/2017,,,,,1.69%,590.00,10.00,1.358,49,533.33,725.49,7%,130%,0.74%,1.88%,2.54%,44.07%,51.91%,46.25,1.38%,-9.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/29/2016,592.50,,,5/8/2017,,5/8/2017,,,,,1.69%,592.50,10.00,1.358,49,533.33,725.49,7%,129%,0.74%,1.88%,2.53%,43.46%,51.27%,46.25,1.38%,-9.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/30/2016,592.50,,,5/15/2017,,5/15/2017,,,,,1.69%,592.50,10.00,1.358,49,533.33,725.49,7%,129%,0.74%,1.88%,2.53%,43.46%,51.27%,46.25,1.38%,-9.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/1/2016,592.50,,,5/22/2017,,5/22/2017,,,,,1.69%,592.50,10.00,1.358,49,533.33,725.49,7%,129%,0.74%,1.88%,2.53%,43.46%,51.27%,46.25,1.38%,-9.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/4/2016,592.50,,,5/30/2017,,5/30/2017,,,,,1.69%,592.50,10.00,1.358,49,533.33,725.49,7%,129%,0.74%,1.88%,2.53%,43.46%,51.27%,46.25,1.38%,-9.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/5/2016,592.50,,,6/5/2017,,6/5/2017,,,,,1.69%,592.50,10.00,1.358,49,533.33,725.49,7%,129%,0.74%,1.88%,2.53%,43.46%,51.27%,46.25,1.38%,-9.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/6/2016,592.50,,,6/12/2017,,6/12/2017,,,,,1.69%,592.50,10.00,1.358,49,533.33,725.49,7%,129%,0.74%,1.88%,2.53%,43.46%,51.27%,46.25,1.38%,-9.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/7/2016,597.50,,,6/19/2017,,6/19/2017,,,,,1.67%,597.50,10.00,1.358,49,533.33,725.49,8%,127%,0.74%,1.88%,2.51%,42.26%,50.00%,46.25,1.38%,-8.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/8/2016,605.00,,,6/26/2017,,6/26/2017,,,,,1.65%,605.00,10.00,1.358,49,533.33,725.49,9%,125%,0.74%,1.88%,2.48%,40.50%,48.14%,46.25,1.38%,-7.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/11/2016,607.50,,,7/3/2017,,7/3/2017,,,,,1.65%,607.50,10.00,1.358,49,533.33,725.49,9%,124%,0.74%,1.88%,2.47%,39.92%,47.53%,46.25,1.38%,-6.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/12/2016,610.00,,,7/10/2017,,7/10/2017,,,,,1.64%,610.00,10.00,1.358,49,533.33,725.49,9%,123%,0.74%,1.88%,2.46%,39.34%,46.93%,46.25,1.38%,-6.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/13/2016,610.00,,,7/17/2017,,7/17/2017,,,,,1.64%,610.00,10.00,1.358,49,533.33,725.49,9%,123%,0.74%,1.88%,2.46%,39.34%,46.93%,46.25,1.38%,-6.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/14/2016,620.00,,,7/24/2017,,7/24/2017,,,,,1.61%,620.00,10.00,1.358,49,533.33,725.49,11%,119%,0.74%,1.88%,2.42%,37.10%,44.56%,46.25,1.38%,-4.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/15/2016,620.00,,,7/31/2017,,7/31/2017,,,,,1.61%,620.00,10.00,1.358,49,533.33,725.49,11%,119%,0.74%,1.88%,2.42%,37.10%,44.56%,46.25,1.38%,-4.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/18/2016,620.00,,,8/7/2017,,8/7/2017,,,,,1.61%,620.00,10.00,1.358,49,533.33,725.49,11%,119%,0.74%,1.88%,2.42%,37.10%,44.56%,46.25,1.38%,-4.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/19/2016,622.50,,,8/14/2017,,8/14/2017,,,,,1.61%,622.50,10.00,1.358,49,533.33,725.49,11%,118%,0.74%,1.88%,2.41%,36.55%,43.98%,46.25,1.38%,-4.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/20/2016,625.00,,,8/21/2017,,8/21/2017,,,,,1.60%,625.00,10.00,1.358,49,533.33,725.49,11%,117%,0.74%,1.88%,2.40%,36.00%,43.40%,46.25,1.38%,-4.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/21/2016,625.00,,,8/29/2017,,8/28/2017,,,,,1.60%,625.00,10.00,1.358,49,533.33,725.49,11%,117%,0.74%,1.88%,2.40%,36.00%,43.40%,46.25,1.38%,-4.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/22/2016,625.00,,,9/4/2017,,9/5/2017,,,,,1.60%,625.00,10.00,1.358,49,533.33,725.49,11%,117%,0.74%,1.88%,2.40%,36.00%,43.40%,46.25,1.38%,-4.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/25/2016,627.50,,,9/11/2017,,9/11/2017,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/26/2016,627.50,,,9/18/2017,,9/18/2017,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/27/2016,627.50,,,9/25/2017,,9/25/2017,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/28/2016,627.50,,,10/2/2017,,10/2/2017,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/29/2016,627.50,,,10/9/2017,,10/9/2017,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/1/2016,627.50,,,10/16/2017,,10/16/2017,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/2/2016,627.50,,,10/23/2017,,10/23/2017,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/3/2016,627.50,,,10/30/2017,,10/30/2017,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/4/2016,627.50,,,11/6/2017,,11/6/2017,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/5/2016,627.50,,,11/13/2017,,11/13/2017,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/8/2016,627.50,,,11/20/2017,,11/20/2017,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/9/2016,627.50,,,11/27/2017,,11/27/2017,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/10/2016,627.50,,,12/4/2017,,12/4/2017,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/11/2016,627.50,,,12/11/2017,,12/11/2017,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/12/2016,627.50,,,12/18/2017,,12/18/2017,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/15/2016,627.50,,,12/27/2017,,12/26/2017,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/16/2016,627.50,,,1/2/2018,,1/2/2018,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/17/2016,627.50,,,1/8/2018,,1/8/2018,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/18/2016,627.50,,,1/15/2018,,1/16/2018,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/19/2016,627.50,,,1/22/2018,,1/22/2018,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/22/2016,627.50,,,1/29/2018,,1/29/2018,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/23/2016,627.50,,,2/5/2018,,2/5/2018,,,,,1.59%,627.50,10.00,1.358,49,533.33,725.49,11%,116%,0.74%,1.88%,2.39%,35.46%,42.83%,46.25,1.38%,-3.83%,,,,,,,,,,,,
