,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,BNZL LN,Bunzl PLC,,,,,,,,,,27%,47%,$2.758,00,$  2.278,88,$  3.449,84,$       3.714,00,$   4.063,17,4.04%,1.82%,2.27%,4.98%,115.97%,115.97%,130%,,,,,,,NO,,,3.62%,1.64%,1.98%,0.03%,66
,,,,,,,,,,,,,,,,,,2022,1/3/2022,,,,,,,,,,,2.01%,2.885,00,58.10,3.185,83,1.786,81,2.704,94,78%,10%,1.82%,3.25%,2.20%,-4.40%,-4.40%,0,2.15%,-2.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/4/2022,2.867,00,,,,,,,,,,2.03%,2.867,00,58.10,3.185,83,1.786,81,2.704,94,77%,11%,1.82%,3.25%,2.22%,-3.80%,-3.80%,0,2.15%,-3.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/5/2022,2.871,00,,,,,,,,,,2.02%,2.871,00,58.10,3.185,83,1.786,81,2.704,94,77%,11%,1.82%,3.25%,2.22%,-3.94%,-3.94%,0,2.15%,-3.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/6/2022,2.777,00,,,,,,,,,,2.09%,2.777,00,58.10,3.185,83,1.786,81,2.704,94,71%,15%,1.82%,3.25%,2.29%,-0.68%,-0.68%,0,2.15%,-6.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/7/2022,2.765,00,,,,,,,,,,2.10%,2.765,00,58.10,3.185,83,1.786,81,2.704,94,70%,15%,1.82%,3.25%,2.30%,-0.25%,-0.25%,0,2.15%,-6.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/10/2022,2.696,00,,,,,,,,,,2.16%,2.696,00,58.10,3.185,83,1.786,81,2.704,94,65%,18%,1.82%,3.25%,2.36%,2.30%,2.30%,0,2.15%,-9.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/11/2022,2.723,00,,,,,,,,,,2.13%,2.723,00,58.10,3.185,83,1.786,81,2.704,94,67%,17%,1.82%,3.25%,2.34%,1.29%,1.29%,0,2.15%,-8.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/12/2022,2.777,00,,,,,,,,,,2.09%,2.777,00,58.10,3.185,83,1.786,81,2.704,94,71%,15%,1.82%,3.25%,2.29%,-0.68%,-0.68%,0,2.15%,-6.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/13/2022,2.741,00,,,,,,,,,,2.12%,2.741,00,58.10,3.185,83,1.786,81,2.704,94,68%,16%,1.82%,3.25%,2.32%,0.62%,0.62%,0,2.15%,-7.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/14/2022,2.694,00,,,,,,,,,,2.16%,2.694,00,58.10,3.185,83,1.786,81,2.704,94,65%,18%,1.82%,3.25%,2.36%,2.38%,2.38%,0,2.15%,-9.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/17/2022,2.730,00,,,,,,,,,,2.13%,2.730,00,58.10,3.185,83,1.786,81,2.704,94,67%,17%,1.82%,3.25%,2.33%,1.03%,1.03%,0,2.15%,-8.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/18/2022,2.692,00,,,,,,,,,,2.16%,2.692,00,58.10,3.185,83,1.786,81,2.704,94,65%,18%,1.82%,3.25%,2.36%,2.45%,2.45%,0,2.15%,-9.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/19/2022,2.723,00,,,,,,,,,,2.13%,2.723,00,58.10,3.185,83,1.786,81,2.704,94,67%,17%,1.82%,3.25%,2.34%,1.29%,1.29%,0,2.15%,-8.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/20/2022,2.744,00,,,,,,,,,,2.12%,2.744,00,58.10,3.185,83,1.786,81,2.704,94,68%,16%,1.82%,3.25%,2.32%,0.51%,0.51%,0,2.15%,-7.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/21/2022,2.721,00,,,,,,,,,,2.14%,2.721,00,58.10,3.185,83,1.786,81,2.704,94,67%,17%,1.82%,3.25%,2.34%,1.36%,1.36%,0,2.15%,-8.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/24/2022,2.699,00,,,,,,,,,,2.15%,2.699,00,58.10,3.185,83,1.786,81,2.704,94,65%,18%,1.82%,3.25%,2.36%,2.19%,2.19%,0,2.15%,-9.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/25/2022,2.721,00,,,,,,,,,,2.14%,2.721,00,58.10,3.185,83,1.786,81,2.704,94,67%,17%,1.82%,3.25%,2.34%,1.36%,1.36%,0,2.15%,-8.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/26/2022,2.754,00,,,,,,,,,,2.11%,2.754,00,58.10,3.185,83,1.786,81,2.704,94,69%,16%,1.82%,3.25%,2.31%,0.15%,0.15%,0,2.15%,-7.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/27/2022,2.776,00,,,,,,,,,,2.09%,2.776,00,58.10,3.185,83,1.786,81,2.704,94,71%,15%,1.82%,3.25%,2.29%,-0.65%,-0.65%,0,2.15%,-6.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/28/2022,2.786,00,,,,,,,,,,2.09%,2.786,00,58.10,3.185,83,1.786,81,2.704,94,71%,14%,1.82%,3.25%,2.28%,-1.01%,-1.01%,0,2.15%,-6.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/31/2022,2.767,00,,,,,,,,,,2.10%,2.767,00,58.10,3.185,83,1.786,81,2.704,94,70%,15%,1.82%,3.25%,2.30%,-0.33%,-0.33%,0,2.15%,-6.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/1/2022,2.775,00,,,,,,,,,,2.09%,2.775,00,58.10,3.185,83,1.786,81,2.704,94,71%,15%,1.82%,3.25%,2.29%,-0.61%,-0.61%,0,2.15%,-6.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/2/2022,2.814,00,,,,,,,,,,2.06%,2.814,00,58.10,3.185,83,1.786,81,2.704,94,73%,13%,1.82%,3.25%,2.26%,-1.99%,-1.99%,0,2.15%,-5.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/3/2022,2.728,00,,,,,,,,,,2.13%,2.728,00,58.10,3.185,83,1.786,81,2.704,94,67%,17%,1.82%,3.25%,2.33%,1.10%,1.10%,0,2.15%,-8.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/4/2022,2.719,00,,,,,,,,,,2.14%,2.719,00,58.10,3.185,83,1.786,81,2.704,94,67%,17%,1.82%,3.25%,2.34%,1.43%,1.43%,0,2.15%,-8.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/7/2022,2.724,00,,,,,,,,,,2.13%,2.724,00,58.10,3.185,83,1.786,81,2.704,94,67%,17%,1.82%,3.25%,2.33%,1.25%,1.25%,0,2.15%,-8.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/8/2022,2.716,00,,,,,,,,,,2.14%,2.716,00,58.10,3.185,83,1.786,81,2.704,94,66%,17%,1.82%,3.25%,2.34%,1.55%,1.55%,0,2.15%,-8.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/9/2022,2.758,00,,,,,,,,,,2.11%,2.758,00,58.10,3.185,83,1.786,81,2.704,94,69%,16%,1.82%,3.25%,2.31%,0.00%,0.00%,0,2.15%,-7.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/10/2022,2.747,00,,,,,,,,,,2.12%,2.747,00,58.10,3.185,83,1.786,81,2.704,94,69%,16%,1.82%,3.25%,2.32%,0.40%,0.40%,0,2.15%,-7.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/11/2022,2.687,00,,,,,,,,,,2.16%,2.687,00,58.10,3.185,83,1.786,81,2.704,94,64%,19%,1.82%,3.25%,2.37%,2.64%,2.64%,0,2.15%,-9.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/14/2022,2.664,00,,,,,,,,,,2.18%,2.664,00,58.10,3.185,83,1.786,81,2.704,94,63%,20%,1.82%,3.25%,2.39%,3.53%,3.53%,0,2.15%,-10.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/15/2022,2.712,00,,,,,,,,,,2.14%,2.712,00,58.10,3.185,83,1.786,81,2.704,94,66%,17%,1.82%,3.25%,2.35%,1.70%,1.70%,0,2.15%,-8.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/16/2022,2.707,00,,,,,,,,,,2.15%,2.707,00,58.10,3.185,83,1.786,81,2.704,94,66%,18%,1.82%,3.25%,2.35%,1.88%,1.88%,0,2.15%,-8.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/17/2022,2.740,00,,,,,,,,,,2.12%,2.740,00,58.10,3.185,83,1.786,81,2.704,94,68%,16%,1.82%,3.25%,2.32%,0.66%,0.66%,0,2.15%,-7.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/18/2022,2.736,00,,,,,,,,,,2.12%,2.736,00,58.10,3.185,83,1.786,81,2.704,94,68%,16%,1.82%,3.25%,2.32%,0.80%,0.80%,0,2.15%,-7.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/21/2022,2.730,00,,,,,,,,,,2.13%,2.730,00,58.10,3.185,83,1.786,81,2.704,94,67%,17%,1.82%,3.25%,2.33%,1.03%,1.03%,0,2.15%,-8.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/22/2022,2.756,00,,,,,,,,,,2.11%,2.756,00,58.10,3.185,83,1.786,81,2.704,94,69%,16%,1.82%,3.25%,2.31%,0.07%,0.07%,0,2.15%,-7.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/23/2022,2.738,00,,,,,,,,,,2.12%,2.738,00,58.10,3.185,83,1.786,81,2.704,94,68%,16%,1.82%,3.25%,2.32%,0.73%,0.73%,0,2.15%,-7.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/24/2022,2.715,00,,,,,,,,,,2.14%,2.715,00,58.10,3.185,83,1.786,81,2.704,94,66%,17%,1.82%,3.25%,2.34%,1.58%,1.58%,0,2.15%,-8.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/25/2022,2.760,00,,,,,,,,,,2.11%,2.760,00,58.10,3.185,83,1.786,81,2.704,94,70%,15%,1.82%,3.25%,2.30%,-0.07%,-0.07%,0,2.15%,-7.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,2/28/2022,2.969,00,,,,,,,,,,1.96%,2.969,00,58.10,3.185,83,1.786,81,2.704,94,85%,7%,1.82%,3.25%,2.14%,-7.11%,-7.11%,0,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/1/2022,2.902,00,,,,,,,,,,2.00%,2.902,00,58.10,3.185,83,1.786,81,2.704,94,80%,10%,1.82%,3.25%,2.19%,-4.96%,-4.96%,0,2.15%,-2.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/2/2022,2.933,00,,,,,,,,,,1.98%,2.933,00,58.10,3.185,83,1.786,81,2.704,94,82%,9%,1.82%,3.25%,2.17%,-5.97%,-5.97%,0,2.15%,-1.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/3/2022,2.820,00,,,,,,,,,,2.06%,2.820,00,58.10,3.185,83,1.786,81,2.704,94,74%,13%,1.82%,3.25%,2.26%,-2.20%,-2.20%,0,2.15%,-5.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/4/2022,2.798,00,,,,,,,,,,2.08%,2.798,00,58.10,3.185,83,1.786,81,2.704,94,72%,14%,1.82%,3.25%,2.27%,-1.43%,-1.43%,0,2.15%,-5.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/7/2022,2.830,00,,,,,,,,,,2.05%,2.830,00,58.10,3.185,83,1.786,81,2.704,94,75%,13%,1.82%,3.25%,2.25%,-2.54%,-2.54%,0,2.15%,-4.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/8/2022,2.746,00,,,,,,,,,,2.12%,2.746,00,58.10,3.185,83,1.786,81,2.704,94,69%,16%,1.82%,3.25%,2.32%,0.44%,0.44%,0,2.15%,-7.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/9/2022,2.794,00,,,,,,,,,,2.08%,2.794,00,58.10,3.185,83,1.786,81,2.704,94,72%,14%,1.82%,3.25%,2.28%,-1.29%,-1.29%,0,2.15%,-5.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/10/2022,2.776,00,,,,,,,,,,2.09%,2.776,00,58.10,3.185,83,1.786,81,2.704,94,71%,15%,1.82%,3.25%,2.29%,-0.65%,-0.65%,0,2.15%,-6.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/11/2022,2.760,00,,,,,,,,,,2.11%,2.760,00,58.10,3.185,83,1.786,81,2.704,94,70%,15%,1.82%,3.25%,2.30%,-0.07%,-0.07%,0,2.15%,-7.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/14/2022,2.818,00,,,,,,,,,,2.06%,2.818,00,58.10,3.185,83,1.786,81,2.704,94,74%,13%,1.82%,3.25%,2.26%,-2.13%,-2.13%,0,2.15%,-5.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/15/2022,2.800,00,,,,,,,,,,2.08%,2.800,00,58.10,3.185,83,1.786,81,2.704,94,72%,14%,1.82%,3.25%,2.27%,-1.50%,-1.50%,0,2.15%,-5.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/16/2022,2.832,00,,,,,,,,,,2.05%,2.832,00,58.10,3.185,83,1.786,81,2.704,94,75%,12%,1.82%,3.25%,2.25%,-2.61%,-2.61%,0,2.15%,-4.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/17/2022,2.870,00,,,,,,,,,,2.02%,2.870,00,58.10,3.185,83,1.786,81,2.704,94,77%,11%,1.82%,3.25%,2.22%,-3.90%,-3.90%,0,2.15%,-3.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/18/2022,2.889,00,,,,,,,,,,2.01%,2.889,00,58.10,3.185,83,1.786,81,2.704,94,79%,10%,1.82%,3.25%,2.20%,-4.53%,-4.53%,0,2.15%,-2.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/21/2022,2.868,00,,,,,,,,,,2.03%,2.868,00,58.10,3.185,83,1.786,81,2.704,94,77%,11%,1.82%,3.25%,2.22%,-3.84%,-3.84%,0,2.15%,-3.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/22/2022,2.891,00,,,,,,,,,,2.01%,2.891,00,58.10,3.185,83,1.786,81,2.704,94,79%,10%,1.82%,3.25%,2.20%,-4.60%,-4.60%,0,2.15%,-2.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/23/2022,2.900,00,,,,,,,,,,2.00%,2.900,00,58.10,3.185,83,1.786,81,2.704,94,80%,10%,1.82%,3.25%,2.19%,-4.90%,-4.90%,0,2.15%,-2.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/24/2022,2.891,00,,,,,,,,,,2.01%,2.891,00,58.10,3.185,83,1.786,81,2.704,94,79%,10%,1.82%,3.25%,2.20%,-4.60%,-4.60%,0,2.15%,-2.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/25/2022,2.899,00,,,,,,,,,,2.00%,2.899,00,58.10,3.185,83,1.786,81,2.704,94,79%,10%,1.82%,3.25%,2.19%,-4.86%,-4.86%,0,2.15%,-2.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/28/2022,2.905,00,,,,,,,,,,2.00%,2.905,00,58.10,3.185,83,1.786,81,2.704,94,80%,10%,1.82%,3.25%,2.19%,-5.06%,-5.06%,0,2.15%,-2.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/29/2022,2.949,00,,,,,,,,,,1.97%,2.949,00,58.10,3.185,83,1.786,81,2.704,94,83%,8%,1.82%,3.25%,2.16%,-6.48%,-6.48%,0,2.15%,-0.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/30/2022,2.957,00,,,,,,,,,,1.96%,2.957,00,58.10,3.185,83,1.786,81,2.704,94,84%,8%,1.82%,3.25%,2.15%,-6.73%,-6.73%,0,2.15%,-0.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,3/31/2022,2.968,00,,,,,,,,,,1.96%,2.968,00,58.10,3.185,83,1.786,81,2.704,94,84%,7%,1.82%,3.25%,2.14%,-7.08%,-7.08%,0,2.15%,-0.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/1/2022,2.991,00,,,,,,,,,,1.94%,2.991,00,58.10,3.185,83,1.786,81,2.704,94,86%,7%,1.82%,3.25%,2.13%,-7.79%,-7.79%,0,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/4/2022,3.033,00,,,,,,,,,,1.92%,3.033,00,58.10,3.185,83,1.786,81,2.704,94,89%,5%,1.82%,3.25%,2.10%,-9.07%,-9.07%,0,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/5/2022,3.080,00,,,,,,,,,,1.89%,3.080,00,58.10,3.185,83,1.786,81,2.704,94,92%,3%,1.82%,3.25%,2.06%,-10.45%,-10.45%,0,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/6/2022,3.083,00,,,,,,,,,,1.88%,3.083,00,58.10,3.185,83,1.786,81,2.704,94,93%,3%,1.82%,3.25%,2.06%,-10.54%,-10.54%,0,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/7/2022,3.115,00,,,,,,,,,,1.87%,3.115,00,58.10,3.185,83,1.786,81,2.704,94,95%,2%,1.82%,3.25%,2.04%,-11.46%,-11.46%,0,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/8/2022,3.111,00,,,,,,,,,,1.87%,3.111,00,58.10,3.185,83,1.786,81,2.704,94,95%,2%,1.82%,3.25%,2.04%,-11.35%,-11.35%,0,2.15%,-0.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/11/2022,3.069,00,,,,,,,,,,1.89%,3.069,00,58.10,3.185,83,1.786,81,2.704,94,92%,4%,1.82%,3.25%,2.07%,-10.13%,-10.13%,0,2.15%,-1.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/12/2022,3.090,00,,,,,,,,,,1.88%,3.090,00,58.10,3.185,83,1.786,81,2.704,94,93%,3%,1.82%,3.25%,2.06%,-10.74%,-10.74%,0,2.15%,-0.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/13/2022,3.073,00,,,,,,,,,,1.89%,3.073,00,58.10,3.185,83,1.786,81,2.704,94,92%,4%,1.82%,3.25%,2.07%,-10.25%,-10.25%,0,2.15%,-1.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/14/2022,3.065,00,,,,,,,,,,1.90%,3.065,00,58.10,3.185,83,1.786,81,2.704,94,91%,4%,1.82%,3.25%,2.08%,-10.02%,-10.02%,0,2.15%,-1.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/19/2022,3.067,00,,,,,,,,,,1.89%,3.067,00,58.10,3.185,83,1.786,81,2.704,94,92%,4%,1.82%,3.25%,2.07%,-10.07%,-10.07%,0,2.15%,-1.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/20/2022,3.086,00,,,,,,,,,,1.88%,3.086,00,58.10,3.185,83,1.786,81,2.704,94,93%,3%,1.82%,3.25%,2.06%,-10.63%,-10.63%,0,2.15%,-0.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/21/2022,3.163,00,,,,,,,,,,1.84%,3.163,00,58.10,3.185,83,1.786,81,2.704,94,98%,1%,1.82%,3.25%,2.01%,-12.80%,-12.80%,0,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/22/2022,3.082,00,,,,,,,,,,1.89%,3.082,00,58.10,3.185,83,1.786,81,2.704,94,93%,3%,1.82%,3.25%,2.06%,-10.51%,-10.51%,0,2.15%,-2.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/25/2022,3.038,00,,,,,,,,,,1.91%,3.038,00,58.10,3.185,83,1.786,81,2.704,94,89%,5%,1.82%,3.25%,2.09%,-9.22%,-9.22%,0,2.15%,-3.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/26/2022,3.032,00,,,,,,,,,,1.92%,3.032,00,58.10,3.185,83,1.786,81,2.704,94,89%,5%,1.82%,3.25%,2.10%,-9.04%,-9.04%,0,2.15%,-4.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/27/2022,3.067,00,,,,,,,,,,1.89%,3.067,00,58.10,3.185,83,1.786,81,2.704,94,92%,4%,1.82%,3.25%,2.07%,-10.07%,-10.07%,0,2.15%,-3.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/28/2022,3.083,00,,,,,,,,,,1.88%,3.083,00,58.10,3.185,83,1.786,81,2.704,94,93%,3%,1.82%,3.25%,2.06%,-10.54%,-10.54%,0,2.15%,-2.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,4/29/2022,3.103,00,,,,,,,,,,1.87%,3.103,00,58.10,3.185,83,1.786,81,2.704,94,94%,3%,1.82%,3.25%,2.05%,-11.12%,-11.12%,0,2.15%,-1.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/2/2022,,,,,,,,,,,1.87%,3.103,00,58.10,3.185,83,1.786,81,2.704,94,94%,3%,1.82%,3.25%,2.05%,-11.12%,-11.12%,0,2.15%,-1.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/3/2022,3.097,00,,,,,,,,,,1.88%,3.097,00,58.10,3.185,83,1.786,81,2.704,94,94%,3%,1.82%,3.25%,2.05%,-10.95%,-10.95%,0,2.15%,-2.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/4/2022,3.094,00,,,,,,,,,,1.88%,3.094,00,58.10,3.185,83,1.786,81,2.704,94,93%,3%,1.82%,3.25%,2.06%,-10.86%,-10.86%,0,2.15%,-2.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/5/2022,3.108,00,,,,,,,,,,1.87%,3.108,00,58.10,3.185,83,1.786,81,2.704,94,94%,3%,1.82%,3.25%,2.05%,-11.26%,-11.26%,0,2.15%,-1.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/6/2022,3.028,00,,,,,,,,,,1.92%,3.028,00,58.10,3.185,83,1.786,81,2.704,94,89%,5%,1.82%,3.25%,2.10%,-8.92%,-8.92%,0,2.15%,-4.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/9/2022,2.990,00,,,,,,,,,,1.94%,2.990,00,58.10,3.185,83,1.786,81,2.704,94,86%,7%,1.82%,3.25%,2.13%,-7.76%,-7.76%,0,2.15%,-5.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/10/2022,2.968,00,,,,,,,,,,1.96%,2.968,00,58.10,3.185,83,1.786,81,2.704,94,84%,7%,1.82%,3.25%,2.14%,-7.08%,-7.08%,0,2.15%,-6.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/11/2022,2.905,00,,,,,,,,,,2.00%,2.905,00,58.10,3.185,83,1.786,81,2.704,94,80%,10%,1.82%,3.25%,2.19%,-5.06%,-5.06%,0,2.15%,-8.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/12/2022,2.888,00,,,,,,,,,,2.01%,2.888,00,58.10,3.185,83,1.786,81,2.704,94,79%,10%,1.82%,3.25%,2.20%,-4.50%,-4.50%,0,2.15%,-8.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/13/2022,2.932,00,,,,,,,,,,1.98%,2.932,00,58.10,3.185,83,1.786,81,2.704,94,82%,9%,1.82%,3.25%,2.17%,-5.93%,-5.93%,0,2.15%,-7.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/16/2022,2.954,00,,,,,,,,,,1.97%,2.954,00,58.10,3.185,83,1.786,81,2.704,94,83%,8%,1.82%,3.25%,2.15%,-6.64%,-6.64%,0,2.15%,-6.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/17/2022,2.962,00,,,,,,,,,,1.96%,2.962,00,58.10,3.185,83,1.786,81,2.704,94,84%,8%,1.82%,3.25%,2.15%,-6.89%,-6.89%,0,2.15%,-6.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/18/2022,2.919,00,,,,,,,,,,1.99%,2.919,00,58.10,3.185,83,1.786,81,2.704,94,81%,9%,1.82%,3.25%,2.18%,-5.52%,-5.52%,0,2.15%,-7.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/19/2022,2.767,00,,,,,,,,,,2.10%,2.767,00,58.10,3.185,83,1.786,81,2.704,94,70%,15%,1.82%,3.25%,2.30%,-0.33%,-0.33%,0,2.15%,-12.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/20/2022,2.815,00,,,,,,,,,,2.06%,2.815,00,58.10,3.185,83,1.786,81,2.704,94,73%,13%,1.82%,3.25%,2.26%,-2.02%,-2.02%,0,2.15%,-11.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/23/2022,2.837,00,,,,,,,,,,2.05%,2.837,00,58.10,3.185,83,1.786,81,2.704,94,75%,12%,1.82%,3.25%,2.24%,-2.78%,-2.78%,0,2.15%,-10.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/24/2022,2.829,00,,,,,,,,,,2.05%,2.829,00,58.10,3.185,83,1.786,81,2.704,94,74%,13%,1.82%,3.25%,2.25%,-2.51%,-2.51%,0,2.15%,-10.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,5/25/2022,2.841,00,,,,,,,,,,2.05%,2.841,00,58.10,3.185,83,1.786,81,2.704,94,75%,12%,1.82%,3.25%,2.24%,-2.92%,-2.92%,0,2.15%,-10.18%,,,,,,,,,,,,
