,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,BNZL LN,Bunzl PLC,,,,,,,,,,27%,47%,$2.758,00,$  2.278,88,$  3.449,84,$       3.714,00,$   4.063,17,4.04%,1.82%,2.27%,4.98%,115.97%,115.97%,130%,,,,,,,NO,,,3.62%,1.64%,1.98%,0.03%,66
,,,,,,,,,,,,,,,,,,2017,11/17/2017,2.159,00,,,2/12/2024,,2/12/2024,,,,,1.99%,2.159,00,43.00,2.357,84,1.322,42,2.001,93,81%,9%,1.82%,3.25%,2.95%,27.74%,34.26%,140.7,2.15%,-12.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/20/2017,2.190,00,,,2/19/2024,,2/20/2024,,,,,1.96%,2.190,00,43.00,2.357,84,1.322,42,2.001,93,84%,8%,1.82%,3.25%,2.90%,25.94%,32.36%,140.7,2.15%,-11.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/21/2017,2.158,00,,,2/26/2024,,2/26/2024,,,,,1.99%,2.158,00,43.00,2.357,84,1.322,42,2.001,93,81%,9%,1.82%,3.25%,2.95%,27.80%,34.32%,140.7,2.15%,-12.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/22/2017,2.161,00,,,3/4/2024,,3/4/2024,,,,,1.99%,2.161,00,43.00,2.357,84,1.322,42,2.001,93,81%,9%,1.82%,3.25%,2.94%,27.63%,34.14%,140.7,2.15%,-12.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/23/2017,2.167,00,,,3/11/2024,,3/11/2024,,,,,1.98%,2.167,00,43.00,2.357,84,1.322,42,2.001,93,82%,9%,1.82%,3.25%,2.93%,27.27%,33.77%,140.7,2.15%,-12.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/24/2017,2.136,00,,,3/18/2024,,3/18/2024,,,,,2.01%,2.136,00,43.00,2.357,84,1.322,42,2.001,93,79%,10%,1.82%,3.25%,2.98%,29.12%,35.71%,140.7,2.15%,-13.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/27/2017,2.128,00,,,3/25/2024,,3/25/2024,,,,,2.02%,2.128,00,43.00,2.357,84,1.322,42,2.001,93,78%,11%,1.82%,3.25%,2.99%,29.61%,36.22%,140.7,2.15%,-13.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/28/2017,2.130,00,,,4/2/2024,,4/1/2024,,,,,2.02%,2.130,00,43.00,2.357,84,1.322,42,2.001,93,78%,11%,1.82%,3.25%,2.99%,29.48%,36.09%,140.7,2.15%,-13.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/29/2017,2.108,00,,,4/8/2024,,4/8/2024,,,,,2.04%,2.108,00,43.00,2.357,84,1.322,42,2.001,93,76%,12%,1.82%,3.25%,3.02%,30.83%,37.51%,140.7,2.15%,-14.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/30/2017,2.115,00,,,4/15/2024,,4/15/2024,,,,,2.03%,2.115,00,43.00,2.357,84,1.322,42,2.001,93,77%,11%,1.82%,3.25%,3.01%,30.40%,37.05%,140.7,2.15%,-14.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/1/2017,2.074,00,,,4/22/2024,,4/22/2024,,,,,2.07%,2.074,00,43.00,2.357,84,1.322,42,2.001,93,73%,14%,1.82%,3.25%,3.07%,32.98%,39.76%,140.7,2.15%,-15.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/4/2017,2.088,00,,,4/29/2024,,4/29/2024,,,,,2.06%,2.088,00,43.00,2.357,84,1.322,42,2.001,93,74%,13%,1.82%,3.25%,3.05%,32.09%,38.83%,140.7,2.15%,-15.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/5/2017,2.085,00,,,5/6/2024,,5/6/2024,,,,,2.06%,2.085,00,43.00,2.357,84,1.322,42,2.001,93,74%,13%,1.82%,3.25%,3.05%,32.28%,39.03%,140.7,2.15%,-15.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/6/2017,2.083,00,,,5/13/2024,,5/13/2024,,,,,2.06%,2.083,00,43.00,2.357,84,1.322,42,2.001,93,73%,13%,1.82%,3.25%,3.05%,32.41%,39.16%,140.7,2.15%,-15.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/7/2017,2.071,00,,,5/20/2024,,5/20/2024,,,,,2.08%,2.071,00,43.00,2.357,84,1.322,42,2.001,93,72%,14%,1.82%,3.25%,3.07%,33.17%,39.97%,140.7,2.15%,-15.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/8/2017,2.085,00,,,5/27/2024,,5/28/2024,,,,,2.06%,2.085,00,43.00,2.357,84,1.322,42,2.001,93,74%,13%,1.82%,3.25%,3.05%,32.28%,39.03%,140.7,2.15%,-15.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/11/2017,2.073,00,,,6/3/2024,,6/3/2024,,,,,2.07%,2.073,00,43.00,2.357,84,1.322,42,2.001,93,72%,14%,1.82%,3.25%,3.07%,33.04%,39.83%,140.7,2.15%,-15.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/12/2017,2.063,00,,,6/10/2024,,6/10/2024,,,,,2.08%,2.063,00,43.00,2.357,84,1.322,42,2.001,93,72%,14%,1.82%,3.25%,3.08%,33.69%,40.51%,140.7,2.15%,-16.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/13/2017,2.049,00,,,6/17/2024,,6/17/2024,,,,,2.10%,2.049,00,43.00,2.357,84,1.322,42,2.001,93,70%,15%,1.82%,3.25%,3.10%,34.60%,41.47%,140.7,2.15%,-16.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/14/2017,2.019,00,,,6/24/2024,,6/24/2024,,,,,2.13%,2.019,00,43.00,2.357,84,1.322,42,2.001,93,67%,17%,1.82%,3.25%,3.15%,36.60%,43.57%,140.7,2.15%,-18.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/15/2017,2.016,00,,,7/1/2024,,7/1/2024,,,,,2.13%,2.016,00,43.00,2.357,84,1.322,42,2.001,93,67%,17%,1.82%,3.25%,3.15%,36.81%,43.78%,140.7,2.15%,-18.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/18/2017,2.045,00,,,7/8/2024,,7/8/2024,,,,,2.10%,2.045,00,43.00,2.357,84,1.322,42,2.001,93,70%,15%,1.82%,3.25%,3.11%,34.87%,41.75%,140.7,2.15%,-17.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/19/2017,2.068,00,,,7/15/2024,,7/15/2024,,,,,2.08%,2.068,00,43.00,2.357,84,1.322,42,2.001,93,72%,14%,1.82%,3.25%,3.08%,33.37%,40.17%,140.7,2.15%,-16.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/20/2017,2.060,00,,,7/22/2024,,7/22/2024,,,,,2.09%,2.060,00,43.00,2.357,84,1.322,42,2.001,93,71%,14%,1.82%,3.25%,3.09%,33.88%,40.71%,140.7,2.15%,-16.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/21/2017,2.058,00,,,7/29/2024,,7/29/2024,,,,,2.09%,2.058,00,43.00,2.357,84,1.322,42,2.001,93,71%,15%,1.82%,3.25%,3.09%,34.01%,40.85%,140.7,2.15%,-16.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/22/2017,2.065,00,,,8/5/2024,,8/5/2024,,,,,2.08%,2.065,00,43.00,2.357,84,1.322,42,2.001,93,72%,14%,1.82%,3.25%,3.08%,33.56%,40.37%,140.7,2.15%,-16.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/27/2017,2.049,00,,,8/12/2024,,8/12/2024,,,,,2.10%,2.049,00,43.00,2.357,84,1.322,42,2.001,93,70%,15%,1.82%,3.25%,3.10%,34.60%,41.47%,140.7,2.15%,-16.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/28/2017,2.058,00,,,8/19/2024,,8/19/2024,,,,,2.09%,2.058,00,43.00,2.357,84,1.322,42,2.001,93,71%,15%,1.82%,3.25%,3.09%,34.01%,40.85%,140.7,2.15%,-16.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/29/2017,2.072,00,,,8/26/2024,,8/26/2024,,,,,2.08%,2.072,00,43.00,2.357,84,1.322,42,2.001,93,72%,14%,1.82%,3.25%,3.07%,33.11%,39.90%,140.7,2.15%,-15.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/2/2018,2.044,00,,,9/2/2024,,9/3/2024,,,,,2.31%,2.044,00,47.20,2.588,15,1.451,59,2.197,47,52%,27%,1.82%,3.25%,3.11%,34.93%,39.71%,97.7,2.15%,-17.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/3/2018,2.047,00,,,9/9/2024,,9/9/2024,,,,,2.31%,2.047,00,47.20,2.588,15,1.451,59,2.197,47,52%,26%,1.82%,3.25%,3.11%,34.73%,39.51%,97.7,2.15%,-16.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/4/2018,2.051,00,,,9/16/2024,,9/16/2024,,,,,2.30%,2.051,00,47.20,2.588,15,1.451,59,2.197,47,53%,26%,1.82%,3.25%,3.10%,34.47%,39.23%,97.7,2.15%,-16.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/5/2018,2.063,00,,,9/23/2024,,9/23/2024,,,,,2.29%,2.063,00,47.20,2.588,15,1.451,59,2.197,47,54%,25%,1.82%,3.25%,3.08%,33.69%,38.42%,97.7,2.15%,-16.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/8/2018,2.049,00,,,9/30/2024,,9/30/2024,,,,,2.30%,2.049,00,47.20,2.588,15,1.451,59,2.197,47,53%,26%,1.82%,3.25%,3.10%,34.60%,39.37%,97.7,2.15%,-16.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/9/2018,2.023,00,,,10/7/2024,,10/7/2024,,,,,2.33%,2.023,00,47.20,2.588,15,1.451,59,2.197,47,50%,28%,1.82%,3.25%,3.14%,36.33%,41.16%,97.7,2.15%,-17.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/10/2018,2.005,00,,,10/14/2024,,10/14/2024,,,,,2.35%,2.005,00,47.20,2.588,15,1.451,59,2.197,47,49%,29%,1.82%,3.25%,3.17%,37.56%,42.43%,97.7,2.15%,-18.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/11/2018,2.050,00,,,10/21/2024,,10/21/2024,,,,,2.30%,2.050,00,47.20,2.588,15,1.451,59,2.197,47,53%,26%,1.82%,3.25%,3.10%,34.54%,39.30%,97.7,2.15%,-16.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/12/2018,2.041,00,,,10/28/2024,,10/28/2024,,,,,2.31%,2.041,00,47.20,2.588,15,1.451,59,2.197,47,52%,27%,1.82%,3.25%,3.12%,35.13%,39.92%,97.7,2.15%,-17.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/15/2018,2.045,00,,,11/4/2024,,11/4/2024,,,,,2.31%,2.045,00,47.20,2.588,15,1.451,59,2.197,47,52%,27%,1.82%,3.25%,3.11%,34.87%,39.64%,97.7,2.15%,-17.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/16/2018,2.048,00,,,11/11/2024,,11/11/2024,,,,,2.30%,2.048,00,47.20,2.588,15,1.451,59,2.197,47,52%,26%,1.82%,3.25%,3.11%,34.67%,39.44%,97.7,2.15%,-16.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/17/2018,2.060,00,,,11/18/2024,,11/18/2024,,,,,2.29%,2.060,00,47.20,2.588,15,1.451,59,2.197,47,54%,26%,1.82%,3.25%,3.09%,33.88%,38.63%,97.7,2.15%,-16.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/18/2018,2.027,00,,,11/25/2024,,11/25/2024,,,,,2.33%,2.027,00,47.20,2.588,15,1.451,59,2.197,47,51%,28%,1.82%,3.25%,3.14%,36.06%,40.88%,97.7,2.15%,-17.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/19/2018,2.028,00,,,12/2/2024,,12/2/2024,,,,,2.33%,2.028,00,47.20,2.588,15,1.451,59,2.197,47,51%,28%,1.82%,3.25%,3.14%,36.00%,40.81%,97.7,2.15%,-17.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/22/2018,1.990,50,,,12/9/2024,,12/9/2024,,,,,2.37%,1.990,50,47.20,2.588,15,1.451,59,2.197,47,47%,30%,1.82%,3.25%,3.20%,38.56%,43.47%,97.7,2.15%,-19.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/23/2018,1.957,00,,,12/16/2024,,12/16/2024,,,,,2.41%,1.957,00,47.20,2.588,15,1.451,59,2.197,47,44%,32%,1.82%,3.25%,3.25%,40.93%,45.92%,97.7,2.15%,-20.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/24/2018,1.941,00,,,12/23/2024,,12/23/2024,,,,,2.43%,1.941,00,47.20,2.588,15,1.451,59,2.197,47,43%,33%,1.82%,3.25%,3.28%,42.09%,47.13%,97.7,2.15%,-21.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/25/2018,2.009,00,,,12/30/2024,,12/30/2024,,,,,2.35%,2.009,00,47.20,2.588,15,1.451,59,2.197,47,49%,29%,1.82%,3.25%,3.17%,37.28%,42.15%,97.7,2.15%,-18.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/26/2018,2.059,00,,,1/6/2025,,1/6/2025,,,,,2.29%,2.059,00,47.20,2.588,15,1.451,59,2.197,47,53%,26%,1.82%,3.25%,3.09%,33.95%,38.69%,97.7,2.15%,-16.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/29/2018,2.062,00,,,1/13/2025,,1/13/2025,,,,,2.29%,2.062,00,47.20,2.588,15,1.451,59,2.197,47,54%,26%,1.82%,3.25%,3.08%,33.75%,38.49%,97.7,2.15%,-16.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/30/2018,2.060,00,,,1/20/2025,,1/21/2025,,,,,2.29%,2.060,00,47.20,2.588,15,1.451,59,2.197,47,54%,26%,1.82%,3.25%,3.09%,33.88%,38.63%,97.7,2.15%,-16.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/31/2018,2.060,00,,,1/27/2025,,1/27/2025,,,,,2.29%,2.060,00,47.20,2.588,15,1.451,59,2.197,47,54%,26%,1.82%,3.25%,3.09%,33.88%,38.63%,97.7,2.15%,-16.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/1/2018,2.066,00,,,2/3/2025,,2/3/2025,,,,,2.28%,2.066,00,47.20,2.588,15,1.451,59,2.197,47,54%,25%,1.82%,3.25%,3.08%,33.49%,38.22%,97.7,2.15%,-16.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/2/2018,2.061,00,,,2/10/2025,,2/10/2025,,,,,2.29%,2.061,00,47.20,2.588,15,1.451,59,2.197,47,54%,26%,1.82%,3.25%,3.09%,33.82%,38.56%,97.7,2.15%,-16.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/5/2018,2.060,00,,,2/17/2025,,2/18/2025,,,,,2.29%,2.060,00,47.20,2.588,15,1.451,59,2.197,47,54%,26%,1.82%,3.25%,3.09%,33.88%,38.63%,97.7,2.15%,-16.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/6/2018,2.025,00,,,2/24/2025,,2/24/2025,,,,,2.33%,2.025,00,47.20,2.588,15,1.451,59,2.197,47,50%,28%,1.82%,3.25%,3.14%,36.20%,41.02%,97.7,2.15%,-17.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/7/2018,2.046,00,,,3/3/2025,,3/3/2025,,,,,2.31%,2.046,00,47.20,2.588,15,1.451,59,2.197,47,52%,26%,1.82%,3.25%,3.11%,34.80%,39.57%,97.7,2.15%,-17.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/8/2018,2.058,00,,,3/10/2025,,3/10/2025,,,,,2.29%,2.058,00,47.20,2.588,15,1.451,59,2.197,47,53%,26%,1.82%,3.25%,3.09%,34.01%,38.76%,97.7,2.15%,-16.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/9/2018,2.023,00,,,3/17/2025,,3/17/2025,,,,,2.33%,2.023,00,47.20,2.588,15,1.451,59,2.197,47,50%,28%,1.82%,3.25%,3.14%,36.33%,41.16%,97.7,2.15%,-17.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/12/2018,2.034,00,,,3/24/2025,,3/24/2025,,,,,2.32%,2.034,00,47.20,2.588,15,1.451,59,2.197,47,51%,27%,1.82%,3.25%,3.13%,35.59%,40.40%,97.7,2.15%,-17.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/13/2018,2.006,00,,,3/31/2025,,3/31/2025,,,,,2.35%,2.006,00,47.20,2.588,15,1.451,59,2.197,47,49%,29%,1.82%,3.25%,3.17%,37.49%,42.36%,97.7,2.15%,-18.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/14/2018,2.031,00,,,4/7/2025,,4/7/2025,,,,,2.32%,2.031,00,47.20,2.588,15,1.451,59,2.197,47,51%,27%,1.82%,3.25%,3.13%,35.80%,40.61%,97.7,2.15%,-17.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/15/2018,2.036,00,,,4/14/2025,,4/14/2025,,,,,2.32%,2.036,00,47.20,2.588,15,1.451,59,2.197,47,51%,27%,1.82%,3.25%,3.12%,35.46%,40.26%,97.7,2.15%,-17.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/16/2018,2.034,00,,,4/22/2025,,4/21/2025,,,,,2.32%,2.034,00,47.20,2.588,15,1.451,59,2.197,47,51%,27%,1.82%,3.25%,3.13%,35.59%,40.40%,97.7,2.15%,-17.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/19/2018,2.000,00,,,4/28/2025,,4/28/2025,,,,,2.36%,2.000,00,47.20,2.588,15,1.451,59,2.197,47,48%,29%,1.82%,3.25%,3.18%,37.90%,42.79%,97.7,2.15%,-18.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/20/2018,2.000,00,,,5/5/2025,,5/5/2025,,,,,2.36%,2.000,00,47.20,2.588,15,1.451,59,2.197,47,48%,29%,1.82%,3.25%,3.18%,37.90%,42.79%,97.7,2.15%,-18.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/21/2018,1.995,00,,,5/12/2025,,5/12/2025,,,,,2.37%,1.995,00,47.20,2.588,15,1.451,59,2.197,47,48%,30%,1.82%,3.25%,3.19%,38.25%,43.14%,97.7,2.15%,-19.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/22/2018,1.990,00,,,5/19/2025,,5/19/2025,,,,,2.37%,1.990,00,47.20,2.588,15,1.451,59,2.197,47,47%,30%,1.82%,3.25%,3.20%,38.59%,43.50%,97.7,2.15%,-19.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/23/2018,2.011,00,,,5/26/2025,,5/27/2025,,,,,2.35%,2.011,00,47.20,2.588,15,1.451,59,2.197,47,49%,29%,1.82%,3.25%,3.16%,37.15%,42.00%,97.7,2.15%,-18.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/26/2018,1.975,00,,,6/2/2025,,6/2/2025,,,,,2.39%,1.975,00,47.20,2.588,15,1.451,59,2.197,47,46%,31%,1.82%,3.25%,3.22%,39.65%,44.59%,97.7,2.15%,-19.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/27/2018,1.969,50,,,6/9/2025,,6/9/2025,,,,,2.40%,1.969,50,47.20,2.588,15,1.451,59,2.197,47,46%,31%,1.82%,3.25%,3.23%,40.04%,45.00%,97.7,2.15%,-20.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/28/2018,1.955,00,,,6/16/2025,,6/16/2025,,,,,2.41%,1.955,00,47.20,2.588,15,1.451,59,2.197,47,44%,32%,1.82%,3.25%,3.25%,41.07%,46.07%,97.7,2.15%,-20.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/1/2018,1.936,00,,,6/23/2025,,6/23/2025,,,,,2.44%,1.936,00,47.20,2.588,15,1.451,59,2.197,47,43%,34%,1.82%,3.25%,3.29%,42.46%,47.51%,97.7,2.15%,-21.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/2/2018,1.950,00,,,6/30/2025,,6/30/2025,,,,,2.42%,1.950,00,47.20,2.588,15,1.451,59,2.197,47,44%,33%,1.82%,3.25%,3.26%,41.44%,46.45%,97.7,2.15%,-20.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/5/2018,1.963,00,,,7/7/2025,,7/7/2025,,,,,2.40%,1.963,00,47.20,2.588,15,1.451,59,2.197,47,45%,32%,1.82%,3.25%,3.24%,40.50%,45.48%,97.7,2.15%,-20.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/6/2018,1.982,50,,,7/14/2025,,7/14/2025,,,,,2.38%,1.982,50,47.20,2.588,15,1.451,59,2.197,47,47%,31%,1.82%,3.25%,3.21%,39.12%,44.05%,97.7,2.15%,-19.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/7/2018,1.995,00,,,7/21/2025,,7/21/2025,,,,,2.37%,1.995,00,47.20,2.588,15,1.451,59,2.197,47,48%,30%,1.82%,3.25%,3.19%,38.25%,43.14%,97.7,2.15%,-19.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/8/2018,2.020,00,,,7/28/2025,,7/28/2025,,,,,2.34%,2.020,00,47.20,2.588,15,1.451,59,2.197,47,50%,28%,1.82%,3.25%,3.15%,36.53%,41.37%,97.7,2.15%,-18.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/9/2018,2.040,00,,,8/4/2025,,8/4/2025,,,,,2.31%,2.040,00,47.20,2.588,15,1.451,59,2.197,47,52%,27%,1.82%,3.25%,3.12%,35.20%,39.99%,97.7,2.15%,-17.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/12/2018,2.045,00,,,8/11/2025,,8/11/2025,,,,,2.31%,2.045,00,47.20,2.588,15,1.451,59,2.197,47,52%,27%,1.82%,3.25%,3.11%,34.87%,39.64%,97.7,2.15%,-17.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/13/2018,2.063,00,,,8/18/2025,,8/18/2025,,,,,2.29%,2.063,00,47.20,2.588,15,1.451,59,2.197,47,54%,25%,1.82%,3.25%,3.08%,33.69%,38.42%,97.7,2.15%,-16.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/14/2018,2.050,00,,,8/25/2025,,8/25/2025,,,,,2.30%,2.050,00,47.20,2.588,15,1.451,59,2.197,47,53%,26%,1.82%,3.25%,3.10%,34.54%,39.30%,97.7,2.15%,-16.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/15/2018,2.045,00,,,9/1/2025,,9/2/2025,,,,,2.31%,2.045,00,47.20,2.588,15,1.451,59,2.197,47,52%,27%,1.82%,3.25%,3.11%,34.87%,39.64%,97.7,2.15%,-17.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/16/2018,2.045,00,,,9/8/2025,,9/8/2025,,,,,2.31%,2.045,00,47.20,2.588,15,1.451,59,2.197,47,52%,27%,1.82%,3.25%,3.11%,34.87%,39.64%,97.7,2.15%,-17.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/19/2018,2.032,00,,,9/15/2025,,9/15/2025,,,,,2.32%,2.032,00,47.20,2.588,15,1.451,59,2.197,47,51%,27%,1.82%,3.25%,3.13%,35.73%,40.54%,97.7,2.15%,-17.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/20/2018,2.059,00,,,9/22/2025,,9/22/2025,,,,,2.29%,2.059,00,47.20,2.588,15,1.451,59,2.197,47,53%,26%,1.82%,3.25%,3.09%,33.95%,38.69%,97.7,2.15%,-16.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/21/2018,2.038,00,,,9/29/2025,,9/29/2025,,,,,2.32%,2.038,00,47.20,2.588,15,1.451,59,2.197,47,52%,27%,1.82%,3.25%,3.12%,35.33%,40.12%,97.7,2.15%,-17.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/22/2018,2.006,00,,,10/6/2025,,10/6/2025,,,,,2.35%,2.006,00,47.20,2.588,15,1.451,59,2.197,47,49%,29%,1.82%,3.25%,3.17%,37.49%,42.36%,97.7,2.15%,-18.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/23/2018,1.994,50,,,10/13/2025,,10/13/2025,,,,,2.37%,1.994,50,47.20,2.588,15,1.451,59,2.197,47,48%,30%,1.82%,3.25%,3.19%,38.28%,43.18%,97.7,2.15%,-19.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/26/2018,1.982,00,,,10/20/2025,,10/20/2025,,,,,2.38%,1.982,00,47.20,2.588,15,1.451,59,2.197,47,47%,31%,1.82%,3.25%,3.21%,39.15%,44.08%,97.7,2.15%,-19.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/27/2018,2.026,00,,,10/27/2025,,10/27/2025,,,,,2.33%,2.026,00,47.20,2.588,15,1.451,59,2.197,47,51%,28%,1.82%,3.25%,3.14%,36.13%,40.95%,97.7,2.15%,-17.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/28/2018,2.067,00,,,11/3/2025,,11/3/2025,,,,,2.28%,2.067,00,47.20,2.588,15,1.451,59,2.197,47,54%,25%,1.82%,3.25%,3.08%,33.43%,38.16%,97.7,2.15%,-16.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/29/2018,2.095,00,,,11/10/2025,,11/10/2025,,,,,2.25%,2.095,00,47.20,2.588,15,1.451,59,2.197,47,57%,24%,1.82%,3.25%,3.04%,31.65%,36.31%,97.7,2.15%,-15.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/3/2018,2.069,00,,,11/17/2025,,11/17/2025,,,,,2.28%,2.069,00,47.20,2.588,15,1.451,59,2.197,47,54%,25%,1.82%,3.25%,3.07%,33.30%,38.02%,97.7,2.15%,-16.06%,,,,,,,,,,,,
