,,,,,,,,,,,,,,,,,90%,NO,4.49%,11/10/2017,,,,,,,,,,$  3.360,05,65%,3.88%,$  4.703,58,$   1.899,49,$       1.509,00,$       993.77,1.26%,4.49%,2.35%,1.84%,-52.41%,-52.41%,-8%,,,,5Y CAGR,0.92%,,Derwent London PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,5.87%,,Derwent London PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Derwent London PLC - Rating: 10% - Upside: 131%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2016,2/8/2016,2.894,67,,,6/22/2015,,6/22/2015,,,,,1.54%,2.894,67,44.66,2.659,01,993.77,1.899,49,114%,-8%,1.68%,4.49%,2.73%,-29.59%,-21.66%,229.74,2.35%,-18.03%,,2022,77.50,2.72%,1/1/1992,1992,,25,2.62%,31,1586,1.15%
,,,,,,,,,,,,,,,,,,2016,2/9/2016,2.840,00,,,6/29/2015,,6/29/2015,,,,,1.57%,2.840,00,44.66,2.659,01,993.77,1.899,49,111%,-6%,1.68%,4.49%,2.78%,-28.24%,-20.15%,229.74,2.35%,-19.58%,,2023,79.00,1.94%,1/1/1993,1993,,26,2.67%,16,1602,0.59%
,,,,,,,,,,,,,,,,,,2016,2/10/2016,2.904,26,,,7/6/2015,,7/6/2015,,,,,1.54%,2.904,26,44.66,2.659,01,993.77,1.899,49,115%,-8%,1.68%,4.49%,2.72%,-29.83%,-21.92%,229.74,2.35%,-17.76%,,2024,79.00,0.00%,1/1/1994,1994,,27,2.72%,17,1619,0.63%
,,,,,,,,,,,,,,,,,,2016,2/11/2016,2.796,84,,,7/13/2015,,7/13/2015,,,,,1.60%,2.796,84,44.66,2.659,01,993.77,1.899,49,108%,-5%,1.68%,4.49%,2.82%,-27.13%,-18.92%,229.74,2.35%,-20.80%,,2025,79.00,0.00%,1/1/1995,1995,,28,2.77%,21,1640,0.78%
,,,,,,,,,,,,,,,,,,2016,2/12/2016,2.830,41,,,7/20/2015,,7/20/2015,,,,,1.58%,2.830,41,44.66,2.659,01,993.77,1.899,49,110%,-6%,1.68%,4.49%,2.79%,-28.00%,-19.88%,229.74,2.35%,-19.85%,,2026,79.00,0.00%,1/1/1996,1996,,29,2.82%,19,1659,0.70%
,,,,,,,,,,,,,,,,,,2016,2/15/2016,2.920,57,,,7/27/2015,,7/27/2015,,,,,1.53%,2.920,57,44.66,2.659,01,993.77,1.899,49,116%,-9%,1.68%,4.49%,2.70%,-30.22%,-22.35%,229.74,2.35%,-17.30%,,,,,1/1/1997,1997,,30,2.87%,9,1668,0.33%
,,,,,,,,,,,,,,,,,,2016,2/16/2016,2.887,00,,,8/3/2015,,8/3/2015,,,,,1.55%,2.887,00,44.66,2.659,01,993.77,1.899,49,114%,-8%,1.68%,4.49%,2.74%,-29.41%,-21.45%,229.74,2.35%,-18.25%,,,,,1/1/1998,1998,,31,2.92%,8,1676,0.30%
,,,,,,,,,,,,,,,,,,2016,2/17/2016,2.971,40,,,8/10/2015,,8/10/2015,,,,,1.50%,2.971,40,44.66,2.659,01,993.77,1.899,49,119%,-11%,1.68%,4.49%,2.66%,-31.41%,-23.68%,229.74,2.35%,-15.86%,,,,,1/1/1999,1999,,32,2.97%,11,1687,0.41%
,,,,,,,,,,,,,,,,,,2016,2/18/2016,2.953,18,,,8/17/2015,,8/17/2015,,,,,1.51%,2.953,18,44.66,2.659,01,993.77,1.899,49,118%,-10%,1.68%,4.49%,2.68%,-30.99%,-23.21%,229.74,2.35%,-16.38%,,,,,1/1/2000,2000,,33,3.02%,18,1705,0.67%
,,,,,,,,,,,,,,,,,,2016,2/19/2016,2.960,85,,,8/24/2015,,8/24/2015,,,,,1.51%,2.960,85,44.66,2.659,01,993.77,1.899,49,118%,-10%,1.68%,4.49%,2.67%,-31.17%,-23.41%,229.74,2.35%,-16.16%,,,,,1/1/2001,2001,,34,3.07%,14,1719,0.52%
,,,,,,,,,,,,,,,,,,2016,2/22/2016,2.894,67,,,9/1/2015,,8/31/2015,,,,,1.54%,2.894,67,44.66,2.659,01,993.77,1.899,49,114%,-8%,1.68%,4.49%,2.73%,-29.59%,-21.66%,229.74,2.35%,-18.03%,,,,,1/1/2002,2002,,35,3.12%,14,1733,0.52%
,,,,,,,,,,,,,,,,,,2016,2/23/2016,2.836,17,,,9/7/2015,,9/8/2015,,,,,1.57%,2.836,17,44.66,2.659,01,993.77,1.899,49,111%,-6%,1.68%,4.49%,2.79%,-28.14%,-20.04%,229.74,2.35%,-19.69%,,,,,1/1/2003,2003,,36,3.17%,25,1758,0.93%
,,,,,,,,,,,,,,,,,,2016,2/24/2016,2.811,23,,,9/14/2015,,9/14/2015,,,,,1.59%,2.811,23,44.66,2.659,01,993.77,1.899,49,109%,-5%,1.68%,4.49%,2.81%,-27.50%,-19.33%,229.74,2.35%,-20.40%,,,,,1/1/2004,2004,,37,3.22%,29,1787,1.07%
,,,,,,,,,,,,,,,,,,2016,2/25/2016,2.869,74,,,9/21/2015,,9/21/2015,,,,,1.56%,2.869,74,44.66,2.659,01,993.77,1.899,49,113%,-7%,1.68%,4.49%,2.75%,-28.98%,-20.98%,229.74,2.35%,-18.74%,,,,,1/1/2005,2005,,38,3.27%,32,1819,1.19%
,,,,,,,,,,,,,,,,,,2016,2/26/2016,2.914,81,,,9/28/2015,,9/28/2015,,,,,1.53%,2.914,81,44.66,2.659,01,993.77,1.899,49,115%,-9%,1.68%,4.49%,2.71%,-30.08%,-22.20%,229.74,2.35%,-17.46%,,,,,1/1/2006,2006,,39,3.32%,36,1855,1.33%
,,,,,,,,,,,,,,,,,,2016,2/29/2016,2.909,06,,,10/5/2015,,10/5/2015,,,,,1.54%,2.909,06,44.66,2.659,01,993.77,1.899,49,115%,-9%,1.68%,4.49%,2.72%,-29.94%,-22.05%,229.74,2.35%,-17.63%,,,,,1/1/2007,2007,,40,3.37%,33,1888,1.22%
,,,,,,,,,,,,,,,,,,2016,3/1/2016,2.920,57,,,10/12/2015,,10/12/2015,,,,,1.53%,2.920,57,44.66,2.659,01,993.77,1.899,49,116%,-9%,1.68%,4.49%,2.70%,-30.22%,-22.35%,229.74,2.35%,-17.30%,,,,,1/1/2008,2008,,41,3.42%,40,1928,1.48%
,,,,,,,,,,,,,,,,,,2016,3/2/2016,2.936,88,,,10/19/2015,,10/19/2015,,,,,1.52%,2.936,88,44.66,2.659,01,993.77,1.899,49,117%,-9%,1.68%,4.49%,2.69%,-30.61%,-22.78%,229.74,2.35%,-16.84%,,,,,1/1/2009,2009,,42,3.47%,29,1957,1.07%
,,,,,,,,,,,,,,,,,,2016,3/3/2016,2.961,81,,,10/26/2015,,10/26/2015,,,,,1.51%,2.961,81,44.66,2.659,01,993.77,1.899,49,118%,-10%,1.68%,4.49%,2.67%,-31.19%,-23.43%,229.74,2.35%,-16.13%,,,,,1/1/2010,2010,,43,3.52%,34,1991,1.26%
,,,,,,,,,,,,,,,,,,2016,3/4/2016,2.967,57,,,11/2/2015,,11/2/2015,,,,,1.50%,2.967,57,44.66,2.659,01,993.77,1.899,49,119%,-10%,1.68%,4.49%,2.66%,-31.32%,-23.58%,229.74,2.35%,-15.97%,,,,,1/1/2011,2011,,44,3.57%,25,2016,0.93%
,,,,,,,,,,,,,,,,,,2016,3/7/2016,2.938,79,,,11/9/2015,,11/9/2015,,,,,1.52%,2.938,79,44.66,2.659,01,993.77,1.899,49,117%,-10%,1.68%,4.49%,2.69%,-30.65%,-22.83%,229.74,2.35%,-16.78%,,,,,1/1/2012,2012,,45,3.62%,25,2041,0.93%
,,,,,,,,,,,,,,,,,,2016,3/8/2016,2.897,55,,,11/16/2015,,11/16/2015,,,,,1.54%,2.897,55,44.66,2.659,01,993.77,1.899,49,114%,-8%,1.68%,4.49%,2.73%,-29.66%,-21.74%,229.74,2.35%,-17.95%,,,,,1/1/2013,2013,,46,3.67%,29,2070,1.07%
,,,,,,,,,,,,,,,,,,2016,3/9/2016,2.857,27,,,11/23/2015,,11/23/2015,,,,,1.56%,2.857,27,44.66,2.659,01,993.77,1.899,49,112%,-7%,1.68%,4.49%,2.76%,-28.67%,-20.63%,229.74,2.35%,-19.09%,,,,,1/1/2014,2014,,47,3.72%,27,2097,1.00%
,,,,,,,,,,,,,,,,,,2016,3/10/2016,2.853,43,,,11/30/2015,,11/30/2015,,,,,1.57%,2.853,43,44.66,2.659,01,993.77,1.899,49,112%,-7%,1.68%,4.49%,2.77%,-28.58%,-20.53%,229.74,2.35%,-19.20%,,,,,1/1/2015,2015,,48,3.77%,34,2131,1.26%
,,,,,,,,,,,,,,,,,,2016,3/11/2016,2.902,35,,,12/7/2015,,12/7/2015,,,,,1.54%,2.902,35,44.66,2.659,01,993.77,1.899,49,115%,-8%,1.68%,4.49%,2.72%,-29.78%,-21.87%,229.74,2.35%,-17.82%,,,,,1/1/2016,2016,,49,3.82%,43,2174,1.59%
,,,,,,,,,,,,,,,,,,2016,3/14/2016,2.933,04,,,12/14/2015,,12/14/2015,,,,,1.52%,2.933,04,44.66,2.659,01,993.77,1.899,49,116%,-9%,1.68%,4.49%,2.69%,-30.52%,-22.68%,229.74,2.35%,-16.95%,,,,,1/1/2017,2017,,50,3.87%,28,2202,1.04%
,,,,,,,,,,,,,,,,,,2016,3/15/2016,2.923,45,,,12/21/2015,,12/21/2015,,,,,1.53%,2.923,45,44.66,2.659,01,993.77,1.899,49,116%,-9%,1.68%,4.49%,2.70%,-30.29%,-22.43%,229.74,2.35%,-17.22%,,,,,1/1/2018,2018,,51,3.92%,27,2229,1.00%
,,,,,,,,,,,,,,,,,,2016,3/16/2016,2.950,30,,,12/29/2015,,12/28/2015,,,,,1.51%,2.950,30,44.66,2.659,01,993.77,1.899,49,117%,-10%,1.68%,4.49%,2.68%,-30.92%,-23.14%,229.74,2.35%,-16.46%,,,,,1/1/2019,2019,,52,3.97%,42,2271,1.56%
,,,,,,,,,,,,,,,,,,2016,3/17/2016,2.969,49,,,1/4/2016,,1/4/2016,,,,,1.50%,2.969,49,44.66,2.659,01,993.77,1.899,49,119%,-10%,1.68%,4.49%,2.66%,-31.37%,-23.63%,229.74,2.35%,-15.92%,,,,,1/1/2020,2020,,53,4.02%,48,2319,1.78%
,,,,,,,,,,,,,,,,,,2016,3/18/2016,3.025,12,,,1/11/2016,,1/11/2016,,,,,1.48%,3.025,12,44.66,2.659,01,993.77,1.899,49,122%,-12%,1.68%,4.49%,2.61%,-32.63%,-25.04%,229.74,2.35%,-14.34%,,,,,,,,54,4.07%,37,2356,1.37%
,,,,,,,,,,,,,,,,,,2016,3/21/2016,3.035,67,,,1/18/2016,,1/19/2016,,,,,1.47%,3.035,67,44.66,2.659,01,993.77,1.899,49,123%,-12%,1.68%,4.49%,2.60%,-32.86%,-25.30%,229.74,2.35%,-14.04%,,,,,,,,55,4.12%,34,2390,1.26%
,,,,,,,,,,,,,,,,,,2016,3/22/2016,2.992,50,,,1/25/2016,,1/25/2016,,,,,1.49%,2.992,50,44.66,2.659,01,993.77,1.899,49,120%,-11%,1.68%,4.49%,2.64%,-31.90%,-24.22%,229.74,2.35%,-15.26%,,,,,,,,56,4.17%,28,2418,1.04%
,,,,,,,,,,,,,,,,,,2016,3/23/2016,2.993,46,,,2/1/2016,,2/1/2016,,,,,1.49%,2.993,46,44.66,2.659,01,993.77,1.899,49,120%,-11%,1.68%,4.49%,2.64%,-31.92%,-24.24%,229.74,2.35%,-15.24%,,,,,,80%,,57,4.22%,23,2441,0.85%
,,,,,,,,,,,,,,,,,,2016,3/24/2016,2.954,14,,,2/8/2016,,2/8/2016,,,,,1.51%,2.954,14,44.66,2.659,01,993.77,1.899,49,118%,-10%,1.68%,4.49%,2.67%,-31.01%,-23.24%,229.74,2.35%,-16.35%,,,,,,81%,,58,4.27%,34,2475,1.26%
,,,,,,,,,,,,,,,,,,2016,3/29/2016,2.976,20,,,2/15/2016,,2/16/2016,,,,,1.50%,2.976,20,44.66,2.659,01,993.77,1.899,49,119%,-11%,1.68%,4.49%,2.65%,-31.52%,-23.80%,229.74,2.35%,-15.73%,,,,,,82%,,59,4.32%,19,2494,0.70%
,,,,,,,,,,,,,,,,,,2016,3/30/2016,3.020,32,,,2/22/2016,,2/22/2016,,,,,1.48%,3.020,32,44.66,2.659,01,993.77,1.899,49,122%,-12%,1.68%,4.49%,2.62%,-32.52%,-24.92%,229.74,2.35%,-14.48%,,,,,,83%,,60,4.37%,18,2512,0.67%
,,,,,,,,,,,,,,,,,,2016,3/31/2016,3.023,20,,,2/29/2016,,2/29/2016,,,,,1.48%,3.023,20,44.66,2.659,01,993.77,1.899,49,122%,-12%,1.68%,4.49%,2.61%,-32.59%,-24.99%,229.74,2.35%,-14.39%,,,,,,84%,,61,4.42%,22,2534,0.82%
,,,,,,,,,,,,,,,,,,2016,4/1/2016,3.006,89,,,3/7/2016,,3/7/2016,,,,,1.49%,3.006,89,44.66,2.659,01,993.77,1.899,49,121%,-12%,1.68%,4.49%,2.63%,-32.22%,-24.58%,229.74,2.35%,-14.86%,,,,,,85%,,62,4.47%,32,2566,1.19%
,,,,,,,,,,,,,,,,,,2016,4/4/2016,3.002,10,,,3/14/2016,,3/14/2016,,,,,1.49%,3.002,10,44.66,2.659,01,993.77,1.899,49,121%,-11%,1.68%,4.49%,2.63%,-32.11%,-24.46%,229.74,2.35%,-14.99%,,,,,,86%,,63,4.52%,18,2584,0.67%
,,,,,,,,,,,,,,,,,,2016,4/5/2016,3.011,69,,,3/21/2016,,3/21/2016,,,,,1.48%,3.011,69,44.66,2.659,01,993.77,1.899,49,121%,-12%,1.68%,4.49%,2.62%,-32.33%,-24.70%,229.74,2.35%,-14.72%,,,,,,87%,,64,4.57%,19,2603,0.70%
,,,,,,,,,,,,,,,,,,2016,4/6/2016,3.054,85,,,3/29/2016,,3/28/2016,,,,,1.46%,3.054,85,44.66,2.659,01,993.77,1.899,49,124%,-13%,1.68%,4.49%,2.59%,-33.29%,-25.77%,229.74,2.35%,-13.50%,,,,,,88%,,65,4.62%,19,2622,0.70%
,,,,,,,,,,,,,,,,,,2016,4/7/2016,3.015,52,,,4/4/2016,,4/4/2016,,,,,1.48%,3.015,52,44.66,2.659,01,993.77,1.899,49,121%,-12%,1.68%,4.49%,2.62%,-32.42%,-24.80%,229.74,2.35%,-14.61%,,,,,,89%,,66,4.67%,18,2640,0.67%
,,,,,,,,,,,,,,,,,,2016,4/8/2016,3.068,28,,,4/11/2016,,4/11/2016,,,,,1.46%,3.068,28,44.66,2.659,01,993.77,1.899,49,125%,-13%,1.68%,4.49%,2.57%,-33.58%,-26.09%,229.74,2.35%,-13.12%,,,,,,90%,,67,4.72%,12,2652,0.44%
,,,,,,,,,,,,,,,,,,2016,4/11/2016,3.072,11,,,4/18/2016,,4/18/2016,,,,,1.45%,3.072,11,44.66,2.659,01,993.77,1.899,49,125%,-13%,1.68%,4.49%,2.57%,-33.66%,-26.18%,229.74,2.35%,-13.01%,,,,,,91%,,68,4.77%,14,2666,0.52%
,,,,,,,,,,,,,,,,,,2016,4/12/2016,3.072,11,,,4/25/2016,,4/25/2016,,,,,1.45%,3.072,11,44.66,2.659,01,993.77,1.899,49,125%,-13%,1.68%,4.49%,2.57%,-33.66%,-26.18%,229.74,2.35%,-13.01%,,,,,,92%,,69,4.82%,4,2670,0.15%
,,,,,,,,,,,,,,,,,,2016,4/13/2016,3.168,99,,,5/3/2016,,5/2/2016,,,,,1.41%,3.168,99,44.66,2.659,01,993.77,1.899,49,131%,-16%,1.68%,4.49%,2.49%,-35.69%,-28.44%,229.74,2.35%,-10.27%,,,,,,93%,,70,4.87%,0,2670,0.00%
,,,,,,,,,,,,,,,,,,2016,4/14/2016,3.144,05,,,5/9/2016,,5/9/2016,,,,,1.42%,3.144,05,44.66,2.659,01,993.77,1.899,49,129%,-15%,1.68%,4.49%,2.51%,-35.18%,-27.87%,229.74,2.35%,-10.97%,,,,,,94%,,71,,,,
,,,,,,,,,,,,,,,,,,2016,4/15/2016,3.117,19,,,5/16/2016,,5/16/2016,,,,,1.43%,3.117,19,44.66,2.659,01,993.77,1.899,49,128%,-15%,1.68%,4.49%,2.53%,-34.62%,-27.25%,229.74,2.35%,-11.73%,,,,,,95%,,72,,,,
,,,,,,,,,,,,,,,,,,2016,4/18/2016,3.092,26,,,5/23/2016,,5/23/2016,,,,,1.44%,3.092,26,44.66,2.659,01,993.77,1.899,49,126%,-14%,1.68%,4.49%,2.55%,-34.09%,-26.66%,229.74,2.35%,-12.44%,,,,,,96%,,73,,,,
,,,,,,,,,,,,,,,,,,2016,4/19/2016,3.103,76,,,5/31/2016,,5/31/2016,,,,,1.44%,3.103,76,44.66,2.659,01,993.77,1.899,49,127%,-14%,1.68%,4.49%,2.55%,-34.34%,-26.94%,229.74,2.35%,-12.11%,,,,,,97%,,74,,,,
,,,,,,,,,,,,,,,,,,2016,4/20/2016,3.122,95,,,6/6/2016,,6/6/2016,,,,,1.43%,3.122,95,44.66,2.659,01,993.77,1.899,49,128%,-15%,1.68%,4.49%,2.53%,-34.74%,-27.38%,229.74,2.35%,-11.57%,,,,,,98%,,75,,,,
,,,,,,,,,,,,,,,,,,2016,4/21/2016,3.092,26,,,6/13/2016,,6/13/2016,,,,,1.44%,3.092,26,44.66,2.659,01,993.77,1.899,49,126%,-14%,1.68%,4.49%,2.55%,-34.09%,-26.66%,229.74,2.35%,-12.44%,,,,,,99%,,76,,,,
,,,,,,,,,,,,,,,,,,2016,4/22/2016,3.035,67,,,6/20/2016,,6/20/2016,,,,,1.47%,3.035,67,44.66,2.659,01,993.77,1.899,49,123%,-12%,1.68%,4.49%,2.60%,-32.86%,-25.30%,229.74,2.35%,-14.04%,,,,,,100%,,77,,,,
,,,,,,,,,,,,,,,,,,2016,4/25/2016,3.138,29,,,6/27/2016,,6/27/2016,,,,,1.42%,3.138,29,44.66,2.659,01,993.77,1.899,49,129%,-15%,1.68%,4.49%,2.52%,-35.06%,-27.74%,229.74,2.35%,-11.14%,,,,,,,,78,,,,
,,,,,,,,,,,,,,,,,,2016,4/26/2016,3.174,74,,,7/4/2016,,7/5/2016,,,,,1.41%,3.174,74,44.66,2.659,01,993.77,1.899,49,131%,-16%,1.68%,4.49%,2.49%,-35.81%,-28.57%,229.74,2.35%,-10.10%,,,,,,,,79,,,,
,,,,,,,,,,,,,,,,,,2016,4/27/2016,3.192,01,,,7/11/2016,,7/11/2016,,,,,1.40%,3.192,01,44.66,2.659,01,993.77,1.899,49,132%,-17%,1.68%,4.49%,2.47%,-36.15%,-28.96%,229.74,2.35%,-9.61%,,,,,,,,80,,,,
,,,,,,,,,,,,,,,,,,2016,4/28/2016,3.189,13,,,7/18/2016,,7/18/2016,,,,,1.40%,3.189,13,44.66,2.659,01,993.77,1.899,49,132%,-17%,1.68%,4.49%,2.48%,-36.10%,-28.89%,229.74,2.35%,-9.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,4/29/2016,3.149,80,,,7/25/2016,,7/25/2016,,,,,1.42%,3.149,80,44.66,2.659,01,993.77,1.899,49,129%,-16%,1.68%,4.49%,2.51%,-35.30%,-28.00%,229.74,2.35%,-10.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/3/2016,3.146,93,,,8/1/2016,,8/1/2016,,,,,1.42%,3.146,93,44.66,2.659,01,993.77,1.899,49,129%,-16%,1.68%,4.49%,2.51%,-35.24%,-27.94%,229.74,2.35%,-10.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/4/2016,3.161,31,,,8/8/2016,,8/8/2016,,,,,1.41%,3.161,31,44.66,2.659,01,993.77,1.899,49,130%,-16%,1.68%,4.49%,2.50%,-35.53%,-28.27%,229.74,2.35%,-10.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/5/2016,3.156,52,,,8/15/2016,,8/15/2016,,,,,1.41%,3.156,52,44.66,2.659,01,993.77,1.899,49,130%,-16%,1.68%,4.49%,2.50%,-35.44%,-28.16%,229.74,2.35%,-10.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/6/2016,3.201,60,,,8/22/2016,,8/22/2016,,,,,1.39%,3.201,60,44.66,2.659,01,993.77,1.899,49,133%,-17%,1.68%,4.49%,2.47%,-36.34%,-29.17%,229.74,2.35%,-9.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/9/2016,3.261,06,,,8/30/2016,,8/29/2016,,,,,1.37%,3.261,06,44.66,2.659,01,993.77,1.899,49,136%,-18%,1.68%,4.49%,2.42%,-37.51%,-30.46%,229.74,2.35%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/10/2016,3.263,94,,,9/5/2016,,9/6/2016,,,,,1.37%,3.263,94,44.66,2.659,01,993.77,1.899,49,136%,-19%,1.68%,4.49%,2.42%,-37.56%,-30.52%,229.74,2.35%,-7.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/11/2016,3.198,72,,,9/12/2016,,9/12/2016,,,,,1.40%,3.198,72,44.66,2.659,01,993.77,1.899,49,132%,-17%,1.68%,4.49%,2.47%,-36.29%,-29.10%,229.74,2.35%,-9.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/12/2016,3.193,92,,,9/19/2016,,9/19/2016,,,,,1.40%,3.193,92,44.66,2.659,01,993.77,1.899,49,132%,-17%,1.68%,4.49%,2.47%,-36.19%,-29.00%,229.74,2.35%,-9.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/13/2016,3.185,29,,,9/26/2016,,9/26/2016,,,,,1.40%,3.185,29,44.66,2.659,01,993.77,1.899,49,132%,-17%,1.68%,4.49%,2.48%,-36.02%,-28.81%,229.74,2.35%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/16/2016,3.143,09,,,10/3/2016,,10/3/2016,,,,,1.42%,3.143,09,44.66,2.659,01,993.77,1.899,49,129%,-15%,1.68%,4.49%,2.51%,-35.16%,-27.85%,229.74,2.35%,-11.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/17/2016,3.191,05,,,10/10/2016,,10/10/2016,,,,,1.40%,3.191,05,44.66,2.659,01,993.77,1.899,49,132%,-17%,1.68%,4.49%,2.48%,-36.13%,-28.93%,229.74,2.35%,-9.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/18/2016,3.179,54,,,10/17/2016,,10/17/2016,,,,,1.40%,3.179,54,44.66,2.659,01,993.77,1.899,49,131%,-16%,1.68%,4.49%,2.48%,-35.90%,-28.68%,229.74,2.35%,-9.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/19/2016,3.170,90,,,10/24/2016,,10/24/2016,,,,,1.41%,3.170,90,44.66,2.659,01,993.77,1.899,49,131%,-16%,1.68%,4.49%,2.49%,-35.73%,-28.48%,229.74,2.35%,-10.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/20/2016,3.205,43,,,10/31/2016,,10/31/2016,,,,,1.39%,3.205,43,44.66,2.659,01,993.77,1.899,49,133%,-17%,1.68%,4.49%,2.46%,-36.42%,-29.25%,229.74,2.35%,-9.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/23/2016,3.244,76,,,11/7/2016,,11/7/2016,,,,,1.38%,3.244,76,44.66,2.659,01,993.77,1.899,49,135%,-18%,1.68%,4.49%,2.43%,-37.19%,-30.11%,229.74,2.35%,-8.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/24/2016,3.286,96,,,11/14/2016,,11/14/2016,,,,,1.36%,3.286,96,44.66,2.659,01,993.77,1.899,49,138%,-19%,1.68%,4.49%,2.40%,-38.00%,-31.01%,229.74,2.35%,-6.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/25/2016,3.236,13,,,11/21/2016,,11/21/2016,,,,,1.38%,3.236,13,44.66,2.659,01,993.77,1.899,49,135%,-18%,1.68%,4.49%,2.44%,-37.02%,-29.92%,229.74,2.35%,-8.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/26/2016,3.208,31,,,11/28/2016,,11/28/2016,,,,,1.39%,3.208,31,44.66,2.659,01,993.77,1.899,49,133%,-17%,1.68%,4.49%,2.46%,-36.48%,-29.32%,229.74,2.35%,-9.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/27/2016,3.217,90,,,12/5/2016,,12/5/2016,,,,,1.39%,3.217,90,44.66,2.659,01,993.77,1.899,49,134%,-17%,1.68%,4.49%,2.46%,-36.67%,-29.53%,229.74,2.35%,-8.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/31/2016,3.157,48,,,12/12/2016,,12/12/2016,,,,,1.41%,3.157,48,44.66,2.659,01,993.77,1.899,49,130%,-16%,1.68%,4.49%,2.50%,-35.45%,-28.18%,229.74,2.35%,-10.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/1/2016,3.117,19,,,12/19/2016,,12/19/2016,,,,,1.43%,3.117,19,44.66,2.659,01,993.77,1.899,49,128%,-15%,1.68%,4.49%,2.53%,-34.62%,-27.25%,229.74,2.35%,-11.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/2/2016,3.111,44,,,12/28/2016,,12/27/2016,,,,,1.44%,3.111,44,44.66,2.659,01,993.77,1.899,49,127%,-15%,1.68%,4.49%,2.54%,-34.50%,-27.12%,229.74,2.35%,-11.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/3/2016,3.166,11,,,1/3/2017,,1/3/2017,,,,,1.41%,3.166,11,44.66,2.659,01,993.77,1.899,49,130%,-16%,1.68%,4.49%,2.50%,-35.63%,-28.37%,229.74,2.35%,-10.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/6/2016,3.175,70,,,1/9/2017,,1/9/2017,,,,,1.41%,3.175,70,44.66,2.659,01,993.77,1.899,49,131%,-16%,1.68%,4.49%,2.49%,-35.83%,-28.59%,229.74,2.35%,-10.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/7/2016,3.193,92,,,1/16/2017,,1/17/2017,,,,,1.40%,3.193,92,44.66,2.659,01,993.77,1.899,49,132%,-17%,1.68%,4.49%,2.47%,-36.19%,-29.00%,229.74,2.35%,-9.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/8/2016,3.196,80,,,1/23/2017,,1/23/2017,,,,,1.40%,3.196,80,44.66,2.659,01,993.77,1.899,49,132%,-17%,1.68%,4.49%,2.47%,-36.25%,-29.06%,229.74,2.35%,-9.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/9/2016,3.168,03,,,1/30/2017,,1/30/2017,,,,,1.41%,3.168,03,44.66,2.659,01,993.77,1.899,49,131%,-16%,1.68%,4.49%,2.49%,-35.67%,-28.42%,229.74,2.35%,-10.29%,,,,,,,,,,,,
