,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,HSBA LN,HSBC,,,,,,,,,,152%,-22%,$ 1.552,80,$        538.15,$       766.20,$       1.552,80,$   1.207,87,9.36%,3.58%,5.63%,15.64%,461.09%,461.09%,152%,,,,,,,NO,,,9.10%,2.97%,6.12%,0.10%,61
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,HSBC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/4/2020,312.30,,,,,,,,,,6.72%,312.30,21.00,586.09,261.13,371.78,16%,88%,3.58%,8.04%,13.86%,397.22%,397.22%,0,5.65%,-59.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/7/2020,315.62,,,,,,,,,,6.65%,315.62,21.00,586.09,261.13,371.78,17%,86%,3.58%,8.04%,13.71%,391.99%,391.99%,0,5.65%,-59.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/8/2020,313.81,,,,,,,,,,6.69%,313.81,21.00,586.09,261.13,371.78,16%,87%,3.58%,8.04%,13.79%,394.82%,394.82%,0,5.65%,-59.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/9/2020,320.06,,,,,,,,,,6.56%,320.06,21.00,586.09,261.13,371.78,18%,83%,3.58%,8.04%,13.52%,385.16%,385.16%,0,5.65%,-58.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/10/2020,317.08,,,,,,,,,,6.62%,317.08,21.00,586.09,261.13,371.78,17%,85%,3.58%,8.04%,13.65%,389.71%,389.71%,0,5.65%,-59.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/11/2020,315.37,,,,,,,,,,6.66%,315.37,21.00,586.09,261.13,371.78,17%,86%,3.58%,8.04%,13.72%,392.37%,392.37%,0,5.65%,-59.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/14/2020,314.59,,,,,,,,,,6.68%,314.59,21.00,586.09,261.13,371.78,16%,86%,3.58%,8.04%,13.76%,393.59%,393.59%,0,5.65%,-59.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/15/2020,315.28,,,,,,,,,,6.66%,315.28,21.00,586.09,261.13,371.78,17%,86%,3.58%,8.04%,13.73%,392.52%,392.52%,0,5.65%,-59.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/16/2020,309.61,,,,,,,,,,6.78%,309.61,21.00,586.09,261.13,371.78,15%,89%,3.58%,8.04%,13.98%,401.53%,401.53%,0,5.65%,-60.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/17/2020,303.56,,,,,,,,,,6.92%,303.56,21.00,586.09,261.13,371.78,13%,93%,3.58%,8.04%,14.26%,411.54%,411.54%,0,5.65%,-60.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/18/2020,296.91,,,,,,,,,,7.07%,296.91,21.00,586.09,261.13,371.78,11%,97%,3.58%,8.04%,14.58%,422.98%,422.98%,0,5.65%,-61.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/21/2020,281.29,,,,,,,,,,7.47%,281.29,21.00,586.09,261.13,371.78,6%,108%,3.58%,8.04%,15.39%,452.03%,452.03%,0,5.65%,-63.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/22/2020,280.41,,,,,,,,,,7.49%,280.41,21.00,586.09,261.13,371.78,6%,109%,3.58%,8.04%,15.43%,453.77%,453.77%,0,5.65%,-63.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/23/2020,283.48,,,,,,,,,,7.41%,283.48,21.00,586.09,261.13,371.78,7%,107%,3.58%,8.04%,15.27%,447.76%,447.76%,0,5.65%,-63.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/24/2020,280.02,,,,,,,,,,7.50%,280.02,21.00,586.09,261.13,371.78,6%,109%,3.58%,8.04%,15.46%,454.54%,454.54%,0,5.65%,-63.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/25/2020,276.75,,,,,,,,,,7.59%,276.75,21.00,586.09,261.13,371.78,5%,112%,3.58%,8.04%,15.64%,461.09%,461.09%,0,5.65%,-64.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/28/2020,301.36,,,,,,,,,,6.97%,301.36,21.00,586.09,261.13,371.78,12%,94%,3.58%,8.04%,14.36%,415.27%,415.27%,0,5.65%,-61.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/29/2020,291.54,,,,,,,,,,7.20%,291.54,21.00,586.09,261.13,371.78,9%,101%,3.58%,8.04%,14.84%,432.62%,432.62%,0,5.65%,-62.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/30/2020,294.47,,,,,,,,,,7.13%,294.47,21.00,586.09,261.13,371.78,10%,99%,3.58%,8.04%,14.70%,427.32%,427.32%,0,5.65%,-62.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/1/2020,297.50,,,,,,,,,,7.06%,297.50,21.00,586.09,261.13,371.78,11%,97%,3.58%,8.04%,14.55%,421.95%,421.95%,0,5.65%,-61.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/2/2020,301.02,,,,,,,,,,6.98%,301.02,21.00,586.09,261.13,371.78,12%,95%,3.58%,8.04%,14.38%,415.85%,415.85%,0,5.65%,-61.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/5/2020,302.14,,,,,,,,,,6.95%,302.14,21.00,586.09,261.13,371.78,13%,94%,3.58%,8.04%,14.32%,413.94%,413.94%,0,5.65%,-61.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/6/2020,306.97,,,,,,,,,,6.84%,306.97,21.00,586.09,261.13,371.78,14%,91%,3.58%,8.04%,14.10%,405.84%,405.84%,0,5.65%,-60.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/7/2020,308.05,,,,,,,,,,6.82%,308.05,21.00,586.09,261.13,371.78,14%,90%,3.58%,8.04%,14.05%,404.08%,404.08%,0,5.65%,-60.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/8/2020,306.78,,,,,,,,,,6.85%,306.78,21.00,586.09,261.13,371.78,14%,91%,3.58%,8.04%,14.11%,406.16%,406.16%,0,5.65%,-60.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/9/2020,302.19,,,,,,,,,,6.95%,302.19,21.00,586.09,261.13,371.78,13%,94%,3.58%,8.04%,14.32%,413.85%,413.85%,0,5.65%,-61.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/12/2020,301.02,,,,,,,,,,6.98%,301.02,21.00,586.09,261.13,371.78,12%,95%,3.58%,8.04%,14.38%,415.85%,415.85%,0,5.65%,-61.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/13/2020,298.09,,,,,,,,,,7.04%,298.09,21.00,586.09,261.13,371.78,11%,97%,3.58%,8.04%,14.52%,420.92%,420.92%,0,5.65%,-61.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/14/2020,289.69,,,,,,,,,,7.25%,289.69,21.00,586.09,261.13,371.78,9%,102%,3.58%,8.04%,14.94%,436.03%,436.03%,0,5.65%,-62.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/15/2020,292.27,,,,,,,,,,7.19%,292.27,21.00,586.09,261.13,371.78,10%,101%,3.58%,8.04%,14.81%,431.28%,431.28%,0,5.65%,-62.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/16/2020,299.21,,,,,,,,,,7.02%,299.21,21.00,586.09,261.13,371.78,12%,96%,3.58%,8.04%,14.46%,418.97%,418.97%,0,5.65%,-61.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/19/2020,302.04,,,,,,,,,,6.95%,302.04,21.00,586.09,261.13,371.78,13%,94%,3.58%,8.04%,14.33%,414.10%,414.10%,0,5.65%,-61.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/20/2020,301.36,,,,,,,,,,6.97%,301.36,21.00,586.09,261.13,371.78,12%,94%,3.58%,8.04%,14.36%,415.27%,415.27%,0,5.65%,-61.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/21/2020,295.35,,,,,,,,,,7.11%,295.35,21.00,586.09,261.13,371.78,11%,98%,3.58%,8.04%,14.65%,425.75%,425.75%,0,5.65%,-62.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/22/2020,299.80,,,,,,,,,,7.00%,299.80,21.00,586.09,261.13,371.78,12%,95%,3.58%,8.04%,14.44%,417.95%,417.95%,0,5.65%,-61.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/23/2020,313.91,,,,,,,,,,6.69%,313.91,21.00,586.09,261.13,371.78,16%,87%,3.58%,8.04%,13.79%,394.67%,394.67%,0,5.65%,-59.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/26/2020,311.91,,,,,,,,,,6.73%,311.91,21.00,586.09,261.13,371.78,16%,88%,3.58%,8.04%,13.88%,397.84%,397.84%,0,5.65%,-59.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/27/2020,322.41,,,,,,,,,,6.51%,322.41,21.00,586.09,261.13,371.78,19%,82%,3.58%,8.04%,13.42%,381.63%,381.63%,0,5.65%,-58.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/28/2020,311.56,,,,,,,,,,6.74%,311.56,21.00,586.09,261.13,371.78,16%,88%,3.58%,8.04%,13.89%,398.39%,398.39%,0,5.65%,-59.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/29/2020,316.45,,,,,,,,,,6.64%,316.45,21.00,586.09,261.13,371.78,17%,85%,3.58%,8.04%,13.68%,390.70%,390.70%,0,5.65%,-59.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,10/30/2020,316.98,,,,,,,,,,6.62%,316.98,21.00,586.09,261.13,371.78,17%,85%,3.58%,8.04%,13.65%,389.87%,389.87%,0,5.65%,-59.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/2/2020,324.90,,,,,,,,,,6.46%,324.90,21.00,586.09,261.13,371.78,20%,80%,3.58%,8.04%,13.32%,377.94%,377.94%,0,5.65%,-58.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/3/2020,338.76,,,,,,,,,,6.20%,338.76,21.00,586.09,261.13,371.78,24%,73%,3.58%,8.04%,12.78%,358.37%,358.37%,0,5.65%,-56.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/4/2020,324.70,,,,,,,,,,6.47%,324.70,21.00,586.09,261.13,371.78,20%,81%,3.58%,8.04%,13.33%,378.23%,378.23%,0,5.65%,-58.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/5/2020,328.31,,,,,,,,,,6.40%,328.31,21.00,586.09,261.13,371.78,21%,79%,3.58%,8.04%,13.18%,372.96%,372.96%,0,5.65%,-57.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/6/2020,329.93,,,,,,,,,,6.37%,329.93,21.00,586.09,261.13,371.78,21%,78%,3.58%,8.04%,13.12%,370.65%,370.65%,0,5.65%,-57.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/9/2020,365.28,,,,,,,,,,5.75%,365.28,21.00,586.09,261.13,371.78,32%,60%,3.58%,8.04%,11.85%,325.10%,325.10%,0,5.65%,-53.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/10/2020,365.23,,,,,,,,,,5.75%,365.23,21.00,586.09,261.13,371.78,32%,60%,3.58%,8.04%,11.85%,325.15%,325.15%,0,5.65%,-53.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/11/2020,378.57,,,,,,,,,,5.55%,378.57,21.00,586.09,261.13,371.78,36%,55%,3.58%,8.04%,11.43%,310.18%,310.18%,0,5.65%,-51.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/12/2020,363.82,,,,,,,,,,5.77%,363.82,21.00,586.09,261.13,371.78,32%,61%,3.58%,8.04%,11.90%,326.81%,326.81%,0,5.65%,-53.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/13/2020,364.01,,,,,,,,,,5.77%,364.01,21.00,586.09,261.13,371.78,32%,61%,3.58%,8.04%,11.89%,326.58%,326.58%,0,5.65%,-53.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/16/2020,379.74,,,,,,,,,,5.53%,379.74,21.00,586.09,261.13,371.78,36%,54%,3.58%,8.04%,11.40%,308.91%,308.91%,0,5.65%,-51.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/17/2020,367.82,,,,,,,,,,5.71%,367.82,21.00,586.09,261.13,371.78,33%,59%,3.58%,8.04%,11.77%,322.16%,322.16%,0,5.65%,-52.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/18/2020,375.83,,,,,,,,,,5.59%,375.83,21.00,586.09,261.13,371.78,35%,56%,3.58%,8.04%,11.52%,313.17%,313.17%,0,5.65%,-51.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/19/2020,374.90,,,,,,,,,,5.60%,374.90,21.00,586.09,261.13,371.78,35%,56%,3.58%,8.04%,11.54%,314.19%,314.19%,0,5.65%,-51.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/20/2020,372.02,,,,,,,,,,5.64%,372.02,21.00,586.09,261.13,371.78,34%,58%,3.58%,8.04%,11.63%,317.40%,317.40%,0,5.65%,-52.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/23/2020,375.05,,,,,,,,,,5.60%,375.05,21.00,586.09,261.13,371.78,35%,56%,3.58%,8.04%,11.54%,314.03%,314.03%,0,5.65%,-51.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/24/2020,390.33,,,,,,,,,,5.38%,390.33,21.00,586.09,261.13,371.78,40%,50%,3.58%,8.04%,11.09%,297.81%,297.81%,0,5.65%,-49.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/25/2020,389.02,,,,,,,,,,5.40%,389.02,21.00,586.09,261.13,371.78,39%,51%,3.58%,8.04%,11.13%,299.16%,299.16%,0,5.65%,-49.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/26/2020,388.58,,,,,,,,,,5.40%,388.58,21.00,586.09,261.13,371.78,39%,51%,3.58%,8.04%,11.14%,299.61%,299.61%,0,5.65%,-50.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/27/2020,395.41,,,,,,,,,,5.31%,395.41,21.00,586.09,261.13,371.78,41%,48%,3.58%,8.04%,10.95%,292.70%,292.70%,0,5.65%,-49.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,11/30/2020,379.20,,,,,,,,,,5.54%,379.20,21.00,586.09,261.13,371.78,36%,55%,3.58%,8.04%,11.41%,309.49%,309.49%,0,5.65%,-51.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/1/2020,396.63,,,,,,,,,,5.29%,396.63,21.00,586.09,261.13,371.78,42%,48%,3.58%,8.04%,10.91%,291.49%,291.49%,0,5.65%,-48.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/2/2020,408.60,,,,,,,,,,5.14%,408.60,21.00,586.09,261.13,371.78,45%,43%,3.58%,8.04%,10.59%,280.03%,280.03%,0,5.65%,-47.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/3/2020,411.53,,,,,,,,,,5.10%,411.53,21.00,586.09,261.13,371.78,46%,42%,3.58%,8.04%,10.52%,277.33%,277.33%,0,5.65%,-47.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/4/2020,412.80,,,,,,,,,,5.09%,412.80,21.00,586.09,261.13,371.78,47%,42%,3.58%,8.04%,10.48%,276.16%,276.16%,0,5.65%,-46.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/7/2020,401.96,,,,,,,,,,5.22%,401.96,21.00,586.09,261.13,371.78,43%,46%,3.58%,8.04%,10.77%,286.31%,286.31%,0,5.65%,-48.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/8/2020,391.07,,,,,,,,,,5.37%,391.07,21.00,586.09,261.13,371.78,40%,50%,3.58%,8.04%,11.07%,297.07%,297.07%,0,5.65%,-49.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/9/2020,393.61,,,,,,,,,,5.34%,393.61,21.00,586.09,261.13,371.78,41%,49%,3.58%,8.04%,11.00%,294.51%,294.51%,0,5.65%,-49.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/10/2020,393.75,,,,,,,,,,5.33%,393.75,21.00,586.09,261.13,371.78,41%,49%,3.58%,8.04%,10.99%,294.36%,294.36%,0,5.65%,-49.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/11/2020,391.26,,,,,,,,,,5.37%,391.26,21.00,586.09,261.13,371.78,40%,50%,3.58%,8.04%,11.06%,296.87%,296.87%,0,5.65%,-49.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/14/2020,394.00,,,,,,,,,,5.33%,394.00,21.00,586.09,261.13,371.78,41%,49%,3.58%,8.04%,10.98%,294.11%,294.11%,0,5.65%,-49.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/15/2020,393.26,,,,,,,,,,5.34%,393.26,21.00,586.09,261.13,371.78,41%,49%,3.58%,8.04%,11.00%,294.85%,294.85%,0,5.65%,-49.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/16/2020,387.75,,,,,,,,,,5.42%,387.75,21.00,586.09,261.13,371.78,39%,51%,3.58%,8.04%,11.16%,300.47%,300.47%,0,5.65%,-50.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/17/2020,385.55,,,,,,,,,,5.45%,385.55,21.00,586.09,261.13,371.78,38%,52%,3.58%,8.04%,11.23%,302.75%,302.75%,0,5.65%,-50.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/18/2020,378.71,,,,,,,,,,5.55%,378.71,21.00,586.09,261.13,371.78,36%,55%,3.58%,8.04%,11.43%,310.02%,310.02%,0,5.65%,-51.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/21/2020,372.22,,,,,,,,,,5.64%,372.22,21.00,586.09,261.13,371.78,34%,57%,3.58%,8.04%,11.63%,317.18%,317.18%,0,5.65%,-52.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/22/2020,374.85,,,,,,,,,,5.60%,374.85,21.00,586.09,261.13,371.78,35%,56%,3.58%,8.04%,11.55%,314.24%,314.24%,0,5.65%,-51.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/23/2020,376.81,,,,,,,,,,5.57%,376.81,21.00,586.09,261.13,371.78,36%,56%,3.58%,8.04%,11.49%,312.09%,312.09%,0,5.65%,-51.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/24/2020,377.00,,,,,,,,,,5.57%,377.00,21.00,586.09,261.13,371.78,36%,55%,3.58%,8.04%,11.48%,311.88%,311.88%,0,5.65%,-51.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/28/2020,,,,,,,,,,,5.57%,377.00,21.00,586.09,261.13,371.78,36%,55%,3.58%,8.04%,11.48%,311.88%,311.88%,0,5.65%,-51.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/29/2020,374.61,,,,,,,,,,5.61%,374.61,21.00,586.09,261.13,371.78,35%,56%,3.58%,8.04%,11.55%,314.51%,314.51%,0,5.65%,-51.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/30/2020,374.07,,,,,,,,,,5.61%,374.07,21.00,586.09,261.13,371.78,35%,57%,3.58%,8.04%,11.57%,315.11%,315.11%,0,5.65%,-51.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/31/2020,370.02,,,,,,,,,,5.68%,370.02,21.00,586.09,261.13,371.78,34%,58%,3.58%,8.04%,11.70%,319.65%,319.65%,0,5.65%,-52.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/4/2021,371.48,,,,,,,,,,4.27%,371.48,15.85,442.30,197.06,280.57,71%,19%,3.58%,8.04%,11.65%,318.00%,318.00%,0,5.65%,-52.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/5/2021,369.77,,,,,,,,,,4.29%,369.77,15.85,442.30,197.06,280.57,70%,20%,3.58%,8.04%,11.70%,319.93%,319.93%,0,5.65%,-52.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/6/2021,406.45,,,,,,,,,,3.90%,406.45,15.85,442.30,197.06,280.57,85%,9%,3.58%,8.04%,10.65%,282.04%,282.04%,0,5.65%,-47.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/7/2021,407.33,,,,,,,,,,3.89%,407.33,15.85,442.30,197.06,280.57,86%,9%,3.58%,8.04%,10.63%,281.22%,281.22%,0,5.65%,-47.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/8/2021,402.15,,,,,,,,,,3.94%,402.15,15.85,442.30,197.06,280.57,84%,10%,3.58%,8.04%,10.76%,286.12%,286.12%,0,5.65%,-48.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/11/2021,398.68,,,,,,,,,,3.98%,398.68,15.85,442.30,197.06,280.57,82%,11%,3.58%,8.04%,10.86%,289.48%,289.48%,0,5.65%,-48.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/12/2021,403.18,,,,,,,,,,3.93%,403.18,15.85,442.30,197.06,280.57,84%,10%,3.58%,8.04%,10.73%,285.14%,285.14%,0,5.65%,-48.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/13/2021,393.75,,,,,,,,,,4.02%,393.75,15.85,442.30,197.06,280.57,80%,12%,3.58%,8.04%,10.99%,294.36%,294.36%,0,5.65%,-49.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/14/2021,398.68,,,,,,,,,,3.98%,398.68,15.85,442.30,197.06,280.57,82%,11%,3.58%,8.04%,10.86%,289.48%,289.48%,0,5.65%,-48.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/15/2021,393.85,,,,,,,,,,4.02%,393.85,15.85,442.30,197.06,280.57,80%,12%,3.58%,8.04%,10.99%,294.26%,294.26%,0,5.65%,-49.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/18/2021,393.61,,,,,,,,,,4.03%,393.61,15.85,442.30,197.06,280.57,80%,12%,3.58%,8.04%,11.00%,294.51%,294.51%,0,5.65%,-49.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/19/2021,401.86,,,,,,,,,,3.94%,401.86,15.85,442.30,197.06,280.57,84%,10%,3.58%,8.04%,10.77%,286.40%,286.40%,0,5.65%,-48.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/20/2021,398.49,,,,,,,,,,3.98%,398.49,15.85,442.30,197.06,280.57,82%,11%,3.58%,8.04%,10.86%,289.67%,289.67%,0,5.65%,-48.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/21/2021,403.96,,,,,,,,,,3.92%,403.96,15.85,442.30,197.06,280.57,84%,9%,3.58%,8.04%,10.71%,284.40%,284.40%,0,5.65%,-48.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/22/2021,397.85,,,,,,,,,,3.98%,397.85,15.85,442.30,197.06,280.57,82%,11%,3.58%,8.04%,10.88%,290.29%,290.29%,0,5.65%,-48.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/25/2021,388.82,,,,,,,,,,4.08%,388.82,15.85,442.30,197.06,280.57,78%,14%,3.58%,8.04%,11.13%,299.36%,299.36%,0,5.65%,-49.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/26/2021,390.87,,,,,,,,,,4.05%,390.87,15.85,442.30,197.06,280.57,79%,13%,3.58%,8.04%,11.07%,297.27%,297.27%,0,5.65%,-49.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/27/2021,390.82,,,,,,,,,,4.06%,390.82,15.85,442.30,197.06,280.57,79%,13%,3.58%,8.04%,11.07%,297.32%,297.32%,0,5.65%,-49.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/28/2021,386.13,,,,,,,,,,4.10%,386.13,15.85,442.30,197.06,280.57,77%,15%,3.58%,8.04%,11.21%,302.14%,302.14%,0,5.65%,-50.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/29/2021,373.83,,,,,,,,,,4.24%,373.83,15.85,442.30,197.06,280.57,72%,18%,3.58%,8.04%,11.58%,315.38%,315.38%,0,5.65%,-51.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/1/2021,374.76,,,,,,,,,,4.23%,374.76,15.85,442.30,197.06,280.57,72%,18%,3.58%,8.04%,11.55%,314.35%,314.35%,0,5.65%,-51.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/2/2021,382.33,,,,,,,,,,4.15%,382.33,15.85,442.30,197.06,280.57,76%,16%,3.58%,8.04%,11.32%,306.15%,306.15%,0,5.65%,-50.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/3/2021,379.49,,,,,,,,,,4.18%,379.49,15.85,442.30,197.06,280.57,74%,17%,3.58%,8.04%,11.40%,309.18%,309.18%,0,5.65%,-51.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/4/2021,386.77,,,,,,,,,,4.10%,386.77,15.85,442.30,197.06,280.57,77%,14%,3.58%,8.04%,11.19%,301.48%,301.48%,0,5.65%,-50.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/5/2021,383.35,,,,,,,,,,4.13%,383.35,15.85,442.30,197.06,280.57,76%,15%,3.58%,8.04%,11.29%,305.06%,305.06%,0,5.65%,-50.69%,,,,,,,,,,,,
