,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,HSBA LN,HSBC,,,,,,,,,,152%,-22%,$ 1.552,80,$        538.15,$       766.20,$       1.552,80,$   1.207,87,9.36%,3.58%,5.63%,15.64%,461.09%,461.09%,152%,,,,,,,NO,,,9.10%,2.97%,6.12%,0.10%,61
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,HSBC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,,2016,4/21/2016,460.90,,,6/13/2016,,6/13/2016,,,,,8.25%,460.90,38.04,1.061,60,472.98,673.42,-2%,130%,3.58%,8.04%,9.39%,236.91%,270.56%,155.1161,5.65%,-9.70%,,,,,,99%,,76,,,,
,,,,,,,,,,,,,,,,,,2016,4/22/2016,455.63,,,6/20/2016,,6/20/2016,,,,,8.35%,455.63,38.04,1.061,60,472.98,673.42,-3%,133%,3.58%,8.04%,9.50%,240.81%,274.85%,155.1161,5.65%,-10.73%,,,,,,100%,,77,,,,
,,,,,,,,,,,,,,,,,,2016,4/25/2016,448.84,,,6/27/2016,,6/27/2016,,,,,8.47%,448.84,38.04,1.061,60,472.98,673.42,-4%,137%,3.58%,8.04%,9.64%,245.96%,280.52%,155.1161,5.65%,-12.06%,,,,,,,,78,,,,
,,,,,,,,,,,,,,,,,,2016,4/26/2016,458.46,,,7/4/2016,,7/5/2016,,,,,8.30%,458.46,38.04,1.061,60,472.98,673.42,-2%,132%,3.58%,8.04%,9.44%,238.70%,272.53%,155.1161,5.65%,-10.18%,,,,,,,,79,,,,
,,,,,,,,,,,,,,,,,,2016,4/27/2016,455.72,,,7/11/2016,,7/11/2016,,,,,8.35%,455.72,38.04,1.061,60,472.98,673.42,-3%,133%,3.58%,8.04%,9.50%,240.73%,274.77%,155.1161,5.65%,-10.72%,,,,,,,,80,,,,
,,,,,,,,,,,,,,,,,,2016,4/28/2016,456.46,,,7/18/2016,,7/18/2016,,,,,8.33%,456.46,38.04,1.061,60,472.98,673.42,-3%,133%,3.58%,8.04%,9.48%,240.19%,274.17%,155.1161,5.65%,-10.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,4/29/2016,441.95,,,7/25/2016,,7/25/2016,,,,,8.61%,441.95,38.04,1.061,60,472.98,673.42,-5%,140%,3.58%,8.04%,9.79%,251.35%,286.45%,155.1161,5.65%,-13.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/3/2016,434.68,,,8/1/2016,,8/1/2016,,,,,8.75%,434.68,38.04,1.061,60,472.98,673.42,-7%,144%,3.58%,8.04%,9.96%,257.23%,292.92%,155.1161,5.65%,-14.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/4/2016,426.47,,,8/8/2016,,8/8/2016,,,,,8.92%,426.47,38.04,1.061,60,472.98,673.42,-8%,149%,3.58%,8.04%,10.15%,264.10%,300.48%,155.1161,5.65%,-16.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/5/2016,426.37,,,8/15/2016,,8/15/2016,,,,,8.92%,426.37,38.04,1.061,60,472.98,673.42,-8%,149%,3.58%,8.04%,10.15%,264.19%,300.57%,155.1161,5.65%,-16.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/6/2016,421.69,,,8/22/2016,,8/22/2016,,,,,9.02%,421.69,38.04,1.061,60,472.98,673.42,-9%,152%,3.58%,8.04%,10.26%,268.24%,305.02%,155.1161,5.65%,-17.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/9/2016,419.83,,,8/30/2016,,8/29/2016,,,,,9.06%,419.83,38.04,1.061,60,472.98,673.42,-9%,153%,3.58%,8.04%,10.31%,269.86%,306.81%,155.1161,5.65%,-17.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/10/2016,422.91,,,9/5/2016,,9/6/2016,,,,,8.99%,422.91,38.04,1.061,60,472.98,673.42,-9%,151%,3.58%,8.04%,10.23%,267.17%,303.85%,155.1161,5.65%,-17.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/11/2016,421.10,,,9/12/2016,,9/12/2016,,,,,9.03%,421.10,38.04,1.061,60,472.98,673.42,-9%,152%,3.58%,8.04%,10.28%,268.75%,305.58%,155.1161,5.65%,-17.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/12/2016,413.68,,,9/19/2016,,9/19/2016,,,,,9.20%,413.68,38.04,1.061,60,472.98,673.42,-10%,157%,3.58%,8.04%,10.46%,275.37%,312.86%,155.1161,5.65%,-18.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/13/2016,419.98,,,9/26/2016,,9/26/2016,,,,,9.06%,419.98,38.04,1.061,60,472.98,673.42,-9%,153%,3.58%,8.04%,10.31%,269.73%,306.67%,155.1161,5.65%,-17.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/16/2016,418.80,,,10/3/2016,,10/3/2016,,,,,9.08%,418.80,38.04,1.061,60,472.98,673.42,-9%,153%,3.58%,8.04%,10.33%,270.77%,307.81%,155.1161,5.65%,-17.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/17/2016,424.47,,,10/10/2016,,10/10/2016,,,,,8.96%,424.47,38.04,1.061,60,472.98,673.42,-8%,150%,3.58%,8.04%,10.20%,265.82%,302.36%,155.1161,5.65%,-16.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/18/2016,425.35,,,10/17/2016,,10/17/2016,,,,,8.94%,425.35,38.04,1.061,60,472.98,673.42,-8%,150%,3.58%,8.04%,10.17%,265.07%,301.53%,155.1161,5.65%,-16.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/19/2016,416.61,,,10/24/2016,,10/24/2016,,,,,9.13%,416.61,38.04,1.061,60,472.98,673.42,-10%,155%,3.58%,8.04%,10.39%,272.73%,309.96%,155.1161,5.65%,-18.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/20/2016,419.24,,,10/31/2016,,10/31/2016,,,,,9.07%,419.24,38.04,1.061,60,472.98,673.42,-9%,153%,3.58%,8.04%,10.32%,270.38%,307.38%,155.1161,5.65%,-17.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/23/2016,417.29,,,11/7/2016,,11/7/2016,,,,,9.12%,417.29,38.04,1.061,60,472.98,673.42,-9%,154%,3.58%,8.04%,10.37%,272.11%,309.29%,155.1161,5.65%,-18.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/24/2016,424.13,,,11/14/2016,,11/14/2016,,,,,8.97%,424.13,38.04,1.061,60,472.98,673.42,-8%,150%,3.58%,8.04%,10.20%,266.12%,302.69%,155.1161,5.65%,-16.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/25/2016,435.99,,,11/21/2016,,11/21/2016,,,,,8.72%,435.99,38.04,1.061,60,472.98,673.42,-6%,143%,3.58%,8.04%,9.93%,256.15%,291.73%,155.1161,5.65%,-14.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/26/2016,435.55,,,11/28/2016,,11/28/2016,,,,,8.73%,435.55,38.04,1.061,60,472.98,673.42,-6%,144%,3.58%,8.04%,9.94%,256.51%,292.12%,155.1161,5.65%,-14.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/27/2016,438.00,,,12/5/2016,,12/5/2016,,,,,8.68%,438.00,38.04,1.061,60,472.98,673.42,-6%,142%,3.58%,8.04%,9.88%,254.52%,289.94%,155.1161,5.65%,-14.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/31/2016,434.68,,,12/12/2016,,12/12/2016,,,,,8.75%,434.68,38.04,1.061,60,472.98,673.42,-7%,144%,3.58%,8.04%,9.96%,257.23%,292.92%,155.1161,5.65%,-14.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/1/2016,434.48,,,12/19/2016,,12/19/2016,,,,,8.75%,434.48,38.04,1.061,60,472.98,673.42,-7%,144%,3.58%,8.04%,9.96%,257.39%,293.09%,155.1161,5.65%,-14.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/2/2016,435.75,,,12/28/2016,,12/27/2016,,,,,8.73%,435.75,38.04,1.061,60,472.98,673.42,-6%,144%,3.58%,8.04%,9.93%,256.35%,291.95%,155.1161,5.65%,-14.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/3/2016,434.43,,,1/3/2017,,1/3/2017,,,,,8.76%,434.43,38.04,1.061,60,472.98,673.42,-7%,144%,3.58%,8.04%,9.96%,257.43%,293.14%,155.1161,5.65%,-14.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/6/2016,437.90,,,1/9/2017,,1/9/2017,,,,,8.69%,437.90,38.04,1.061,60,472.98,673.42,-6%,142%,3.58%,8.04%,9.88%,254.60%,290.03%,155.1161,5.65%,-14.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/7/2016,436.24,,,1/16/2017,,1/17/2017,,,,,8.72%,436.24,38.04,1.061,60,472.98,673.42,-6%,143%,3.58%,8.04%,9.92%,255.95%,291.51%,155.1161,5.65%,-14.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/8/2016,436.29,,,1/23/2017,,1/23/2017,,,,,8.72%,436.29,38.04,1.061,60,472.98,673.42,-6%,143%,3.58%,8.04%,9.92%,255.91%,291.47%,155.1161,5.65%,-14.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/9/2016,433.21,,,1/30/2017,,1/30/2017,,,,,8.78%,433.21,38.04,1.061,60,472.98,673.42,-7%,145%,3.58%,8.04%,9.99%,258.44%,294.25%,155.1161,5.65%,-15.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/10/2016,423.64,,,2/6/2017,,2/6/2017,,,,,8.98%,423.64,38.04,1.061,60,472.98,673.42,-8%,151%,3.58%,8.04%,10.22%,266.54%,303.15%,155.1161,5.65%,-17.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/13/2016,420.86,,,2/13/2017,,2/13/2017,,,,,9.04%,420.86,38.04,1.061,60,472.98,673.42,-9%,152%,3.58%,8.04%,10.28%,268.96%,305.82%,155.1161,5.65%,-17.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/14/2016,415.48,,,2/20/2017,,2/21/2017,,,,,9.16%,415.48,38.04,1.061,60,472.98,673.42,-10%,156%,3.58%,8.04%,10.42%,273.73%,311.07%,155.1161,5.65%,-18.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/15/2016,415.83,,,2/27/2017,,2/27/2017,,,,,9.15%,415.83,38.04,1.061,60,472.98,673.42,-10%,155%,3.58%,8.04%,10.41%,273.43%,310.73%,155.1161,5.65%,-18.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/16/2016,416.56,,,3/6/2017,,3/6/2017,,,,,9.13%,416.56,38.04,1.061,60,472.98,673.42,-10%,155%,3.58%,8.04%,10.39%,272.77%,310.01%,155.1161,5.65%,-18.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/17/2016,421.15,,,3/13/2017,,3/13/2017,,,,,9.03%,421.15,38.04,1.061,60,472.98,673.42,-9%,152%,3.58%,8.04%,10.28%,268.71%,305.54%,155.1161,5.65%,-17.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/20/2016,427.16,,,3/20/2017,,3/20/2017,,,,,8.90%,427.16,38.04,1.061,60,472.98,673.42,-8%,149%,3.58%,8.04%,10.13%,263.52%,299.83%,155.1161,5.65%,-16.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/21/2016,429.55,,,3/27/2017,,3/27/2017,,,,,8.86%,429.55,38.04,1.061,60,472.98,673.42,-7%,147%,3.58%,8.04%,10.08%,261.50%,297.61%,155.1161,5.65%,-15.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/22/2016,433.65,,,4/3/2017,,4/3/2017,,,,,8.77%,433.65,38.04,1.061,60,472.98,673.42,-7%,145%,3.58%,8.04%,9.98%,258.08%,293.85%,155.1161,5.65%,-15.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/23/2016,443.86,,,4/10/2017,,4/10/2017,,,,,8.57%,443.86,38.04,1.061,60,472.98,673.42,-5%,139%,3.58%,8.04%,9.75%,249.84%,284.79%,155.1161,5.65%,-13.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/24/2016,437.51,,,4/18/2017,,4/17/2017,,,,,8.69%,437.51,38.04,1.061,60,472.98,673.42,-6%,143%,3.58%,8.04%,9.89%,254.92%,290.37%,155.1161,5.65%,-14.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/27/2016,427.79,,,4/24/2017,,4/24/2017,,,,,8.89%,427.79,38.04,1.061,60,472.98,673.42,-8%,148%,3.58%,8.04%,10.12%,262.98%,299.24%,155.1161,5.65%,-16.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/28/2016,433.26,,,5/2/2017,,5/1/2017,,,,,8.78%,433.26,38.04,1.061,60,472.98,673.42,-7%,145%,3.58%,8.04%,9.99%,258.40%,294.20%,155.1161,5.65%,-15.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/29/2016,442.20,,,5/8/2017,,5/8/2017,,,,,8.60%,442.20,38.04,1.061,60,472.98,673.42,-5%,140%,3.58%,8.04%,9.79%,251.16%,286.23%,155.1161,5.65%,-13.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/30/2016,455.04,,,5/15/2017,,5/15/2017,,,,,8.36%,455.04,38.04,1.061,60,472.98,673.42,-3%,133%,3.58%,8.04%,9.51%,241.24%,275.33%,155.1161,5.65%,-10.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/1/2016,458.90,,,5/22/2017,,5/22/2017,,,,,8.29%,458.90,38.04,1.061,60,472.98,673.42,-2%,131%,3.58%,8.04%,9.43%,238.38%,272.18%,155.1161,5.65%,-10.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/4/2016,452.94,,,5/30/2017,,5/30/2017,,,,,8.40%,452.94,38.04,1.061,60,472.98,673.42,-3%,134%,3.58%,8.04%,9.56%,242.83%,277.07%,155.1161,5.65%,-11.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/5/2016,453.92,,,6/5/2017,,6/5/2017,,,,,8.38%,453.92,38.04,1.061,60,472.98,673.42,-3%,134%,3.58%,8.04%,9.53%,242.09%,276.26%,155.1161,5.65%,-11.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/6/2016,451.04,,,6/12/2017,,6/12/2017,,,,,8.43%,451.04,38.04,1.061,60,472.98,673.42,-4%,135%,3.58%,8.04%,9.60%,244.27%,278.67%,155.1161,5.65%,-11.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/7/2016,453.62,,,6/19/2017,,6/19/2017,,,,,8.39%,453.62,38.04,1.061,60,472.98,673.42,-3%,134%,3.58%,8.04%,9.54%,242.31%,276.51%,155.1161,5.65%,-11.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/8/2016,459.83,,,6/26/2017,,6/26/2017,,,,,8.27%,459.83,38.04,1.061,60,472.98,673.42,-2%,131%,3.58%,8.04%,9.41%,237.69%,271.43%,155.1161,5.65%,-9.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/11/2016,467.69,,,7/3/2017,,7/3/2017,,,,,8.13%,467.69,38.04,1.061,60,472.98,673.42,-1%,127%,3.58%,8.04%,9.25%,232.02%,265.18%,155.1161,5.65%,-8.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/12/2016,465.59,,,7/10/2017,,7/10/2017,,,,,8.17%,465.59,38.04,1.061,60,472.98,673.42,-1%,128%,3.58%,8.04%,9.30%,233.51%,266.83%,155.1161,5.65%,-8.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/13/2016,463.93,,,7/17/2017,,7/17/2017,,,,,8.20%,463.93,38.04,1.061,60,472.98,673.42,-2%,129%,3.58%,8.04%,9.33%,234.71%,268.14%,155.1161,5.65%,-9.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/14/2016,465.59,,,7/24/2017,,7/24/2017,,,,,8.17%,465.59,38.04,1.061,60,472.98,673.42,-1%,128%,3.58%,8.04%,9.30%,233.51%,266.83%,155.1161,5.65%,-8.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/15/2016,468.13,,,7/31/2017,,7/31/2017,,,,,8.13%,468.13,38.04,1.061,60,472.98,673.42,-1%,127%,3.58%,8.04%,9.25%,231.70%,264.84%,155.1161,5.65%,-8.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/18/2016,473.50,,,8/7/2017,,8/7/2017,,,,,8.03%,473.50,38.04,1.061,60,472.98,673.42,0%,124%,3.58%,8.04%,9.14%,227.94%,260.70%,155.1161,5.65%,-7.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/19/2016,475.75,,,8/14/2017,,8/14/2017,,,,,8.00%,475.75,38.04,1.061,60,472.98,673.42,0%,123%,3.58%,8.04%,9.10%,226.39%,259.00%,155.1161,5.65%,-6.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/20/2016,483.61,,,8/21/2017,,8/21/2017,,,,,7.87%,483.61,38.04,1.061,60,472.98,673.42,2%,120%,3.58%,8.04%,8.95%,221.09%,253.16%,155.1161,5.65%,-5.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/21/2016,481.02,,,8/29/2017,,8/28/2017,,,,,7.91%,481.02,38.04,1.061,60,472.98,673.42,1%,121%,3.58%,8.04%,9.00%,222.81%,255.06%,155.1161,5.65%,-5.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/22/2016,482.09,,,9/4/2017,,9/5/2017,,,,,7.89%,482.09,38.04,1.061,60,472.98,673.42,2%,120%,3.58%,8.04%,8.98%,222.09%,254.27%,155.1161,5.65%,-5.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/25/2016,478.38,,,9/11/2017,,9/11/2017,,,,,7.95%,478.38,38.04,1.061,60,472.98,673.42,1%,122%,3.58%,8.04%,9.05%,224.59%,257.02%,155.1161,5.65%,-6.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/26/2016,482.48,,,9/18/2017,,9/18/2017,,,,,7.88%,482.48,38.04,1.061,60,472.98,673.42,2%,120%,3.58%,8.04%,8.97%,221.83%,253.98%,155.1161,5.65%,-5.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/27/2016,486.10,,,9/25/2017,,9/25/2017,,,,,7.83%,486.10,38.04,1.061,60,472.98,673.42,2%,118%,3.58%,8.04%,8.90%,219.44%,251.35%,155.1161,5.65%,-4.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/28/2016,479.46,,,10/2/2017,,10/2/2017,,,,,7.93%,479.46,38.04,1.061,60,472.98,673.42,1%,121%,3.58%,8.04%,9.03%,223.87%,256.22%,155.1161,5.65%,-6.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/29/2016,483.56,,,10/9/2017,,10/9/2017,,,,,7.87%,483.56,38.04,1.061,60,472.98,673.42,2%,120%,3.58%,8.04%,8.95%,221.12%,253.20%,155.1161,5.65%,-5.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/1/2016,477.65,,,10/16/2017,,10/16/2017,,,,,7.96%,477.65,38.04,1.061,60,472.98,673.42,1%,122%,3.58%,8.04%,9.06%,225.09%,257.57%,155.1161,5.65%,-6.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/2/2016,471.55,,,10/23/2017,,10/23/2017,,,,,8.07%,471.55,38.04,1.061,60,472.98,673.42,0%,125%,3.58%,8.04%,9.18%,229.30%,262.20%,155.1161,5.65%,-7.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/3/2016,492.64,,,10/30/2017,,10/30/2017,,,,,7.72%,492.64,38.04,1.061,60,472.98,673.42,3%,115%,3.58%,8.04%,8.79%,215.20%,246.68%,155.1161,5.65%,-3.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/4/2016,505.24,,,11/6/2017,,11/6/2017,,,,,7.53%,505.24,38.04,1.061,60,472.98,673.42,5%,110%,3.58%,8.04%,8.57%,207.34%,238.04%,155.1161,5.65%,-1.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/5/2016,518.04,,,11/13/2017,,11/13/2017,,,,,7.34%,518.04,38.04,1.061,60,472.98,673.42,8%,105%,3.58%,8.04%,8.35%,199.75%,229.69%,155.1161,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/8/2016,524.48,,,11/20/2017,,11/20/2017,,,,,7.25%,524.48,38.04,1.061,60,472.98,673.42,9%,102%,3.58%,8.04%,8.25%,196.06%,225.64%,155.1161,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/9/2016,528.19,,,11/27/2017,,11/27/2017,,,,,7.20%,528.19,38.04,1.061,60,472.98,673.42,9%,101%,3.58%,8.04%,8.19%,193.98%,223.35%,155.1161,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/10/2016,531.61,,,12/4/2017,,12/4/2017,,,,,7.16%,531.61,38.04,1.061,60,472.98,673.42,10%,100%,3.58%,8.04%,8.14%,192.09%,221.27%,155.1161,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/11/2016,532.78,,,12/11/2017,,12/11/2017,,,,,7.14%,532.78,38.04,1.061,60,472.98,673.42,10%,99%,3.58%,8.04%,8.12%,191.45%,220.56%,155.1161,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/12/2016,532.30,,,12/18/2017,,12/18/2017,,,,,7.15%,532.30,38.04,1.061,60,472.98,673.42,10%,99%,3.58%,8.04%,8.13%,191.72%,220.86%,155.1161,5.65%,-0.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/15/2016,534.74,,,12/27/2017,,12/26/2017,,,,,7.11%,534.74,38.04,1.061,60,472.98,673.42,10%,99%,3.58%,8.04%,8.09%,190.39%,219.39%,155.1161,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/16/2016,529.85,,,1/2/2018,,1/2/2018,,,,,7.18%,529.85,38.04,1.061,60,472.98,673.42,10%,100%,3.58%,8.04%,8.17%,193.06%,222.34%,155.1161,5.65%,-0.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/17/2016,530.25,,,1/8/2018,,1/8/2018,,,,,7.17%,530.25,38.04,1.061,60,472.98,673.42,10%,100%,3.58%,8.04%,8.16%,192.85%,222.10%,155.1161,5.65%,-0.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/18/2016,531.12,,,1/15/2018,,1/16/2018,,,,,7.16%,531.12,38.04,1.061,60,472.98,673.42,10%,100%,3.58%,8.04%,8.15%,192.36%,221.57%,155.1161,5.65%,-0.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/19/2016,530.54,,,1/22/2018,,1/22/2018,,,,,7.17%,530.54,38.04,1.061,60,472.98,673.42,10%,100%,3.58%,8.04%,8.16%,192.68%,221.92%,155.1161,5.65%,-0.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/22/2016,526.92,,,1/29/2018,,1/29/2018,,,,,7.22%,526.92,38.04,1.061,60,472.98,673.42,9%,101%,3.58%,8.04%,8.21%,194.69%,224.13%,155.1161,5.65%,-1.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/23/2016,529.56,,,2/5/2018,,2/5/2018,,,,,7.18%,529.56,38.04,1.061,60,472.98,673.42,10%,100%,3.58%,8.04%,8.17%,193.22%,222.52%,155.1161,5.65%,-0.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/24/2016,528.49,,,2/12/2018,,2/12/2018,,,,,7.20%,528.49,38.04,1.061,60,472.98,673.42,9%,101%,3.58%,8.04%,8.19%,193.82%,223.17%,155.1161,5.65%,-1.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/25/2016,529.85,,,2/19/2018,,2/20/2018,,,,,7.18%,529.85,38.04,1.061,60,472.98,673.42,10%,100%,3.58%,8.04%,8.17%,193.06%,222.34%,155.1161,5.65%,-0.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/26/2016,534.15,,,2/26/2018,,2/26/2018,,,,,7.12%,534.15,38.04,1.061,60,472.98,673.42,10%,99%,3.58%,8.04%,8.10%,190.70%,219.74%,155.1161,5.65%,-0.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/30/2016,544.50,,,3/5/2018,,3/5/2018,,,,,6.99%,544.50,38.04,1.061,60,472.98,673.42,12%,95%,3.58%,8.04%,7.95%,185.18%,213.66%,155.1161,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/31/2016,551.15,,,3/12/2018,,3/12/2018,,,,,6.90%,551.15,38.04,1.061,60,472.98,673.42,13%,93%,3.58%,8.04%,7.85%,181.74%,209.88%,155.1161,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,9/1/2016,554.86,,,3/19/2018,,3/19/2018,,,,,6.86%,554.86,38.04,1.061,60,472.98,673.42,14%,91%,3.58%,8.04%,7.80%,179.86%,207.81%,155.1161,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,9/2/2016,567.36,,,3/26/2018,,3/26/2018,,,,,6.70%,567.36,38.04,1.061,60,472.98,673.42,16%,87%,3.58%,8.04%,7.63%,173.69%,201.03%,155.1161,5.65%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,9/5/2016,568.04,,,4/3/2018,,4/2/2018,,,,,6.70%,568.04,38.04,1.061,60,472.98,673.42,16%,87%,3.58%,8.04%,7.62%,173.36%,200.67%,155.1161,5.65%,0.00%,,,,,,,,,,,,
