,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,REL LN,RELX PLC,,,,,,,,,,36%,40%,$2.682,00,$   2.077,71,$  2.467,79,$       4.135,00,$  3.766,30,3.08%,1.48%,2.21%,4.96%,138.19%,151.81%,122%,,,,,,,NO,,,2.88%,1.36%,1.52%,0.02%,76
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,RELX PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,2.69%,11/10/2017,,,,,,,,,,$  2.467,79,-8%,2.08%,$  3.766,30,$   1.436,97,$        1.126,00,$   1.209,83,1.35%,2.69%,2.27%,1.35%,-35.14%,-35.14%,-16%,,,,5Y CAGR,3.22%,,RELX PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,5.56%,,RELX PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,RELX PLC - Rating: 36% - Upside: 40%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2023,4/26/2023,2.666,00,,,,,,,,,,2.10%,2.666,00,55.90,3.766,30,2.077,71,2.467,79,35%,41%,1.48%,2.69%,2.10%,0.60%,0.60%,0,2.27%,-2.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/27/2023,2.625,00,,,,,,,,,,2.13%,2.625,00,55.90,3.766,30,2.077,71,2.467,79,32%,43%,1.48%,2.69%,2.13%,2.17%,2.17%,0,2.27%,-3.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/28/2023,2.646,00,,,,,,,,,,2.11%,2.646,00,55.90,3.766,30,2.077,71,2.467,79,34%,42%,1.48%,2.69%,2.11%,1.36%,1.36%,0,2.27%,-2.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/2/2023,2.511,00,,,,,,,,,,2.23%,2.511,00,55.90,3.766,30,2.077,71,2.467,79,26%,50%,1.48%,2.69%,2.23%,6.81%,6.81%,0,2.27%,-7.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/3/2023,2.524,00,,,,,,,,,,2.21%,2.524,00,55.90,3.766,30,2.077,71,2.467,79,26%,49%,1.48%,2.69%,2.21%,6.26%,6.26%,0,2.27%,-7.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/4/2023,2.450,00,,,,,,,,,,2.28%,2.450,00,55.90,3.766,30,2.077,71,2.467,79,22%,54%,1.48%,2.69%,2.28%,9.47%,9.47%,0,2.27%,-9.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/5/2023,2.434,00,,,,,,,,,,2.30%,2.434,00,55.90,3.766,30,2.077,71,2.467,79,21%,55%,1.48%,2.69%,2.30%,10.19%,10.19%,0,2.27%,-10.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/8/2023,,,,,,,,,,,2.30%,2.434,00,55.90,3.766,30,2.077,71,2.467,79,21%,55%,1.48%,2.69%,2.30%,10.19%,10.19%,0,2.27%,-10.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/9/2023,2.479,00,,,,,,,,,,2.25%,2.479,00,55.90,3.766,30,2.077,71,2.467,79,24%,52%,1.48%,2.69%,2.25%,8.19%,8.19%,0,2.27%,-8.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/10/2023,2.463,00,,,,,,,,,,2.27%,2.463,00,55.90,3.766,30,2.077,71,2.467,79,23%,53%,1.48%,2.69%,2.27%,8.89%,8.89%,0,2.27%,-9.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/11/2023,2.496,00,,,,,,,,,,2.24%,2.496,00,55.90,3.766,30,2.077,71,2.467,79,25%,51%,1.48%,2.69%,2.24%,7.45%,7.45%,0,2.27%,-8.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/12/2023,2.491,00,,,,,,,,,,2.24%,2.491,00,55.90,3.766,30,2.077,71,2.467,79,24%,51%,1.48%,2.69%,2.24%,7.67%,7.67%,0,2.27%,-8.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/15/2023,2.475,00,,,,,,,,,,2.26%,2.475,00,55.90,3.766,30,2.077,71,2.467,79,24%,52%,1.48%,2.69%,2.26%,8.36%,8.36%,0,2.27%,-9.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/16/2023,2.470,00,,,,,,,,,,2.26%,2.470,00,55.90,3.766,30,2.077,71,2.467,79,23%,52%,1.48%,2.69%,2.26%,8.58%,8.58%,0,2.27%,-9.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/17/2023,2.464,00,,,,,,,,,,2.27%,2.464,00,55.90,3.766,30,2.077,71,2.467,79,23%,53%,1.48%,2.69%,2.27%,8.85%,8.85%,0,2.27%,-9.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/18/2023,2.500,00,,,,,,,,,,2.24%,2.500,00,55.90,3.766,30,2.077,71,2.467,79,25%,51%,1.48%,2.69%,2.24%,7.28%,7.28%,0,2.27%,-8.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/19/2023,2.501,00,,,,,,,,,,2.24%,2.501,00,55.90,3.766,30,2.077,71,2.467,79,25%,51%,1.48%,2.69%,2.24%,7.24%,7.24%,0,2.27%,-8.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/22/2023,2.495,00,,,,,,,,,,2.24%,2.495,00,55.90,3.766,30,2.077,71,2.467,79,25%,51%,1.48%,2.69%,2.24%,7.49%,7.49%,0,2.27%,-8.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/23/2023,2.492,00,,,,,,,,,,2.24%,2.492,00,55.90,3.766,30,2.077,71,2.467,79,25%,51%,1.48%,2.69%,2.24%,7.62%,7.62%,0,2.27%,-8.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/24/2023,2.464,00,,,,,,,,,,2.27%,2.464,00,55.90,3.766,30,2.077,71,2.467,79,23%,53%,1.48%,2.69%,2.27%,8.85%,8.85%,0,2.27%,-9.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/25/2023,2.450,00,,,,,,,,,,2.28%,2.450,00,55.90,3.766,30,2.077,71,2.467,79,22%,54%,1.48%,2.69%,2.28%,9.47%,9.47%,0,2.27%,-9.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/26/2023,2.487,00,,,,,,,,,,2.25%,2.487,00,55.90,3.766,30,2.077,71,2.467,79,24%,51%,1.48%,2.69%,2.25%,7.84%,7.84%,0,2.27%,-8.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/29/2023,,,,,,,,,,,2.25%,2.487,00,55.90,3.766,30,2.077,71,2.467,79,24%,51%,1.48%,2.69%,2.25%,7.84%,7.84%,0,2.27%,-8.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/30/2023,2.485,00,,,,,,,,,,2.25%,2.485,00,55.90,3.766,30,2.077,71,2.467,79,24%,52%,1.48%,2.69%,2.25%,7.93%,7.93%,0,2.27%,-8.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/31/2023,2.510,00,,,,,,,,,,2.23%,2.510,00,55.90,3.766,30,2.077,71,2.467,79,26%,50%,1.48%,2.69%,2.23%,6.85%,6.85%,0,2.27%,-7.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/1/2023,2.542,00,,,,,,,,,,2.20%,2.542,00,55.90,3.766,30,2.077,71,2.467,79,27%,48%,1.48%,2.69%,2.20%,5.51%,5.51%,0,2.27%,-6.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/2/2023,2.566,00,,,,,,,,,,2.18%,2.566,00,55.90,3.766,30,2.077,71,2.467,79,29%,47%,1.48%,2.69%,2.18%,4.52%,4.52%,0,2.27%,-5.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/5/2023,2.581,00,,,,,,,,,,2.17%,2.581,00,55.90,3.766,30,2.077,71,2.467,79,30%,46%,1.48%,2.69%,2.17%,3.91%,3.91%,0,2.27%,-5.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/6/2023,2.574,00,,,,,,,,,,2.17%,2.574,00,55.90,3.766,30,2.077,71,2.467,79,29%,46%,1.48%,2.69%,2.17%,4.20%,4.20%,0,2.27%,-5.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/7/2023,2.569,00,,,,,,,,,,2.18%,2.569,00,55.90,3.766,30,2.077,71,2.467,79,29%,47%,1.48%,2.69%,2.18%,4.40%,4.40%,0,2.27%,-5.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/8/2023,2.555,00,,,,,,,,,,2.19%,2.555,00,55.90,3.766,30,2.077,71,2.467,79,28%,47%,1.48%,2.69%,2.19%,4.97%,4.97%,0,2.27%,-6.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/9/2023,2.531,00,,,,,,,,,,2.21%,2.531,00,55.90,3.766,30,2.077,71,2.467,79,27%,49%,1.48%,2.69%,2.21%,5.97%,5.97%,0,2.27%,-7.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/12/2023,2.560,00,,,,,,,,,,2.18%,2.560,00,55.90,3.766,30,2.077,71,2.467,79,29%,47%,1.48%,2.69%,2.18%,4.77%,4.77%,0,2.27%,-5.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/13/2023,2.578,00,,,,,,,,,,2.17%,2.578,00,55.90,3.766,30,2.077,71,2.467,79,30%,46%,1.48%,2.69%,2.17%,4.03%,4.03%,0,2.27%,-5.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/14/2023,2.580,00,,,,,,,,,,2.17%,2.580,00,55.90,3.766,30,2.077,71,2.467,79,30%,46%,1.48%,2.69%,2.17%,3.95%,3.95%,0,2.27%,-5.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/15/2023,2.619,00,,,,,,,,,,2.13%,2.619,00,55.90,3.766,30,2.077,71,2.467,79,32%,44%,1.48%,2.69%,2.13%,2.41%,2.41%,0,2.27%,-3.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/16/2023,2.646,00,,,,,,,,,,2.11%,2.646,00,55.90,3.766,30,2.077,71,2.467,79,34%,42%,1.48%,2.69%,2.11%,1.36%,1.36%,0,2.27%,-2.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/19/2023,2.611,00,,,,,,,,,,2.14%,2.611,00,55.90,3.766,30,2.077,71,2.467,79,32%,44%,1.48%,2.69%,2.14%,2.72%,2.72%,0,2.27%,-4.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/20/2023,2.614,00,,,,,,,,,,2.14%,2.614,00,55.90,3.766,30,2.077,71,2.467,79,32%,44%,1.48%,2.69%,2.14%,2.60%,2.60%,0,2.27%,-3.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/21/2023,2.600,00,,,,,,,,,,2.15%,2.600,00,55.90,3.766,30,2.077,71,2.467,79,31%,45%,1.48%,2.69%,2.15%,3.15%,3.15%,0,2.27%,-4.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/22/2023,2.597,00,,,,,,,,,,2.15%,2.597,00,55.90,3.766,30,2.077,71,2.467,79,31%,45%,1.48%,2.69%,2.15%,3.27%,3.27%,0,2.27%,-4.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/23/2023,2.604,00,,,,,,,,,,2.15%,2.604,00,55.90,3.766,30,2.077,71,2.467,79,31%,45%,1.48%,2.69%,2.15%,3.00%,3.00%,0,2.27%,-4.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/26/2023,2.589,00,,,,,,,,,,2.16%,2.589,00,55.90,3.766,30,2.077,71,2.467,79,30%,45%,1.48%,2.69%,2.16%,3.59%,3.59%,0,2.27%,-4.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/27/2023,2.587,00,,,,,,,,,,2.16%,2.587,00,55.90,3.766,30,2.077,71,2.467,79,30%,46%,1.48%,2.69%,2.16%,3.67%,3.67%,0,2.27%,-4.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/28/2023,2.610,00,,,,,,,,,,2.14%,2.610,00,55.90,3.766,30,2.077,71,2.467,79,32%,44%,1.48%,2.69%,2.14%,2.76%,2.76%,0,2.27%,-4.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/29/2023,2.604,00,,,,,,,,,,2.15%,2.604,00,55.90,3.766,30,2.077,71,2.467,79,31%,45%,1.48%,2.69%,2.15%,3.00%,3.00%,0,2.27%,-4.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/30/2023,2.621,00,,,,,,,,,,2.13%,2.621,00,55.90,3.766,30,2.077,71,2.467,79,32%,44%,1.48%,2.69%,2.13%,2.33%,2.33%,0,2.27%,-3.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/3/2023,2.602,00,,,,,,,,,,2.15%,2.602,00,55.90,3.766,30,2.077,71,2.467,79,31%,45%,1.48%,2.69%,2.15%,3.07%,3.07%,0,2.27%,-4.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/4/2023,2.591,00,,,,,,,,,,2.16%,2.591,00,55.90,3.766,30,2.077,71,2.467,79,30%,45%,1.48%,2.69%,2.16%,3.51%,3.51%,0,2.27%,-4.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/5/2023,2.567,00,,,,,,,,,,2.18%,2.567,00,55.90,3.766,30,2.077,71,2.467,79,29%,47%,1.48%,2.69%,2.18%,4.48%,4.48%,0,2.27%,-5.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/6/2023,2.537,00,,,,,,,,,,2.20%,2.537,00,55.90,3.766,30,2.077,71,2.467,79,27%,48%,1.48%,2.69%,2.20%,5.72%,5.72%,0,2.27%,-6.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/7/2023,2.463,00,,,,,,,,,,2.27%,2.463,00,55.90,3.766,30,2.077,71,2.467,79,23%,53%,1.48%,2.69%,2.27%,8.89%,8.89%,0,2.27%,-9.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/10/2023,2.474,00,,,,,,,,,,2.26%,2.474,00,55.90,3.766,30,2.077,71,2.467,79,23%,52%,1.48%,2.69%,2.26%,8.41%,8.41%,0,2.27%,-9.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/11/2023,2.442,00,,,,,,,,,,2.29%,2.442,00,55.90,3.766,30,2.077,71,2.467,79,22%,54%,1.48%,2.69%,2.29%,9.83%,9.83%,0,2.27%,-10.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/12/2023,2.485,00,,,,,,,,,,2.25%,2.485,00,55.90,3.766,30,2.077,71,2.467,79,24%,52%,1.48%,2.69%,2.25%,7.93%,7.93%,0,2.27%,-8.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/13/2023,2.518,00,,,,,,,,,,2.22%,2.518,00,55.90,3.766,30,2.077,71,2.467,79,26%,50%,1.48%,2.69%,2.22%,6.51%,6.51%,0,2.27%,-7.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/14/2023,2.543,00,,,,,,,,,,2.20%,2.543,00,55.90,3.766,30,2.077,71,2.467,79,28%,48%,1.48%,2.69%,2.20%,5.47%,5.47%,0,2.27%,-6.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/17/2023,2.552,00,,,,,,,,,,2.19%,2.552,00,55.90,3.766,30,2.077,71,2.467,79,28%,48%,1.48%,2.69%,2.19%,5.09%,5.09%,0,2.27%,-6.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/18/2023,2.550,00,,,,,,,,,,2.19%,2.550,00,55.90,3.766,30,2.077,71,2.467,79,28%,48%,1.48%,2.69%,2.19%,5.18%,5.18%,0,2.27%,-6.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/19/2023,2.572,00,,,,,,,,,,2.17%,2.572,00,55.90,3.766,30,2.077,71,2.467,79,29%,46%,1.48%,2.69%,2.17%,4.28%,4.28%,0,2.27%,-5.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/20/2023,2.579,00,,,,,,,,,,2.17%,2.579,00,55.90,3.766,30,2.077,71,2.467,79,30%,46%,1.48%,2.69%,2.17%,3.99%,3.99%,0,2.27%,-5.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/21/2023,2.608,00,,,,,,,,,,2.14%,2.608,00,55.90,3.766,30,2.077,71,2.467,79,31%,44%,1.48%,2.69%,2.14%,2.84%,2.84%,0,2.27%,-4.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/24/2023,2.582,00,,,,,,,,,,2.16%,2.582,00,55.90,3.766,30,2.077,71,2.467,79,30%,46%,1.48%,2.69%,2.16%,3.87%,3.87%,0,2.27%,-5.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/25/2023,2.562,00,,,,,,,,,,2.18%,2.562,00,55.90,3.766,30,2.077,71,2.467,79,29%,47%,1.48%,2.69%,2.18%,4.68%,4.68%,0,2.27%,-5.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/26/2023,2.542,00,,,,,,,,,,2.20%,2.542,00,55.90,3.766,30,2.077,71,2.467,79,27%,48%,1.48%,2.69%,2.20%,5.51%,5.51%,0,2.27%,-6.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/27/2023,2.661,00,,,,,,,,,,2.10%,2.661,00,55.90,3.766,30,2.077,71,2.467,79,35%,42%,1.48%,2.69%,2.10%,0.79%,0.79%,0,2.27%,-2.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/28/2023,2.633,00,,,,,,,,,,2.12%,2.633,00,55.90,3.766,30,2.077,71,2.467,79,33%,43%,1.48%,2.69%,2.12%,1.86%,1.86%,0,2.27%,-3.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/31/2023,2.620,00,,,,,,,,,,2.13%,2.620,00,55.90,3.766,30,2.077,71,2.467,79,32%,44%,1.48%,2.69%,2.13%,2.37%,2.37%,0,2.27%,-3.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/1/2023,2.603,00,,,,,,,,,,2.15%,2.603,00,55.90,3.766,30,2.077,71,2.467,79,31%,45%,1.48%,2.69%,2.15%,3.03%,3.03%,0,2.27%,-4.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/2/2023,2.610,00,,,,,,,,,,2.14%,2.610,00,55.90,3.766,30,2.077,71,2.467,79,32%,44%,1.48%,2.69%,2.14%,2.76%,2.76%,0,2.27%,-4.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/3/2023,2.571,00,,,,,,,,,,2.17%,2.571,00,55.90,3.766,30,2.077,71,2.467,79,29%,46%,1.48%,2.69%,2.17%,4.32%,4.32%,0,2.27%,-5.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/4/2023,2.568,00,,,,,,,,,,2.18%,2.568,00,55.90,3.766,30,2.077,71,2.467,79,29%,47%,1.48%,2.69%,2.18%,4.44%,4.44%,0,2.27%,-5.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/7/2023,2.572,00,,,,,,,,,,2.17%,2.572,00,55.90,3.766,30,2.077,71,2.467,79,29%,46%,1.48%,2.69%,2.17%,4.28%,4.28%,0,2.27%,-5.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/8/2023,2.581,00,,,,,,,,,,2.17%,2.581,00,55.90,3.766,30,2.077,71,2.467,79,30%,46%,1.48%,2.69%,2.17%,3.91%,3.91%,0,2.27%,-5.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/9/2023,2.593,00,,,,,,,,,,2.16%,2.593,00,55.90,3.766,30,2.077,71,2.467,79,31%,45%,1.48%,2.69%,2.16%,3.43%,3.43%,0,2.27%,-4.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/10/2023,2.627,00,,,,,,,,,,2.13%,2.627,00,55.90,3.766,30,2.077,71,2.467,79,33%,43%,1.48%,2.69%,2.13%,2.09%,2.09%,0,2.27%,-3.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/11/2023,2.568,00,,,,,,,,,,2.18%,2.568,00,55.90,3.766,30,2.077,71,2.467,79,29%,47%,1.48%,2.69%,2.18%,4.44%,4.44%,0,2.27%,-5.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/14/2023,2.586,00,,,,,,,,,,2.16%,2.586,00,55.90,3.766,30,2.077,71,2.467,79,30%,46%,1.48%,2.69%,2.16%,3.71%,3.71%,0,2.27%,-5.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/15/2023,2.550,00,,,,,,,,,,2.19%,2.550,00,55.90,3.766,30,2.077,71,2.467,79,28%,48%,1.48%,2.69%,2.19%,5.18%,5.18%,0,2.27%,-6.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/16/2023,2.515,00,,,,,,,,,,2.22%,2.515,00,55.90,3.766,30,2.077,71,2.467,79,26%,50%,1.48%,2.69%,2.22%,6.64%,6.64%,0,2.27%,-7.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/17/2023,2.489,00,,,,,,,,,,2.25%,2.489,00,55.90,3.766,30,2.077,71,2.467,79,24%,51%,1.48%,2.69%,2.25%,7.75%,7.75%,0,2.27%,-8.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/18/2023,2.481,00,,,,,,,,,,2.25%,2.481,00,55.90,3.766,30,2.077,71,2.467,79,24%,52%,1.48%,2.69%,2.25%,8.10%,8.10%,0,2.27%,-8.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/21/2023,2.480,00,,,,,,,,,,2.25%,2.480,00,55.90,3.766,30,2.077,71,2.467,79,24%,52%,1.48%,2.69%,2.25%,8.15%,8.15%,0,2.27%,-8.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/22/2023,2.473,00,,,,,,,,,,2.26%,2.473,00,55.90,3.766,30,2.077,71,2.467,79,23%,52%,1.48%,2.69%,2.26%,8.45%,8.45%,0,2.27%,-9.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/23/2023,2.500,00,,,,,,,,,,2.24%,2.500,00,55.90,3.766,30,2.077,71,2.467,79,25%,51%,1.48%,2.69%,2.24%,7.28%,7.28%,0,2.27%,-8.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/24/2023,2.516,00,,,,,,,,,,2.22%,2.516,00,55.90,3.766,30,2.077,71,2.467,79,26%,50%,1.48%,2.69%,2.22%,6.60%,6.60%,0,2.27%,-7.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/25/2023,2.528,00,,,,,,,,,,2.21%,2.528,00,55.90,3.766,30,2.077,71,2.467,79,27%,49%,1.48%,2.69%,2.21%,6.09%,6.09%,0,2.27%,-7.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/28/2023,,,,,,,,,,,2.21%,2.528,00,55.90,3.766,30,2.077,71,2.467,79,27%,49%,1.48%,2.69%,2.21%,6.09%,6.09%,0,2.27%,-7.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/29/2023,2.556,00,,,,,,,,,,2.19%,2.556,00,55.90,3.766,30,2.077,71,2.467,79,28%,47%,1.48%,2.69%,2.19%,4.93%,4.93%,0,2.27%,-6.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/30/2023,2.583,00,,,,,,,,,,2.16%,2.583,00,55.90,3.766,30,2.077,71,2.467,79,30%,46%,1.48%,2.69%,2.16%,3.83%,3.83%,0,2.27%,-5.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/31/2023,2.578,00,,,,,,,,,,2.17%,2.578,00,55.90,3.766,30,2.077,71,2.467,79,30%,46%,1.48%,2.69%,2.17%,4.03%,4.03%,0,2.27%,-5.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/1/2023,2.579,00,,,,,,,,,,2.17%,2.579,00,55.90,3.766,30,2.077,71,2.467,79,30%,46%,1.48%,2.69%,2.17%,3.99%,3.99%,0,2.27%,-5.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/4/2023,2.584,00,,,,,,,,,,2.16%,2.584,00,55.90,3.766,30,2.077,71,2.467,79,30%,46%,1.48%,2.69%,2.16%,3.79%,3.79%,0,2.27%,-5.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/5/2023,2.605,00,,,,,,,,,,2.15%,2.605,00,55.90,3.766,30,2.077,71,2.467,79,31%,45%,1.48%,2.69%,2.15%,2.96%,2.96%,0,2.27%,-4.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/6/2023,2.637,00,,,,,,,,,,2.12%,2.637,00,55.90,3.766,30,2.077,71,2.467,79,33%,43%,1.48%,2.69%,2.12%,1.71%,1.71%,0,2.27%,-3.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,9/7/2023,2.695,00,,,,,,,,,,2.07%,2.695,00,55.90,3.766,30,2.077,71,2.467,79,37%,40%,1.48%,2.69%,2.07%,-0.48%,-0.48%,0,2.27%,-0.99%,,,,,,,,,,,,
