,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,REL LN,RELX PLC,,,,,,,,,,36%,40%,$2.682,00,$   2.077,71,$  2.467,79,$       4.135,00,$  3.766,30,3.08%,1.48%,2.21%,4.96%,138.19%,151.81%,122%,,,,,,,NO,,,2.88%,1.36%,1.52%,0.02%,76
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,RELX PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,2.69%,11/10/2017,,,,,,,,,,$  2.467,79,-8%,2.08%,$  3.766,30,$   1.436,97,$        1.126,00,$   1.209,83,1.35%,2.69%,2.27%,1.35%,-35.14%,-35.14%,-16%,,,,5Y CAGR,3.22%,,RELX PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,5.56%,,RELX PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,RELX PLC - Rating: 36% - Upside: 40%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2017,3/28/2017,1.564,00,,,12/28/2020,,12/28/2020,,,,,2.39%,1.564,00,37.40,2.519,85,1.390,10,1.651,08,15%,61%,1.48%,2.69%,3.57%,71.48%,79.21%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/29/2017,1.563,00,,,1/4/2021,,1/4/2021,,,,,2.39%,1.563,00,37.40,2.519,85,1.390,10,1.651,08,15%,61%,1.48%,2.69%,3.58%,71.59%,79.32%,120.8,2.27%,-0.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/30/2017,1.566,00,,,1/11/2021,,1/11/2021,,,,,2.39%,1.566,00,37.40,2.519,85,1.390,10,1.651,08,16%,61%,1.48%,2.69%,3.57%,71.26%,78.98%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/31/2017,1.564,00,,,1/18/2021,,1/19/2021,,,,,2.39%,1.564,00,37.40,2.519,85,1.390,10,1.651,08,15%,61%,1.48%,2.69%,3.57%,71.48%,79.21%,120.8,2.27%,-0.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/3/2017,1.561,00,,,1/25/2021,,1/25/2021,,,,,2.40%,1.561,00,37.40,2.519,85,1.390,10,1.651,08,15%,61%,1.48%,2.69%,3.58%,71.81%,79.55%,120.8,2.27%,-0.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/4/2017,1.567,00,,,2/1/2021,,2/1/2021,,,,,2.39%,1.567,00,37.40,2.519,85,1.390,10,1.651,08,16%,61%,1.48%,2.69%,3.57%,71.16%,78.86%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/5/2017,1.574,00,,,2/8/2021,,2/8/2021,,,,,2.38%,1.574,00,37.40,2.519,85,1.390,10,1.651,08,16%,60%,1.48%,2.69%,3.55%,70.39%,78.07%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/6/2017,1.570,00,,,2/15/2021,,2/16/2021,,,,,2.38%,1.570,00,37.40,2.519,85,1.390,10,1.651,08,16%,60%,1.48%,2.69%,3.56%,70.83%,78.52%,120.8,2.27%,-0.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/7/2017,1.578,00,,,2/22/2021,,2/22/2021,,,,,2.37%,1.578,00,37.40,2.519,85,1.390,10,1.651,08,17%,60%,1.48%,2.69%,3.54%,69.96%,77.62%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/10/2017,1.584,00,,,3/1/2021,,3/1/2021,,,,,2.36%,1.584,00,37.40,2.519,85,1.390,10,1.651,08,17%,59%,1.48%,2.69%,3.53%,69.32%,76.94%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/11/2017,1.584,00,,,3/8/2021,,3/8/2021,,,,,2.36%,1.584,00,37.40,2.519,85,1.390,10,1.651,08,17%,59%,1.48%,2.69%,3.53%,69.32%,76.94%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/12/2017,1.592,00,,,3/15/2021,,3/15/2021,,,,,2.35%,1.592,00,37.40,2.519,85,1.390,10,1.651,08,18%,58%,1.48%,2.69%,3.51%,68.47%,76.06%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/13/2017,1.583,00,,,3/22/2021,,3/22/2021,,,,,2.36%,1.583,00,37.40,2.519,85,1.390,10,1.651,08,17%,59%,1.48%,2.69%,3.53%,69.43%,77.06%,120.8,2.27%,-0.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/18/2017,1.564,00,,,3/29/2021,,3/29/2021,,,,,2.39%,1.564,00,37.40,2.519,85,1.390,10,1.651,08,15%,61%,1.48%,2.69%,3.57%,71.48%,79.21%,120.8,2.27%,-1.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/19/2017,1.544,00,,,4/6/2021,,4/5/2021,,,,,2.42%,1.544,00,37.40,2.519,85,1.390,10,1.651,08,14%,63%,1.48%,2.69%,3.62%,73.70%,81.53%,120.8,2.27%,-3.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/20/2017,1.558,00,,,4/12/2021,,4/12/2021,,,,,2.40%,1.558,00,37.40,2.519,85,1.390,10,1.651,08,15%,62%,1.48%,2.69%,3.59%,72.14%,79.90%,120.8,2.27%,-2.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/21/2017,1.562,00,,,4/19/2021,,4/19/2021,,,,,2.39%,1.562,00,37.40,2.519,85,1.390,10,1.651,08,15%,61%,1.48%,2.69%,3.58%,71.70%,79.44%,120.8,2.27%,-1.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/24/2017,1.593,00,,,4/26/2021,,4/26/2021,,,,,2.35%,1.593,00,37.40,2.519,85,1.390,10,1.651,08,18%,58%,1.48%,2.69%,3.51%,68.36%,75.94%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/25/2017,1.592,00,,,5/3/2021,,5/3/2021,,,,,2.35%,1.592,00,37.40,2.519,85,1.390,10,1.651,08,18%,58%,1.48%,2.69%,3.51%,68.47%,76.06%,120.8,2.27%,-0.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/26/2017,1.596,00,,,5/10/2021,,5/10/2021,,,,,2.34%,1.596,00,37.40,2.519,85,1.390,10,1.651,08,18%,58%,1.48%,2.69%,3.50%,68.05%,75.61%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/27/2017,1.576,00,,,5/17/2021,,5/17/2021,,,,,2.37%,1.576,00,37.40,2.519,85,1.390,10,1.651,08,16%,60%,1.48%,2.69%,3.55%,70.18%,77.84%,120.8,2.27%,-1.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/28/2017,1.566,00,,,5/24/2021,,5/24/2021,,,,,2.39%,1.566,00,37.40,2.519,85,1.390,10,1.651,08,16%,61%,1.48%,2.69%,3.57%,71.26%,78.98%,120.8,2.27%,-1.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/2/2017,1.584,00,,,5/31/2021,,6/1/2021,,,,,2.36%,1.584,00,37.40,2.519,85,1.390,10,1.651,08,17%,59%,1.48%,2.69%,3.53%,69.32%,76.94%,120.8,2.27%,-0.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/3/2017,1.581,00,,,6/7/2021,,6/7/2021,,,,,2.37%,1.581,00,37.40,2.519,85,1.390,10,1.651,08,17%,59%,1.48%,2.69%,3.54%,69.64%,77.28%,120.8,2.27%,-0.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/4/2017,1.591,00,,,6/14/2021,,6/14/2021,,,,,2.35%,1.591,00,37.40,2.519,85,1.390,10,1.651,08,18%,58%,1.48%,2.69%,3.51%,68.57%,76.17%,120.8,2.27%,-0.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/5/2017,1.596,00,,,6/21/2021,,6/21/2021,,,,,2.34%,1.596,00,37.40,2.519,85,1.390,10,1.651,08,18%,58%,1.48%,2.69%,3.50%,68.05%,75.61%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/8/2017,1.587,00,,,6/28/2021,,6/28/2021,,,,,2.36%,1.587,00,37.40,2.519,85,1.390,10,1.651,08,17%,59%,1.48%,2.69%,3.52%,69.00%,76.61%,120.8,2.27%,-0.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/9/2017,1.607,00,,,7/5/2021,,7/6/2021,,,,,2.33%,1.607,00,37.40,2.519,85,1.390,10,1.651,08,19%,57%,1.48%,2.69%,3.48%,66.89%,74.41%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/10/2017,1.605,00,,,7/12/2021,,7/12/2021,,,,,2.33%,1.605,00,37.40,2.519,85,1.390,10,1.651,08,19%,57%,1.48%,2.69%,3.48%,67.10%,74.63%,120.8,2.27%,-0.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/11/2017,1.604,00,,,7/19/2021,,7/19/2021,,,,,2.33%,1.604,00,37.40,2.519,85,1.390,10,1.651,08,19%,57%,1.48%,2.69%,3.49%,67.21%,74.74%,120.8,2.27%,-0.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/12/2017,1.625,00,,,7/26/2021,,7/26/2021,,,,,2.30%,1.625,00,37.40,2.519,85,1.390,10,1.651,08,21%,55%,1.48%,2.69%,3.44%,65.05%,72.48%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/15/2017,1.612,00,,,8/2/2021,,8/2/2021,,,,,2.32%,1.612,00,37.40,2.519,85,1.390,10,1.651,08,20%,56%,1.48%,2.69%,3.47%,66.38%,73.87%,120.8,2.27%,-0.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/16/2017,1.637,00,,,8/9/2021,,8/9/2021,,,,,2.28%,1.637,00,37.40,2.519,85,1.390,10,1.651,08,22%,54%,1.48%,2.69%,3.41%,63.84%,71.22%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/17/2017,1.625,00,,,8/16/2021,,8/16/2021,,,,,2.30%,1.625,00,37.40,2.519,85,1.390,10,1.651,08,21%,55%,1.48%,2.69%,3.44%,65.05%,72.48%,120.8,2.27%,-0.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/18/2017,1.613,00,,,8/23/2021,,8/23/2021,,,,,2.32%,1.613,00,37.40,2.519,85,1.390,10,1.651,08,20%,56%,1.48%,2.69%,3.47%,66.27%,73.76%,120.8,2.27%,-1.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/19/2017,1.626,00,,,8/30/2021,,8/30/2021,,,,,2.30%,1.626,00,37.40,2.519,85,1.390,10,1.651,08,21%,55%,1.48%,2.69%,3.44%,64.94%,72.37%,120.8,2.27%,-0.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/22/2017,1.634,00,,,9/6/2021,,9/7/2021,,,,,2.29%,1.634,00,37.40,2.519,85,1.390,10,1.651,08,22%,54%,1.48%,2.69%,3.42%,64.14%,71.53%,120.8,2.27%,-0.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/23/2017,1.642,00,,,9/13/2021,,9/13/2021,,,,,2.28%,1.642,00,37.40,2.519,85,1.390,10,1.651,08,22%,53%,1.48%,2.69%,3.40%,63.34%,70.69%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/24/2017,1.641,00,,,9/20/2021,,9/20/2021,,,,,2.28%,1.641,00,37.40,2.519,85,1.390,10,1.651,08,22%,54%,1.48%,2.69%,3.41%,63.44%,70.80%,120.8,2.27%,-0.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/25/2017,1.636,00,,,9/27/2021,,9/27/2021,,,,,2.29%,1.636,00,37.40,2.519,85,1.390,10,1.651,08,22%,54%,1.48%,2.69%,3.42%,63.94%,71.32%,120.8,2.27%,-0.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/26/2017,1.654,00,,,10/4/2021,,10/4/2021,,,,,2.26%,1.654,00,37.40,2.519,85,1.390,10,1.651,08,23%,52%,1.48%,2.69%,3.38%,62.15%,69.46%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/30/2017,1.652,00,,,10/11/2021,,10/11/2021,,,,,2.26%,1.652,00,37.40,2.519,85,1.390,10,1.651,08,23%,53%,1.48%,2.69%,3.38%,62.35%,69.66%,120.8,2.27%,-0.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/31/2017,1.663,00,,,10/18/2021,,10/18/2021,,,,,2.25%,1.663,00,37.40,2.519,85,1.390,10,1.651,08,24%,52%,1.48%,2.69%,3.36%,61.27%,68.54%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/1/2017,1.680,00,,,10/25/2021,,10/25/2021,,,,,2.23%,1.680,00,37.40,2.519,85,1.390,10,1.651,08,26%,50%,1.48%,2.69%,3.33%,59.64%,66.83%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/2/2017,1.680,00,,,11/1/2021,,11/1/2021,,,,,2.23%,1.680,00,37.40,2.519,85,1.390,10,1.651,08,26%,50%,1.48%,2.69%,3.33%,59.64%,66.83%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/5/2017,1.679,00,,,11/8/2021,,11/8/2021,,,,,2.23%,1.679,00,37.40,2.519,85,1.390,10,1.651,08,26%,50%,1.48%,2.69%,3.33%,59.74%,66.93%,120.8,2.27%,-0.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/6/2017,1.685,00,,,11/15/2021,,11/15/2021,,,,,2.22%,1.685,00,37.40,2.519,85,1.390,10,1.651,08,26%,50%,1.48%,2.69%,3.32%,59.17%,66.34%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/7/2017,1.685,00,,,11/22/2021,,11/22/2021,,,,,2.22%,1.685,00,37.40,2.519,85,1.390,10,1.651,08,26%,50%,1.48%,2.69%,3.32%,59.17%,66.34%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/8/2017,1.670,00,,,11/29/2021,,11/29/2021,,,,,2.24%,1.670,00,37.40,2.519,85,1.390,10,1.651,08,25%,51%,1.48%,2.69%,3.35%,60.60%,67.83%,120.8,2.27%,-0.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/9/2017,1.694,00,,,12/6/2021,,12/6/2021,,,,,2.21%,1.694,00,37.40,2.519,85,1.390,10,1.651,08,27%,49%,1.48%,2.69%,3.30%,58.32%,65.45%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/12/2017,1.684,00,,,12/13/2021,,12/13/2021,,,,,2.22%,1.684,00,37.40,2.519,85,1.390,10,1.651,08,26%,50%,1.48%,2.69%,3.32%,59.26%,66.44%,120.8,2.27%,-0.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/13/2017,1.676,00,,,12/20/2021,,12/20/2021,,,,,2.23%,1.676,00,37.40,2.519,85,1.390,10,1.651,08,25%,50%,1.48%,2.69%,3.34%,60.02%,67.23%,120.8,2.27%,-1.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/14/2017,1.692,00,,,12/27/2021,,12/27/2021,,,,,2.21%,1.692,00,37.40,2.519,85,1.390,10,1.651,08,27%,49%,1.48%,2.69%,3.30%,58.51%,65.65%,120.8,2.27%,-0.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/15/2017,1.690,00,,,1/3/2022,,1/3/2022,,,,,2.21%,1.690,00,37.40,2.519,85,1.390,10,1.651,08,27%,49%,1.48%,2.69%,3.31%,58.70%,65.85%,120.8,2.27%,-0.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/16/2017,1.715,00,,,1/10/2022,,1/10/2022,,,,,2.18%,1.715,00,37.40,2.519,85,1.390,10,1.651,08,29%,47%,1.48%,2.69%,3.26%,56.38%,63.43%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/19/2017,1.713,00,,,1/17/2022,,1/18/2022,,,,,2.18%,1.713,00,37.40,2.519,85,1.390,10,1.651,08,29%,47%,1.48%,2.69%,3.26%,56.57%,63.62%,120.8,2.27%,-0.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/20/2017,1.717,00,,,1/24/2022,,1/24/2022,,,,,2.18%,1.717,00,37.40,2.519,85,1.390,10,1.651,08,29%,47%,1.48%,2.69%,3.26%,56.20%,63.24%,120.8,2.27%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/21/2017,1.710,00,,,1/31/2022,,1/31/2022,,,,,2.19%,1.710,00,37.40,2.519,85,1.390,10,1.651,08,28%,47%,1.48%,2.69%,3.27%,56.84%,63.91%,120.8,2.27%,-0.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/22/2017,1.694,00,,,2/7/2022,,2/7/2022,,,,,2.21%,1.694,00,37.40,2.519,85,1.390,10,1.651,08,27%,49%,1.48%,2.69%,3.30%,58.32%,65.45%,120.8,2.27%,-1.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/23/2017,1.701,00,,,2/14/2022,,2/14/2022,,,,,2.20%,1.701,00,37.40,2.519,85,1.390,10,1.651,08,28%,48%,1.48%,2.69%,3.29%,57.67%,64.77%,120.8,2.27%,-0.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/26/2017,1.709,00,,,2/21/2022,,2/22/2022,,,,,2.19%,1.709,00,37.40,2.519,85,1.390,10,1.651,08,28%,47%,1.48%,2.69%,3.27%,56.93%,64.00%,120.8,2.27%,-0.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/27/2017,1.690,00,,,2/28/2022,,2/28/2022,,,,,2.21%,1.690,00,37.40,2.519,85,1.390,10,1.651,08,27%,49%,1.48%,2.69%,3.31%,58.70%,65.85%,120.8,2.27%,-1.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/28/2017,1.675,00,,,3/7/2022,,3/7/2022,,,,,2.23%,1.675,00,37.40,2.519,85,1.390,10,1.651,08,25%,50%,1.48%,2.69%,3.34%,60.12%,67.33%,120.8,2.27%,-2.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/29/2017,1.649,00,,,3/14/2022,,3/14/2022,,,,,2.27%,1.649,00,37.40,2.519,85,1.390,10,1.651,08,23%,53%,1.48%,2.69%,3.39%,62.64%,69.97%,120.8,2.27%,-3.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/30/2017,1.660,00,,,3/21/2022,,3/21/2022,,,,,2.25%,1.660,00,37.40,2.519,85,1.390,10,1.651,08,24%,52%,1.48%,2.69%,3.37%,61.57%,68.84%,120.8,2.27%,-3.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/3/2017,1.655,00,,,3/28/2022,,3/28/2022,,,,,2.26%,1.655,00,37.40,2.519,85,1.390,10,1.651,08,23%,52%,1.48%,2.69%,3.38%,62.05%,69.35%,120.8,2.27%,-3.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/4/2017,1.652,00,,,4/4/2022,,4/4/2022,,,,,2.26%,1.652,00,37.40,2.519,85,1.390,10,1.651,08,23%,53%,1.48%,2.69%,3.38%,62.35%,69.66%,120.8,2.27%,-3.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/5/2017,1.664,00,,,4/11/2022,,4/11/2022,,,,,2.25%,1.664,00,37.40,2.519,85,1.390,10,1.651,08,24%,51%,1.48%,2.69%,3.36%,61.18%,68.44%,120.8,2.27%,-3.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/6/2017,1.643,00,,,4/19/2022,,4/18/2022,,,,,2.28%,1.643,00,37.40,2.519,85,1.390,10,1.651,08,22%,53%,1.48%,2.69%,3.40%,63.24%,70.59%,120.8,2.27%,-4.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/7/2017,1.632,00,,,4/25/2022,,4/25/2022,,,,,2.29%,1.632,00,37.40,2.519,85,1.390,10,1.651,08,21%,54%,1.48%,2.69%,3.43%,64.34%,71.74%,120.8,2.27%,-4.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/10/2017,1.635,00,,,5/2/2022,,5/2/2022,,,,,2.29%,1.635,00,37.40,2.519,85,1.390,10,1.651,08,22%,54%,1.48%,2.69%,3.42%,64.04%,71.43%,120.8,2.27%,-4.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/11/2017,1.621,00,,,5/9/2022,,5/9/2022,,,,,2.31%,1.621,00,37.40,2.519,85,1.390,10,1.651,08,20%,55%,1.48%,2.69%,3.45%,65.45%,72.91%,120.8,2.27%,-5.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/12/2017,1.637,00,,,5/16/2022,,5/16/2022,,,,,2.28%,1.637,00,37.40,2.519,85,1.390,10,1.651,08,22%,54%,1.48%,2.69%,3.41%,63.84%,71.22%,120.8,2.27%,-4.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/13/2017,1.637,00,,,5/23/2022,,5/23/2022,,,,,2.28%,1.637,00,37.40,2.519,85,1.390,10,1.651,08,22%,54%,1.48%,2.69%,3.41%,63.84%,71.22%,120.8,2.27%,-4.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/14/2017,1.633,00,,,5/30/2022,,5/31/2022,,,,,2.29%,1.633,00,37.40,2.519,85,1.390,10,1.651,08,22%,54%,1.48%,2.69%,3.42%,64.24%,71.64%,120.8,2.27%,-4.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/17/2017,1.628,00,,,6/6/2022,,6/6/2022,,,,,2.30%,1.628,00,37.40,2.519,85,1.390,10,1.651,08,21%,55%,1.48%,2.69%,3.43%,64.74%,72.16%,120.8,2.27%,-5.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/18/2017,1.628,00,,,6/13/2022,,6/13/2022,,,,,2.30%,1.628,00,37.40,2.519,85,1.390,10,1.651,08,21%,55%,1.48%,2.69%,3.43%,64.74%,72.16%,120.8,2.27%,-5.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/19/2017,1.636,00,,,6/20/2022,,6/21/2022,,,,,2.29%,1.636,00,37.40,2.519,85,1.390,10,1.651,08,22%,54%,1.48%,2.69%,3.42%,63.94%,71.32%,120.8,2.27%,-4.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/20/2017,1.655,00,,,6/27/2022,,6/27/2022,,,,,2.26%,1.655,00,37.40,2.519,85,1.390,10,1.651,08,23%,52%,1.48%,2.69%,3.38%,62.05%,69.35%,120.8,2.27%,-3.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/21/2017,1.644,00,,,7/4/2022,,7/5/2022,,,,,2.27%,1.644,00,37.40,2.519,85,1.390,10,1.651,08,22%,53%,1.48%,2.69%,3.40%,63.14%,70.49%,120.8,2.27%,-4.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/24/2017,1.629,00,,,7/11/2022,,7/11/2022,,,,,2.30%,1.629,00,37.40,2.519,85,1.390,10,1.651,08,21%,55%,1.48%,2.69%,3.43%,64.64%,72.06%,120.8,2.27%,-5.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/25/2017,1.633,00,,,7/18/2022,,7/18/2022,,,,,2.29%,1.633,00,37.40,2.519,85,1.390,10,1.651,08,22%,54%,1.48%,2.69%,3.42%,64.24%,71.64%,120.8,2.27%,-4.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/26/2017,1.632,00,,,7/25/2022,,7/25/2022,,,,,2.29%,1.632,00,37.40,2.519,85,1.390,10,1.651,08,21%,54%,1.48%,2.69%,3.43%,64.34%,71.74%,120.8,2.27%,-4.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/27/2017,1.665,00,,,8/1/2022,,8/1/2022,,,,,2.25%,1.665,00,37.40,2.519,85,1.390,10,1.651,08,24%,51%,1.48%,2.69%,3.36%,61.08%,68.34%,120.8,2.27%,-3.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/28/2017,1.651,00,,,8/8/2022,,8/8/2022,,,,,2.27%,1.651,00,37.40,2.519,85,1.390,10,1.651,08,23%,53%,1.48%,2.69%,3.39%,62.45%,69.76%,120.8,2.27%,-3.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,7/31/2017,1.652,00,,,8/15/2022,,8/15/2022,,,,,2.26%,1.652,00,37.40,2.519,85,1.390,10,1.651,08,23%,53%,1.48%,2.69%,3.38%,62.35%,69.66%,120.8,2.27%,-3.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,8/1/2017,1.661,00,,,8/22/2022,,8/22/2022,,,,,2.25%,1.661,00,37.40,2.519,85,1.390,10,1.651,08,24%,52%,1.48%,2.69%,3.37%,61.47%,68.74%,120.8,2.27%,-3.26%,,,,,,,,,,,,
