,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Lotus Bakeries NV - Rating: 98% - Upside: 1%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2023,4/5/2023,€                                                  6.490,00,,,,,,,,,,0.69%,€       6.490,00,45.00,10.839,00,3.770,69,6.222,29,38%,67%,0.42%,1.19%,0.69%,65.18%,65.18%,0,0.72%,-1.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/6/2023,€                                                  6.500,00,,,,,,,,,,0.69%,€       6.500,00,45.00,10.839,00,3.770,69,6.222,29,39%,67%,0.42%,1.19%,0.69%,64.92%,64.92%,0,0.72%,-1.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/11/2023,€                                                  6.480,00,,,,,,,,,,0.69%,€       6.480,00,45.00,10.839,00,3.770,69,6.222,29,38%,67%,0.42%,1.19%,0.69%,65.43%,65.43%,0,0.72%,-1.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/12/2023,€                                                  6.370,00,,,,,,,,,,0.71%,€       6.370,00,45.00,10.839,00,3.770,69,6.222,29,37%,70%,0.42%,1.19%,0.71%,68.29%,68.29%,0,0.72%,-3.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/13/2023,€                                                  6.320,00,,,,,,,,,,0.71%,€       6.320,00,45.00,10.839,00,3.770,69,6.222,29,36%,72%,0.42%,1.19%,0.71%,69.62%,69.62%,0,0.72%,-4.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/14/2023,€                                                  6.230,00,,,,,,,,,,0.72%,€       6.230,00,45.00,10.839,00,3.770,69,6.222,29,35%,74%,0.42%,1.19%,0.72%,72.07%,72.07%,0,0.72%,-5.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/17/2023,€                                                  6.270,00,,,,,,,,,,0.72%,€       6.270,00,45.00,10.839,00,3.770,69,6.222,29,35%,73%,0.42%,1.19%,0.72%,70.97%,70.97%,0,0.72%,-5.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/18/2023,€                                                  6.200,00,,,,,,,,,,0.73%,€       6.200,00,45.00,10.839,00,3.770,69,6.222,29,34%,75%,0.42%,1.19%,0.73%,72.90%,72.90%,0,0.72%,-6.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/19/2023,€                                                  6.200,00,,,,,,,,,,0.73%,€       6.200,00,45.00,10.839,00,3.770,69,6.222,29,34%,75%,0.42%,1.19%,0.73%,72.90%,72.90%,0,0.72%,-6.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/20/2023,€                                                  6.320,00,,,,,,,,,,0.71%,€       6.320,00,45.00,10.839,00,3.770,69,6.222,29,36%,72%,0.42%,1.19%,0.71%,69.62%,69.62%,0,0.72%,-4.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/21/2023,€                                                  6.430,00,,,,,,,,,,0.70%,€       6.430,00,45.00,10.839,00,3.770,69,6.222,29,38%,69%,0.42%,1.19%,0.70%,66.72%,66.72%,0,0.72%,-2.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/24/2023,€                                                   6.310,00,,,,,,,,,,0.71%,€        6.310,00,45.00,10.839,00,3.770,69,6.222,29,36%,72%,0.42%,1.19%,0.71%,69.89%,69.89%,0,0.72%,-4.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/25/2023,€                                                  6.340,00,,,,,,,,,,0.71%,€       6.340,00,45.00,10.839,00,3.770,69,6.222,29,36%,71%,0.42%,1.19%,0.71%,69.09%,69.09%,0,0.72%,-3.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/26/2023,€                                                  6.230,00,,,,,,,,,,0.72%,€       6.230,00,45.00,10.839,00,3.770,69,6.222,29,35%,74%,0.42%,1.19%,0.72%,72.07%,72.07%,0,0.72%,-5.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/27/2023,€                                                  6.250,00,,,,,,,,,,0.72%,€       6.250,00,45.00,10.839,00,3.770,69,6.222,29,35%,73%,0.42%,1.19%,0.72%,71.52%,71.52%,0,0.72%,-5.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/28/2023,€                                                  6.260,00,,,,,,,,,,0.72%,€       6.260,00,45.00,10.839,00,3.770,69,6.222,29,35%,73%,0.42%,1.19%,0.72%,71.25%,71.25%,0,0.72%,-5.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/2/2023,€                                                  6.250,00,,,,,,,,,,0.72%,€       6.250,00,45.00,10.839,00,3.770,69,6.222,29,35%,73%,0.42%,1.19%,0.72%,71.52%,71.52%,0,0.72%,-5.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/3/2023,€                                                  6.240,00,,,,,,,,,,0.72%,€       6.240,00,45.00,10.839,00,3.770,69,6.222,29,35%,74%,0.42%,1.19%,0.72%,71.79%,71.79%,0,0.72%,-5.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/4/2023,€                                                  6.230,00,,,,,,,,,,0.72%,€       6.230,00,45.00,10.839,00,3.770,69,6.222,29,35%,74%,0.42%,1.19%,0.72%,72.07%,72.07%,0,0.72%,-5.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/5/2023,€                                                   6.310,00,,,,,,,,,,0.71%,€        6.310,00,45.00,10.839,00,3.770,69,6.222,29,36%,72%,0.42%,1.19%,0.71%,69.89%,69.89%,0,0.72%,-4.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/8/2023,€                                                  6.290,00,,,,,,,,,,0.72%,€       6.290,00,45.00,10.839,00,3.770,69,6.222,29,36%,72%,0.42%,1.19%,0.72%,70.43%,70.43%,0,0.72%,-4.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/9/2023,€                                                  6.330,00,,,,,,,,,,0.71%,€       6.330,00,45.00,10.839,00,3.770,69,6.222,29,36%,71%,0.42%,1.19%,0.71%,69.35%,69.35%,0,0.72%,-4.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/10/2023,€                                                  6.350,00,,,,,,,,,,0.71%,€       6.350,00,45.00,10.839,00,3.770,69,6.222,29,36%,71%,0.42%,1.19%,0.71%,68.82%,68.82%,0,0.72%,-3.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/11/2023,€                                                  6.400,00,,,,,,,,,,0.70%,€       6.400,00,45.00,10.839,00,3.770,69,6.222,29,37%,69%,0.42%,1.19%,0.70%,67.50%,67.50%,0,0.72%,-3.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/12/2023,€                                                  6.390,00,,,,,,,,,,0.70%,€       6.390,00,45.00,10.839,00,3.770,69,6.222,29,37%,70%,0.42%,1.19%,0.70%,67.76%,67.76%,0,0.72%,-3.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/15/2023,€                                                   6.120,00,,,,,,,,,,0.74%,€        6.120,00,45.00,10.839,00,3.770,69,6.222,29,33%,77%,0.42%,1.19%,0.74%,75.16%,75.16%,0,0.72%,-7.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/16/2023,€                                                  6.020,00,,,,,,,,,,0.75%,€       6.020,00,45.00,10.839,00,3.770,69,6.222,29,32%,80%,0.42%,1.19%,0.75%,78.07%,78.07%,0,0.72%,-8.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/17/2023,€                                                  5.970,00,,,,,,,,,,0.75%,€       5.970,00,45.00,10.839,00,3.770,69,6.222,29,31%,82%,0.42%,1.19%,0.75%,79.56%,79.56%,0,0.72%,-9.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/18/2023,€                                                  6.000,00,,,,,,,,,,0.75%,€       6.000,00,45.00,10.839,00,3.770,69,6.222,29,32%,81%,0.42%,1.19%,0.75%,78.67%,78.67%,0,0.72%,-9.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/19/2023,€                                                  5.960,00,,,,,,,,,,0.76%,€       5.960,00,45.00,10.839,00,3.770,69,6.222,29,31%,82%,0.42%,1.19%,0.76%,79.87%,79.87%,0,0.72%,-9.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/22/2023,€                                                  6.050,00,,,,,,,,,,0.74%,€       6.050,00,45.00,10.839,00,3.770,69,6.222,29,32%,79%,0.42%,1.19%,0.74%,77.19%,77.19%,0,0.72%,-8.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/23/2023,€                                                  5.890,00,,,,,,,,,,0.76%,€       5.890,00,45.00,10.839,00,3.770,69,6.222,29,30%,84%,0.42%,1.19%,0.76%,82.00%,82.00%,0,0.72%,-10.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/24/2023,€                                                  5.860,00,,,,,,,,,,0.77%,€       5.860,00,45.00,10.839,00,3.770,69,6.222,29,30%,85%,0.42%,1.19%,0.77%,82.94%,82.94%,0,0.72%,-11.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/25/2023,€                                                  5.840,00,,,,,,,,,,0.77%,€       5.840,00,45.00,10.839,00,3.770,69,6.222,29,29%,86%,0.42%,1.19%,0.77%,83.56%,83.56%,0,0.72%,-11.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/26/2023,€                                                  5.840,00,,,,,,,,,,0.77%,€       5.840,00,45.00,10.839,00,3.770,69,6.222,29,29%,86%,0.42%,1.19%,0.77%,83.56%,83.56%,0,0.72%,-11.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/29/2023,€                                                  5.880,00,,,,,,,,,,0.77%,€       5.880,00,45.00,10.839,00,3.770,69,6.222,29,30%,84%,0.42%,1.19%,0.77%,82.31%,82.31%,0,0.72%,-10.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/30/2023,€                                                  5.850,00,,,,,,,,,,0.77%,€       5.850,00,45.00,10.839,00,3.770,69,6.222,29,29%,85%,0.42%,1.19%,0.77%,83.25%,83.25%,0,0.72%,-11.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/31/2023,€                                                  5.830,00,,,,,,,,,,0.77%,€       5.830,00,45.00,10.839,00,3.770,69,6.222,29,29%,86%,0.42%,1.19%,0.77%,83.88%,83.88%,0,0.72%,-11.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/1/2023,€                                                  5.990,00,,,,,,,,,,0.75%,€       5.990,00,45.00,10.839,00,3.770,69,6.222,29,31%,81%,0.42%,1.19%,0.75%,78.96%,78.96%,0,0.72%,-9.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/2/2023,€                                                  6.080,00,,,,,,,,,,0.74%,€       6.080,00,45.00,10.839,00,3.770,69,6.222,29,33%,78%,0.42%,1.19%,0.74%,76.32%,76.32%,0,0.72%,-7.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/5/2023,€                                                   6.210,00,,,,,,,,,,0.72%,€        6.210,00,45.00,10.839,00,3.770,69,6.222,29,35%,75%,0.42%,1.19%,0.72%,72.62%,72.62%,0,0.72%,-5.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/6/2023,€                                                  6.490,00,,,,,,,,,,0.69%,€       6.490,00,45.00,10.839,00,3.770,69,6.222,29,38%,67%,0.42%,1.19%,0.69%,65.18%,65.18%,0,0.72%,-1.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/7/2023,€                                                  6.600,00,,,,,,,,,,0.68%,€       6.600,00,45.00,10.839,00,3.770,69,6.222,29,40%,64%,0.42%,1.19%,0.68%,62.42%,62.42%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/8/2023,€                                                  6.770,00,,,,,,,,,,0.66%,€       6.770,00,45.00,10.839,00,3.770,69,6.222,29,42%,60%,0.42%,1.19%,0.66%,58.35%,58.35%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/9/2023,€                                                  6.840,00,,,,,,,,,,0.66%,€       6.840,00,45.00,10.839,00,3.770,69,6.222,29,43%,58%,0.42%,1.19%,0.66%,56.73%,56.73%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/12/2023,€                                                  6.930,00,,,,,,,,,,0.65%,€       6.930,00,45.00,10.839,00,3.770,69,6.222,29,45%,56%,0.42%,1.19%,0.65%,54.69%,54.69%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/13/2023,€                                                  6.770,00,,,,,,,,,,0.66%,€       6.770,00,45.00,10.839,00,3.770,69,6.222,29,42%,60%,0.42%,1.19%,0.66%,58.35%,58.35%,0,0.72%,-2.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/14/2023,€                                                  6.900,00,,,,,,,,,,0.65%,€       6.900,00,45.00,10.839,00,3.770,69,6.222,29,44%,57%,0.42%,1.19%,0.65%,55.36%,55.36%,0,0.72%,-0.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/15/2023,€                                                  6.880,00,,,,,,,,,,0.65%,€       6.880,00,45.00,10.839,00,3.770,69,6.222,29,44%,58%,0.42%,1.19%,0.65%,55.81%,55.81%,0,0.72%,-0.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/16/2023,€                                                  6.790,00,,,,,,,,,,0.66%,€       6.790,00,45.00,10.839,00,3.770,69,6.222,29,43%,60%,0.42%,1.19%,0.66%,57.88%,57.88%,0,0.72%,-2.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/19/2023,€                                                  6.750,00,,,,,,,,,,0.67%,€       6.750,00,45.00,10.839,00,3.770,69,6.222,29,42%,61%,0.42%,1.19%,0.67%,58.81%,58.81%,0,0.72%,-2.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/20/2023,€                                                   6.910,00,,,,,,,,,,0.65%,€        6.910,00,45.00,10.839,00,3.770,69,6.222,29,44%,57%,0.42%,1.19%,0.65%,55.14%,55.14%,0,0.72%,-0.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/21/2023,€                                                  6.960,00,,,,,,,,,,0.65%,€       6.960,00,45.00,10.839,00,3.770,69,6.222,29,45%,56%,0.42%,1.19%,0.65%,54.02%,54.02%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/22/2023,€                                                  6.950,00,,,,,,,,,,0.65%,€       6.950,00,45.00,10.839,00,3.770,69,6.222,29,45%,56%,0.42%,1.19%,0.65%,54.24%,54.24%,0,0.72%,-0.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/23/2023,€                                                  6.950,00,,,,,,,,,,0.65%,€       6.950,00,45.00,10.839,00,3.770,69,6.222,29,45%,56%,0.42%,1.19%,0.65%,54.24%,54.24%,0,0.72%,-0.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/26/2023,€                                                  6.920,00,,,,,,,,,,0.65%,€       6.920,00,45.00,10.839,00,3.770,69,6.222,29,45%,57%,0.42%,1.19%,0.65%,54.91%,54.91%,0,0.72%,-0.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/27/2023,€                                                  6.940,00,,,,,,,,,,0.65%,€       6.940,00,45.00,10.839,00,3.770,69,6.222,29,45%,56%,0.42%,1.19%,0.65%,54.47%,54.47%,0,0.72%,-0.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/28/2023,€                                                  6.940,00,,,,,,,,,,0.65%,€       6.940,00,45.00,10.839,00,3.770,69,6.222,29,45%,56%,0.42%,1.19%,0.65%,54.47%,54.47%,0,0.72%,-0.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/29/2023,€                                                  7.090,00,,,,,,,,,,0.63%,€       7.090,00,45.00,10.839,00,3.770,69,6.222,29,47%,53%,0.42%,1.19%,0.63%,51.20%,51.20%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/30/2023,€                                                  7.270,00,,,,,,,,,,0.62%,€       7.270,00,45.00,10.839,00,3.770,69,6.222,29,50%,49%,0.42%,1.19%,0.62%,47.46%,47.46%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/3/2023,€                                                  7.260,00,,,,,,,,,,0.62%,€       7.260,00,45.00,10.839,00,3.770,69,6.222,29,49%,49%,0.42%,1.19%,0.62%,47.66%,47.66%,0,0.72%,-0.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/4/2023,€                                                  7.220,00,,,,,,,,,,0.62%,€       7.220,00,45.00,10.839,00,3.770,69,6.222,29,49%,50%,0.42%,1.19%,0.62%,48.48%,48.48%,0,0.72%,-0.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/5/2023,€                                                  7.330,00,,,,,,,,,,0.61%,€       7.330,00,45.00,10.839,00,3.770,69,6.222,29,50%,48%,0.42%,1.19%,0.61%,46.25%,46.25%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/6/2023,€                                                  7.360,00,,,,,,,,,,0.61%,€       7.360,00,45.00,10.839,00,3.770,69,6.222,29,51%,47%,0.42%,1.19%,0.61%,45.65%,45.65%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/7/2023,€                                                  7.330,00,,,,,,,,,,0.61%,€       7.330,00,45.00,10.839,00,3.770,69,6.222,29,50%,48%,0.42%,1.19%,0.61%,46.25%,46.25%,0,0.72%,-0.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/10/2023,€                                                  7.390,00,,,,,,,,,,0.61%,€       7.390,00,45.00,10.839,00,3.770,69,6.222,29,51%,47%,0.42%,1.19%,0.61%,45.06%,45.06%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/11/2023,€                                                  7.460,00,,,,,,,,,,0.60%,€       7.460,00,45.00,10.839,00,3.770,69,6.222,29,52%,45%,0.42%,1.19%,0.60%,43.70%,43.70%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/12/2023,€                                                  7.520,00,,,,,,,,,,0.60%,€       7.520,00,45.00,10.839,00,3.770,69,6.222,29,53%,44%,0.42%,1.19%,0.60%,42.55%,42.55%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/13/2023,€                                                  7.640,00,,,,,,,,,,0.59%,€       7.640,00,45.00,10.839,00,3.770,69,6.222,29,55%,42%,0.42%,1.19%,0.59%,40.31%,40.31%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/14/2023,€                                                  7.480,00,,,,,,,,,,0.60%,€       7.480,00,45.00,10.839,00,3.770,69,6.222,29,52%,45%,0.42%,1.19%,0.60%,43.32%,43.32%,0,0.72%,-2.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/17/2023,€                                                  7.540,00,,,,,,,,,,0.60%,€       7.540,00,45.00,10.839,00,3.770,69,6.222,29,53%,44%,0.42%,1.19%,0.60%,42.18%,42.18%,0,0.72%,-1.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/18/2023,€                                                  7.540,00,,,,,,,,,,0.60%,€       7.540,00,45.00,10.839,00,3.770,69,6.222,29,53%,44%,0.42%,1.19%,0.60%,42.18%,42.18%,0,0.72%,-1.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/19/2023,€                                                  7.430,00,,,,,,,,,,0.61%,€       7.430,00,45.00,10.839,00,3.770,69,6.222,29,52%,46%,0.42%,1.19%,0.61%,44.28%,44.28%,0,0.72%,-2.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/20/2023,€                                                  7.460,00,,,,,,,,,,0.60%,€       7.460,00,45.00,10.839,00,3.770,69,6.222,29,52%,45%,0.42%,1.19%,0.60%,43.70%,43.70%,0,0.72%,-2.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/21/2023,€                                                  7.460,00,,,,,,,,,,0.60%,€       7.460,00,45.00,10.839,00,3.770,69,6.222,29,52%,45%,0.42%,1.19%,0.60%,43.70%,43.70%,0,0.72%,-2.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/24/2023,€                                                  7.330,00,,,,,,,,,,0.61%,€       7.330,00,45.00,10.839,00,3.770,69,6.222,29,50%,48%,0.42%,1.19%,0.61%,46.25%,46.25%,0,0.72%,-4.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/25/2023,€                                                  7.290,00,,,,,,,,,,0.62%,€       7.290,00,45.00,10.839,00,3.770,69,6.222,29,50%,49%,0.42%,1.19%,0.62%,47.05%,47.05%,0,0.72%,-4.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/26/2023,€                                                   7.130,00,,,,,,,,,,0.63%,€        7.130,00,45.00,10.839,00,3.770,69,6.222,29,48%,52%,0.42%,1.19%,0.63%,50.35%,50.35%,0,0.72%,-6.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/27/2023,€                                                  7.330,00,,,,,,,,,,0.61%,€       7.330,00,45.00,10.839,00,3.770,69,6.222,29,50%,48%,0.42%,1.19%,0.61%,46.25%,46.25%,0,0.72%,-4.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/28/2023,€                                                  7.370,00,,,,,,,,,,0.61%,€       7.370,00,45.00,10.839,00,3.770,69,6.222,29,51%,47%,0.42%,1.19%,0.61%,45.45%,45.45%,0,0.72%,-3.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/31/2023,€                                                  7.280,00,,,,,,,,,,0.62%,€       7.280,00,45.00,10.839,00,3.770,69,6.222,29,50%,49%,0.42%,1.19%,0.62%,47.25%,47.25%,0,0.72%,-4.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/1/2023,€                                                  7.300,00,,,,,,,,,,0.62%,€       7.300,00,45.00,10.839,00,3.770,69,6.222,29,50%,48%,0.42%,1.19%,0.62%,46.85%,46.85%,0,0.72%,-4.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/2/2023,€                                                  7.360,00,,,,,,,,,,0.61%,€       7.360,00,45.00,10.839,00,3.770,69,6.222,29,51%,47%,0.42%,1.19%,0.61%,45.65%,45.65%,0,0.72%,-3.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/3/2023,€                                                  7.360,00,,,,,,,,,,0.61%,€       7.360,00,45.00,10.839,00,3.770,69,6.222,29,51%,47%,0.42%,1.19%,0.61%,45.65%,45.65%,0,0.72%,-3.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/4/2023,€                                                  7.230,00,,,,,,,,,,0.62%,€       7.230,00,45.00,10.839,00,3.770,69,6.222,29,49%,50%,0.42%,1.19%,0.62%,48.27%,48.27%,0,0.72%,-5.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/7/2023,€                                                  7.370,00,,,,,,,,,,0.61%,€       7.370,00,45.00,10.839,00,3.770,69,6.222,29,51%,47%,0.42%,1.19%,0.61%,45.45%,45.45%,0,0.72%,-3.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/8/2023,€                                                   7.310,00,,,,,,,,,,0.62%,€        7.310,00,45.00,10.839,00,3.770,69,6.222,29,50%,48%,0.42%,1.19%,0.62%,46.65%,46.65%,0,0.72%,-4.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/9/2023,€                                                   7.210,00,,,,,,,,,,0.62%,€        7.210,00,45.00,10.839,00,3.770,69,6.222,29,49%,50%,0.42%,1.19%,0.62%,48.68%,48.68%,0,0.72%,-5.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/10/2023,€                                                   7.190,00,,,,,,,,,,0.63%,€        7.190,00,45.00,10.839,00,3.770,69,6.222,29,48%,51%,0.42%,1.19%,0.63%,49.10%,49.10%,0,0.72%,-5.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/11/2023,€                                                  7.240,00,,,,,,,,,,0.62%,€       7.240,00,45.00,10.839,00,3.770,69,6.222,29,49%,50%,0.42%,1.19%,0.62%,48.07%,48.07%,0,0.72%,-5.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/14/2023,€                                                  7.280,00,,,,,,,,,,0.62%,€       7.280,00,45.00,10.839,00,3.770,69,6.222,29,50%,49%,0.42%,1.19%,0.62%,47.25%,47.25%,0,0.72%,-4.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/15/2023,€                                                  7.420,00,,,,,,,,,,0.61%,€       7.420,00,45.00,10.839,00,3.770,69,6.222,29,52%,46%,0.42%,1.19%,0.61%,44.47%,44.47%,0,0.72%,-2.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/16/2023,€                                                   7.510,00,,,,,,,,,,0.60%,€        7.510,00,45.00,10.839,00,3.770,69,6.222,29,53%,44%,0.42%,1.19%,0.60%,42.74%,42.74%,0,0.72%,-1.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/17/2023,€                                                   7.410,00,,,,,,,,,,0.61%,€        7.410,00,45.00,10.839,00,3.770,69,6.222,29,51%,46%,0.42%,1.19%,0.61%,44.67%,44.67%,0,0.72%,-3.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/18/2023,€                                                  7.280,00,,,,,,,,,,0.62%,€       7.280,00,45.00,10.839,00,3.770,69,6.222,29,50%,49%,0.42%,1.19%,0.62%,47.25%,47.25%,0,0.72%,-4.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/21/2023,€                                                  7.280,00,,,,,,,,,,0.62%,€       7.280,00,45.00,10.839,00,3.770,69,6.222,29,50%,49%,0.42%,1.19%,0.62%,47.25%,47.25%,0,0.72%,-4.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/22/2023,€                                                  7.260,00,,,,,,,,,,0.62%,€       7.260,00,45.00,10.839,00,3.770,69,6.222,29,49%,49%,0.42%,1.19%,0.62%,47.66%,47.66%,0,0.72%,-4.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/23/2023,€                                                  7.320,00,,,,,,,,,,0.61%,€       7.320,00,45.00,10.839,00,3.770,69,6.222,29,50%,48%,0.42%,1.19%,0.61%,46.45%,46.45%,0,0.72%,-4.19%,,,,,,,,,,,,
